Info positions : [ 7  9 10 11 12 13 14 15]
Target Info positions : [ 7  9 10 11 12 13 14 15]
Frozen positions : [0 1 2 3 4 5 6 8]
embed dim : 64 
Batch size : 8192
Validation SNR : 3.0
Number of heads : 1
Number of layers: 3
Positional encoding : static
Layers : compelete
Print frequency: 100
Num of steps: 150000
combinational training snr:  True
64
Training Model for 8,16 anew
Number of parameters : 150471
Did not find standard validation data
Need to save for: 1000
[0/150000] At 3 dB, Loss: 1.7353868, Train BER (3 dB) : 0.5673981, Valid BER: 0.4756470, Tgt BER: 0.4756470, Noiseless BER 0.4736328, Valid BLER : 0.9765625
[1000/150000] At 3 dB, Loss: 0.4285318, Train BER (3 dB) : 0.1320190, Valid BER: 0.1681519, Tgt BER: 0.1681519, Noiseless BER 0.0000000, Valid BLER : 0.4598389
[1100/150000] At 3 dB, Loss: 0.4348516, Train BER (3 dB) : 0.1351166, Valid BER: 0.1682892, Tgt BER: 0.1682892, Noiseless BER 0.0000000, Valid BLER : 0.4582520
[1200/150000] At 3 dB, Loss: 0.4323381, Train BER (3 dB) : 0.1328430, Valid BER: 0.1634064, Tgt BER: 0.1634064, Noiseless BER 0.0000000, Valid BLER : 0.4434814
[1300/150000] At 3 dB, Loss: 0.4221536, Train BER (3 dB) : 0.1289978, Valid BER: 0.1601562, Tgt BER: 0.1601562, Noiseless BER 0.0000000, Valid BLER : 0.4349365
[1400/150000] At 3 dB, Loss: 0.4160571, Train BER (3 dB) : 0.1275330, Valid BER: 0.1665344, Tgt BER: 0.1665344, Noiseless BER 0.0000000, Valid BLER : 0.4498291
[1500/150000] At 3 dB, Loss: 0.4090050, Train BER (3 dB) : 0.1247711, Valid BER: 0.1635590, Tgt BER: 0.1635590, Noiseless BER 0.0000000, Valid BLER : 0.4410400
[1600/150000] At 3 dB, Loss: 0.4208883, Train BER (3 dB) : 0.1296234, Valid BER: 0.1665192, Tgt BER: 0.1665192, Noiseless BER 0.0000000, Valid BLER : 0.4487305
[1700/150000] At 3 dB, Loss: 0.4018075, Train BER (3 dB) : 0.1227722, Valid BER: 0.1604156, Tgt BER: 0.1604156, Noiseless BER 0.0000000, Valid BLER : 0.4458008
[1800/150000] At 3 dB, Loss: 0.4006855, Train BER (3 dB) : 0.1228027, Valid BER: 0.1615448, Tgt BER: 0.1615448, Noiseless BER 0.0000000, Valid BLER : 0.4399414
[1900/150000] At 3 dB, Loss: 0.4111632, Train BER (3 dB) : 0.1275482, Valid BER: 0.1602478, Tgt BER: 0.1602478, Noiseless BER 0.0000000, Valid BLER : 0.4337158
[2000/150000] At 3 dB, Loss: 0.3999997, Train BER (3 dB) : 0.1246185, Valid BER: 0.1625519, Tgt BER: 0.1625519, Noiseless BER 0.0000000, Valid BLER : 0.4448242
[2100/150000] At 3 dB, Loss: 0.3939949, Train BER (3 dB) : 0.1223297, Valid BER: 0.1615143, Tgt BER: 0.1615143, Noiseless BER 0.0000000, Valid BLER : 0.4384766
[2200/150000] At 3 dB, Loss: 0.3915375, Train BER (3 dB) : 0.1218109, Valid BER: 0.1613464, Tgt BER: 0.1613464, Noiseless BER 0.0000000, Valid BLER : 0.4383545
[2300/150000] At 3 dB, Loss: 0.3929702, Train BER (3 dB) : 0.1230164, Valid BER: 0.1658173, Tgt BER: 0.1658173, Noiseless BER 0.0000000, Valid BLER : 0.4517822
[2400/150000] At 3 dB, Loss: 0.3825145, Train BER (3 dB) : 0.1202240, Valid BER: 0.1576538, Tgt BER: 0.1576538, Noiseless BER 0.0000000, Valid BLER : 0.4309082
[2500/150000] At 3 dB, Loss: 0.3992926, Train BER (3 dB) : 0.1257324, Valid BER: 0.1600494, Tgt BER: 0.1600494, Noiseless BER 0.0000000, Valid BLER : 0.4431152
[2600/150000] At 3 dB, Loss: 0.3867599, Train BER (3 dB) : 0.1216278, Valid BER: 0.1651764, Tgt BER: 0.1651764, Noiseless BER 0.0000000, Valid BLER : 0.4462891
[2700/150000] At 3 dB, Loss: 0.3917890, Train BER (3 dB) : 0.1241455, Valid BER: 0.1605988, Tgt BER: 0.1605988, Noiseless BER 0.0000000, Valid BLER : 0.4381104
[2800/150000] At 3 dB, Loss: 0.3853417, Train BER (3 dB) : 0.1216888, Valid BER: 0.1606445, Tgt BER: 0.1606445, Noiseless BER 0.0000000, Valid BLER : 0.4379883
[2900/150000] At 3 dB, Loss: 0.3830155, Train BER (3 dB) : 0.1216888, Valid BER: 0.1560211, Tgt BER: 0.1560211, Noiseless BER 0.0000000, Valid BLER : 0.4252930
[3000/150000] At 3 dB, Loss: 0.3725674, Train BER (3 dB) : 0.1179962, Valid BER: 0.1584473, Tgt BER: 0.1584473, Noiseless BER 0.0000000, Valid BLER : 0.4307861
[3100/150000] At 3 dB, Loss: 0.3845556, Train BER (3 dB) : 0.1236725, Valid BER: 0.1549835, Tgt BER: 0.1549835, Noiseless BER 0.0000000, Valid BLER : 0.4265137
[3200/150000] At 3 dB, Loss: 0.3859642, Train BER (3 dB) : 0.1248322, Valid BER: 0.1564178, Tgt BER: 0.1564178, Noiseless BER 0.0000000, Valid BLER : 0.4355469
[3300/150000] At 3 dB, Loss: 0.3681756, Train BER (3 dB) : 0.1179352, Valid BER: 0.1588745, Tgt BER: 0.1588745, Noiseless BER 0.0000000, Valid BLER : 0.4409180
[3400/150000] At 3 dB, Loss: 0.3674839, Train BER (3 dB) : 0.1182404, Valid BER: 0.1587219, Tgt BER: 0.1587219, Noiseless BER 0.0000000, Valid BLER : 0.4401855
[3500/150000] At 3 dB, Loss: 0.3699260, Train BER (3 dB) : 0.1187134, Valid BER: 0.1557617, Tgt BER: 0.1557617, Noiseless BER 0.0000000, Valid BLER : 0.4366455
[3600/150000] At 3 dB, Loss: 0.3675216, Train BER (3 dB) : 0.1178741, Valid BER: 0.1556702, Tgt BER: 0.1556702, Noiseless BER 0.0000000, Valid BLER : 0.4321289
[3700/150000] At 3 dB, Loss: 0.3632770, Train BER (3 dB) : 0.1181946, Valid BER: 0.1570435, Tgt BER: 0.1570435, Noiseless BER 0.0000000, Valid BLER : 0.4309082
[3800/150000] At 3 dB, Loss: 0.3678346, Train BER (3 dB) : 0.1192169, Valid BER: 0.1552887, Tgt BER: 0.1552887, Noiseless BER 0.0000000, Valid BLER : 0.4361572
[3900/150000] At 3 dB, Loss: 0.3686658, Train BER (3 dB) : 0.1190948, Valid BER: 0.1539001, Tgt BER: 0.1539001, Noiseless BER 0.0000000, Valid BLER : 0.4306641
[4000/150000] At 3 dB, Loss: 0.3537271, Train BER (3 dB) : 0.1150208, Valid BER: 0.1555481, Tgt BER: 0.1555481, Noiseless BER 0.0000000, Valid BLER : 0.4267578
[4100/150000] At 3 dB, Loss: 0.3590677, Train BER (3 dB) : 0.1163330, Valid BER: 0.1520996, Tgt BER: 0.1520996, Noiseless BER 0.0000000, Valid BLER : 0.4204102
[4200/150000] At 3 dB, Loss: 0.3614807, Train BER (3 dB) : 0.1170959, Valid BER: 0.1520081, Tgt BER: 0.1520081, Noiseless BER 0.0000000, Valid BLER : 0.4307861
[4300/150000] At 3 dB, Loss: 0.3626724, Train BER (3 dB) : 0.1183777, Valid BER: 0.1562958, Tgt BER: 0.1562958, Noiseless BER 0.0000000, Valid BLER : 0.4366455
[4400/150000] At 3 dB, Loss: 0.3646346, Train BER (3 dB) : 0.1199493, Valid BER: 0.1548004, Tgt BER: 0.1548004, Noiseless BER 0.0000000, Valid BLER : 0.4327393
[4500/150000] At 3 dB, Loss: 0.3634124, Train BER (3 dB) : 0.1194763, Valid BER: 0.1503143, Tgt BER: 0.1503143, Noiseless BER 0.0000000, Valid BLER : 0.4197998
[4600/150000] At 3 dB, Loss: 0.3521087, Train BER (3 dB) : 0.1153259, Valid BER: 0.1490173, Tgt BER: 0.1490173, Noiseless BER 0.0000000, Valid BLER : 0.4223633
[4700/150000] At 3 dB, Loss: 0.3625368, Train BER (3 dB) : 0.1204681, Valid BER: 0.1516418, Tgt BER: 0.1516418, Noiseless BER 0.0000000, Valid BLER : 0.4219971
[4800/150000] At 3 dB, Loss: 0.3462269, Train BER (3 dB) : 0.1147156, Valid BER: 0.1525116, Tgt BER: 0.1525116, Noiseless BER 0.0000000, Valid BLER : 0.4212646
[4900/150000] At 3 dB, Loss: 0.3466984, Train BER (3 dB) : 0.1136475, Valid BER: 0.1488342, Tgt BER: 0.1488342, Noiseless BER 0.0000000, Valid BLER : 0.4174805
[5000/150000] At 3 dB, Loss: 0.3518732, Train BER (3 dB) : 0.1160431, Valid BER: 0.1518250, Tgt BER: 0.1518250, Noiseless BER 0.0000000, Valid BLER : 0.4290771
[5100/150000] At 3 dB, Loss: 0.3462299, Train BER (3 dB) : 0.1137238, Valid BER: 0.1428223, Tgt BER: 0.1428223, Noiseless BER 0.0000000, Valid BLER : 0.4189453
[5200/150000] At 3 dB, Loss: 0.3491852, Train BER (3 dB) : 0.1154175, Valid BER: 0.1476746, Tgt BER: 0.1476746, Noiseless BER 0.0000000, Valid BLER : 0.4169922
[5300/150000] At 3 dB, Loss: 0.3598372, Train BER (3 dB) : 0.1201782, Valid BER: 0.1512909, Tgt BER: 0.1512909, Noiseless BER 0.0000000, Valid BLER : 0.4241943
[5400/150000] At 3 dB, Loss: 0.3444687, Train BER (3 dB) : 0.1143799, Valid BER: 0.1482086, Tgt BER: 0.1482086, Noiseless BER 0.0000000, Valid BLER : 0.4202881
[5500/150000] At 3 dB, Loss: 0.3476291, Train BER (3 dB) : 0.1167755, Valid BER: 0.1447601, Tgt BER: 0.1447601, Noiseless BER 0.0000000, Valid BLER : 0.4127197
[5600/150000] At 3 dB, Loss: 0.3342338, Train BER (3 dB) : 0.1123505, Valid BER: 0.1430969, Tgt BER: 0.1430969, Noiseless BER 0.0000000, Valid BLER : 0.4110107
[5700/150000] At 3 dB, Loss: 0.3337784, Train BER (3 dB) : 0.1135101, Valid BER: 0.1438141, Tgt BER: 0.1438141, Noiseless BER 0.0000000, Valid BLER : 0.4068604
[5800/150000] At 3 dB, Loss: 0.3357997, Train BER (3 dB) : 0.1134644, Valid BER: 0.1413727, Tgt BER: 0.1413727, Noiseless BER 0.0000000, Valid BLER : 0.3977051
[5900/150000] At 3 dB, Loss: 0.3299684, Train BER (3 dB) : 0.1111450, Valid BER: 0.1317444, Tgt BER: 0.1317444, Noiseless BER 0.0000000, Valid BLER : 0.3908691
[6000/150000] At 3 dB, Loss: 0.3308334, Train BER (3 dB) : 0.1122894, Valid BER: 0.1392822, Tgt BER: 0.1392822, Noiseless BER 0.0000000, Valid BLER : 0.3923340
[6100/150000] At 3 dB, Loss: 0.3318076, Train BER (3 dB) : 0.1130371, Valid BER: 0.1376648, Tgt BER: 0.1376648, Noiseless BER 0.0000000, Valid BLER : 0.3900146
[6200/150000] At 3 dB, Loss: 0.3275874, Train BER (3 dB) : 0.1105499, Valid BER: 0.1278076, Tgt BER: 0.1278076, Noiseless BER 0.0000000, Valid BLER : 0.3740234
[6300/150000] At 3 dB, Loss: 0.3223750, Train BER (3 dB) : 0.1098022, Valid BER: 0.1273499, Tgt BER: 0.1273499, Noiseless BER 0.0000000, Valid BLER : 0.3658447
[6400/150000] At 3 dB, Loss: 0.3264791, Train BER (3 dB) : 0.1115417, Valid BER: 0.1290741, Tgt BER: 0.1290741, Noiseless BER 0.0000000, Valid BLER : 0.3654785
[6500/150000] At 3 dB, Loss: 0.3141384, Train BER (3 dB) : 0.1070709, Valid BER: 0.1239471, Tgt BER: 0.1239471, Noiseless BER 0.0000000, Valid BLER : 0.3634033
[6600/150000] At 3 dB, Loss: 0.3087996, Train BER (3 dB) : 0.1045074, Valid BER: 0.1186371, Tgt BER: 0.1186371, Noiseless BER 0.0000000, Valid BLER : 0.3605957
[6700/150000] At 3 dB, Loss: 0.3074739, Train BER (3 dB) : 0.1049957, Valid BER: 0.1191101, Tgt BER: 0.1191101, Noiseless BER 0.0000000, Valid BLER : 0.3485107
[6800/150000] At 3 dB, Loss: 0.3127840, Train BER (3 dB) : 0.1072693, Valid BER: 0.1195068, Tgt BER: 0.1195068, Noiseless BER 0.0000000, Valid BLER : 0.3568115
[6900/150000] At 3 dB, Loss: 0.3145163, Train BER (3 dB) : 0.1072083, Valid BER: 0.1161652, Tgt BER: 0.1161652, Noiseless BER 0.0000000, Valid BLER : 0.3455811
[7000/150000] At 3 dB, Loss: 0.3048280, Train BER (3 dB) : 0.1045685, Valid BER: 0.1120911, Tgt BER: 0.1120911, Noiseless BER 0.0000000, Valid BLER : 0.3328857
[7100/150000] At 3 dB, Loss: 0.3084176, Train BER (3 dB) : 0.1048279, Valid BER: 0.1149445, Tgt BER: 0.1149445, Noiseless BER 0.0000000, Valid BLER : 0.3409424
[7200/150000] At 3 dB, Loss: 0.3102007, Train BER (3 dB) : 0.1049500, Valid BER: 0.1094360, Tgt BER: 0.1094360, Noiseless BER 0.0000000, Valid BLER : 0.3306885
[7300/150000] At 3 dB, Loss: 0.3168154, Train BER (3 dB) : 0.1089783, Valid BER: 0.1086121, Tgt BER: 0.1086121, Noiseless BER 0.0000000, Valid BLER : 0.3326416
[7400/150000] At 3 dB, Loss: 0.3009716, Train BER (3 dB) : 0.1020050, Valid BER: 0.1131439, Tgt BER: 0.1131439, Noiseless BER 0.0000000, Valid BLER : 0.3417969
[7500/150000] At 3 dB, Loss: 0.3082196, Train BER (3 dB) : 0.1049805, Valid BER: 0.1064301, Tgt BER: 0.1064301, Noiseless BER 0.0000000, Valid BLER : 0.3184814
[7600/150000] At 3 dB, Loss: 0.3045066, Train BER (3 dB) : 0.1033783, Valid BER: 0.1044922, Tgt BER: 0.1044922, Noiseless BER 0.0000000, Valid BLER : 0.3258057
[7700/150000] At 3 dB, Loss: 0.3138674, Train BER (3 dB) : 0.1076965, Valid BER: 0.1085205, Tgt BER: 0.1085205, Noiseless BER 0.0000000, Valid BLER : 0.3310547
[7800/150000] At 3 dB, Loss: 0.3036179, Train BER (3 dB) : 0.1040497, Valid BER: 0.1065216, Tgt BER: 0.1065216, Noiseless BER 0.0000000, Valid BLER : 0.3233643
[7900/150000] At 3 dB, Loss: 0.3025652, Train BER (3 dB) : 0.1031036, Valid BER: 0.1030731, Tgt BER: 0.1030731, Noiseless BER 0.0000000, Valid BLER : 0.3218994
[8000/150000] At 3 dB, Loss: 0.3062092, Train BER (3 dB) : 0.1037140, Valid BER: 0.1029510, Tgt BER: 0.1029510, Noiseless BER 0.0000000, Valid BLER : 0.3217773
[8100/150000] At 3 dB, Loss: 0.3064698, Train BER (3 dB) : 0.1044159, Valid BER: 0.1044617, Tgt BER: 0.1044617, Noiseless BER 0.0000000, Valid BLER : 0.3225098
[8200/150000] At 3 dB, Loss: 0.2897789, Train BER (3 dB) : 0.0982208, Valid BER: 0.1012573, Tgt BER: 0.1012573, Noiseless BER 0.0000000, Valid BLER : 0.3135986
[8300/150000] At 3 dB, Loss: 0.2918505, Train BER (3 dB) : 0.0983734, Valid BER: 0.1038818, Tgt BER: 0.1038818, Noiseless BER 0.0000000, Valid BLER : 0.3153076
[8400/150000] At 3 dB, Loss: 0.3036535, Train BER (3 dB) : 0.1037445, Valid BER: 0.1061249, Tgt BER: 0.1061249, Noiseless BER 0.0000000, Valid BLER : 0.3178711
[8500/150000] At 3 dB, Loss: 0.3023582, Train BER (3 dB) : 0.1035004, Valid BER: 0.1014252, Tgt BER: 0.1014252, Noiseless BER 0.0000000, Valid BLER : 0.3017578
[8600/150000] At 3 dB, Loss: 0.2989283, Train BER (3 dB) : 0.1014709, Valid BER: 0.1005249, Tgt BER: 0.1005249, Noiseless BER 0.0000000, Valid BLER : 0.3051758
[8700/150000] At 3 dB, Loss: 0.3051715, Train BER (3 dB) : 0.1033020, Valid BER: 0.1012573, Tgt BER: 0.1012573, Noiseless BER 0.0000000, Valid BLER : 0.3031006
[8800/150000] At 3 dB, Loss: 0.3009396, Train BER (3 dB) : 0.1028442, Valid BER: 0.1042938, Tgt BER: 0.1042938, Noiseless BER 0.0000000, Valid BLER : 0.3103027
[8900/150000] At 3 dB, Loss: 0.2943209, Train BER (3 dB) : 0.1002197, Valid BER: 0.0997925, Tgt BER: 0.0997925, Noiseless BER 0.0000000, Valid BLER : 0.3012695
[9000/150000] At 3 dB, Loss: 0.3013167, Train BER (3 dB) : 0.1028137, Valid BER: 0.0983124, Tgt BER: 0.0983124, Noiseless BER 0.0000000, Valid BLER : 0.3040771
[9100/150000] At 3 dB, Loss: 0.2939942, Train BER (3 dB) : 0.1008759, Valid BER: 0.1005707, Tgt BER: 0.1005707, Noiseless BER 0.0000000, Valid BLER : 0.3070068
[9200/150000] At 3 dB, Loss: 0.2835220, Train BER (3 dB) : 0.0971985, Valid BER: 0.0978241, Tgt BER: 0.0978241, Noiseless BER 0.0000000, Valid BLER : 0.2928467
[9300/150000] At 3 dB, Loss: 0.2877653, Train BER (3 dB) : 0.0984192, Valid BER: 0.0969086, Tgt BER: 0.0969086, Noiseless BER 0.0000000, Valid BLER : 0.2940674
[9400/150000] At 3 dB, Loss: 0.2914956, Train BER (3 dB) : 0.0997162, Valid BER: 0.0952606, Tgt BER: 0.0952606, Noiseless BER 0.0000000, Valid BLER : 0.2863770
[9500/150000] At 3 dB, Loss: 0.2923940, Train BER (3 dB) : 0.1007385, Valid BER: 0.0977325, Tgt BER: 0.0977325, Noiseless BER 0.0000000, Valid BLER : 0.2947998
[9600/150000] At 3 dB, Loss: 0.2884646, Train BER (3 dB) : 0.0997467, Valid BER: 0.0984192, Tgt BER: 0.0984192, Noiseless BER 0.0000000, Valid BLER : 0.2915039
[9700/150000] At 3 dB, Loss: 0.2903255, Train BER (3 dB) : 0.0981750, Valid BER: 0.0968475, Tgt BER: 0.0968475, Noiseless BER 0.0000000, Valid BLER : 0.2871094
[9800/150000] At 3 dB, Loss: 0.2942254, Train BER (3 dB) : 0.1004944, Valid BER: 0.0948486, Tgt BER: 0.0948486, Noiseless BER 0.0000000, Valid BLER : 0.2851562
[9900/150000] At 3 dB, Loss: 0.2995434, Train BER (3 dB) : 0.1015930, Valid BER: 0.0919495, Tgt BER: 0.0919495, Noiseless BER 0.0000000, Valid BLER : 0.2750244
[10000/150000] At 3 dB, Loss: 0.2899783, Train BER (3 dB) : 0.0990753, Valid BER: 0.0950012, Tgt BER: 0.0950012, Noiseless BER 0.0000000, Valid BLER : 0.2803955
[10100/150000] At 3 dB, Loss: 0.2909688, Train BER (3 dB) : 0.0988770, Valid BER: 0.0945892, Tgt BER: 0.0945892, Noiseless BER 0.0000000, Valid BLER : 0.2836914
[10200/150000] At 3 dB, Loss: 0.2893144, Train BER (3 dB) : 0.0994110, Valid BER: 0.0883484, Tgt BER: 0.0883484, Noiseless BER 0.0000000, Valid BLER : 0.2641602
[10300/150000] At 3 dB, Loss: 0.2930069, Train BER (3 dB) : 0.1001434, Valid BER: 0.0969696, Tgt BER: 0.0969696, Noiseless BER 0.0000000, Valid BLER : 0.2799072
[10400/150000] At 3 dB, Loss: 0.2853979, Train BER (3 dB) : 0.0971069, Valid BER: 0.0941467, Tgt BER: 0.0941467, Noiseless BER 0.0000000, Valid BLER : 0.2746582
[10500/150000] At 3 dB, Loss: 0.2880181, Train BER (3 dB) : 0.0992584, Valid BER: 0.0927734, Tgt BER: 0.0927734, Noiseless BER 0.0000000, Valid BLER : 0.2746582
[10600/150000] At 3 dB, Loss: 0.2857379, Train BER (3 dB) : 0.0979462, Valid BER: 0.0908813, Tgt BER: 0.0908813, Noiseless BER 0.0000000, Valid BLER : 0.2740479
[10700/150000] At 3 dB, Loss: 0.2843684, Train BER (3 dB) : 0.0971069, Valid BER: 0.0917358, Tgt BER: 0.0917358, Noiseless BER 0.0000000, Valid BLER : 0.2656250
[10800/150000] At 3 dB, Loss: 0.2873435, Train BER (3 dB) : 0.0980072, Valid BER: 0.0951538, Tgt BER: 0.0951538, Noiseless BER 0.0000000, Valid BLER : 0.2807617
[10900/150000] At 3 dB, Loss: 0.2878879, Train BER (3 dB) : 0.0982208, Valid BER: 0.0952606, Tgt BER: 0.0952606, Noiseless BER 0.0000000, Valid BLER : 0.2783203
[11000/150000] At 3 dB, Loss: 0.2889473, Train BER (3 dB) : 0.0985413, Valid BER: 0.0936584, Tgt BER: 0.0936584, Noiseless BER 0.0000000, Valid BLER : 0.2728271
[11100/150000] At 3 dB, Loss: 0.2839944, Train BER (3 dB) : 0.0964355, Valid BER: 0.0926361, Tgt BER: 0.0926361, Noiseless BER 0.0000000, Valid BLER : 0.2751465
[11200/150000] At 3 dB, Loss: 0.2860445, Train BER (3 dB) : 0.0972748, Valid BER: 0.0895691, Tgt BER: 0.0895691, Noiseless BER 0.0000000, Valid BLER : 0.2661133
[11300/150000] At 3 dB, Loss: 0.2947724, Train BER (3 dB) : 0.1003723, Valid BER: 0.0903625, Tgt BER: 0.0903625, Noiseless BER 0.0000000, Valid BLER : 0.2673340
[11400/150000] At 3 dB, Loss: 0.2956646, Train BER (3 dB) : 0.1017151, Valid BER: 0.0921173, Tgt BER: 0.0921173, Noiseless BER 0.0000000, Valid BLER : 0.2711182
[11500/150000] At 3 dB, Loss: 0.2860869, Train BER (3 dB) : 0.0980225, Valid BER: 0.0928040, Tgt BER: 0.0928040, Noiseless BER 0.0000000, Valid BLER : 0.2716064
[11600/150000] At 3 dB, Loss: 0.2829339, Train BER (3 dB) : 0.0958557, Valid BER: 0.0914764, Tgt BER: 0.0914764, Noiseless BER 0.0000000, Valid BLER : 0.2706299
[11700/150000] At 3 dB, Loss: 0.2834857, Train BER (3 dB) : 0.0975342, Valid BER: 0.0891876, Tgt BER: 0.0891876, Noiseless BER 0.0000000, Valid BLER : 0.2634277
[11800/150000] At 3 dB, Loss: 0.2941011, Train BER (3 dB) : 0.1010895, Valid BER: 0.0878143, Tgt BER: 0.0878143, Noiseless BER 0.0000000, Valid BLER : 0.2585449
[11900/150000] At 3 dB, Loss: 0.2852894, Train BER (3 dB) : 0.0978241, Valid BER: 0.0899048, Tgt BER: 0.0899048, Noiseless BER 0.0000000, Valid BLER : 0.2600098
[12000/150000] At 3 dB, Loss: 0.2854992, Train BER (3 dB) : 0.0976257, Valid BER: 0.0894928, Tgt BER: 0.0894928, Noiseless BER 0.0000000, Valid BLER : 0.2579346
[12100/150000] At 3 dB, Loss: 0.2838796, Train BER (3 dB) : 0.0968018, Valid BER: 0.0922546, Tgt BER: 0.0922546, Noiseless BER 0.0000000, Valid BLER : 0.2634277
[12200/150000] At 3 dB, Loss: 0.2845861, Train BER (3 dB) : 0.0962830, Valid BER: 0.0913391, Tgt BER: 0.0913391, Noiseless BER 0.0000000, Valid BLER : 0.2615967
[12300/150000] At 3 dB, Loss: 0.2878695, Train BER (3 dB) : 0.0984192, Valid BER: 0.0913696, Tgt BER: 0.0913696, Noiseless BER 0.0000000, Valid BLER : 0.2661133
[12400/150000] At 3 dB, Loss: 0.2907603, Train BER (3 dB) : 0.0991669, Valid BER: 0.0876617, Tgt BER: 0.0876617, Noiseless BER 0.0000000, Valid BLER : 0.2557373
[12500/150000] At 3 dB, Loss: 0.2816226, Train BER (3 dB) : 0.0964355, Valid BER: 0.0917511, Tgt BER: 0.0917511, Noiseless BER 0.0000000, Valid BLER : 0.2656250
[12600/150000] At 3 dB, Loss: 0.2821778, Train BER (3 dB) : 0.0955353, Valid BER: 0.0899200, Tgt BER: 0.0899200, Noiseless BER 0.0000000, Valid BLER : 0.2644043
[12700/150000] At 3 dB, Loss: 0.2833273, Train BER (3 dB) : 0.0971832, Valid BER: 0.0906982, Tgt BER: 0.0906982, Noiseless BER 0.0000000, Valid BLER : 0.2580566
[12800/150000] At 3 dB, Loss: 0.2877193, Train BER (3 dB) : 0.0977478, Valid BER: 0.0911102, Tgt BER: 0.0911102, Noiseless BER 0.0000000, Valid BLER : 0.2591553
[12900/150000] At 3 dB, Loss: 0.2864643, Train BER (3 dB) : 0.0975800, Valid BER: 0.0919495, Tgt BER: 0.0919495, Noiseless BER 0.0000000, Valid BLER : 0.2623291
[13000/150000] At 3 dB, Loss: 0.2855144, Train BER (3 dB) : 0.0972900, Valid BER: 0.0919647, Tgt BER: 0.0919647, Noiseless BER 0.0000000, Valid BLER : 0.2576904
[13100/150000] At 3 dB, Loss: 0.2813873, Train BER (3 dB) : 0.0966949, Valid BER: 0.0957947, Tgt BER: 0.0957947, Noiseless BER 0.0000000, Valid BLER : 0.2691650
[13200/150000] At 3 dB, Loss: 0.2881994, Train BER (3 dB) : 0.0982361, Valid BER: 0.0883484, Tgt BER: 0.0883484, Noiseless BER 0.0000000, Valid BLER : 0.2564697
[13300/150000] At 3 dB, Loss: 0.2822674, Train BER (3 dB) : 0.0960236, Valid BER: 0.0919495, Tgt BER: 0.0919495, Noiseless BER 0.0000000, Valid BLER : 0.2567139
[13400/150000] At 3 dB, Loss: 0.2884712, Train BER (3 dB) : 0.0987244, Valid BER: 0.0892792, Tgt BER: 0.0892792, Noiseless BER 0.0000000, Valid BLER : 0.2556152
[13500/150000] At 3 dB, Loss: 0.2844843, Train BER (3 dB) : 0.0971985, Valid BER: 0.0885925, Tgt BER: 0.0885925, Noiseless BER 0.0000000, Valid BLER : 0.2550049
[13600/150000] At 3 dB, Loss: 0.2790975, Train BER (3 dB) : 0.0945740, Valid BER: 0.0939941, Tgt BER: 0.0939941, Noiseless BER 0.0000000, Valid BLER : 0.2669678
