Info positions : [3 5 6 7]
Target Info positions : [3 5 6 7]
Frozen positions : [0 1 2 4]
Code : polar 
embed dim : 8 
Rate Profile : polar
Batch size : 256
Validation SNR : 3.0
Number of heads : 1
Number of layers: 1
Positional encoding : static
Layers : compelete
Print frequency: 100
Num of steps: 50000
8
Training Model for 4,8 anew
Number of parameters : 939
Did not find standard validation data
Need to save for: 500
[0/50000] At 3 dB, Loss: 1.4143960, Train BER (3 dB) : 0.5263672, Valid BER: 0.5078125, Tgt BER: 0.5078125, Noiseless BER 0.4941406, Valid BLER : 0.8554688
[3300/50000] At 3 dB, Loss: 0.5839526, Train BER (3 dB) : 0.1904297, Valid BER: 0.1318359, Tgt BER: 0.1318359, Noiseless BER 0.0000000, Valid BLER : 0.2734375
[3400/50000] At 3 dB, Loss: 0.5541422, Train BER (3 dB) : 0.1718750, Valid BER: 0.1201172, Tgt BER: 0.1201172, Noiseless BER 0.0000000, Valid BLER : 0.2343750
[3500/50000] At 3 dB, Loss: 0.5767028, Train BER (3 dB) : 0.1826172, Valid BER: 0.1035156, Tgt BER: 0.1035156, Noiseless BER 0.0000000, Valid BLER : 0.2500000
[3600/50000] At 3 dB, Loss: 0.5565888, Train BER (3 dB) : 0.1796875, Valid BER: 0.1396484, Tgt BER: 0.1396484, Noiseless BER 0.0000000, Valid BLER : 0.2968750
[3700/50000] At 3 dB, Loss: 0.6618278, Train BER (3 dB) : 0.2187500, Valid BER: 0.1591797, Tgt BER: 0.1591797, Noiseless BER 0.0000000, Valid BLER : 0.3515625
[3800/50000] At 3 dB, Loss: 0.5363734, Train BER (3 dB) : 0.1718750, Valid BER: 0.1054688, Tgt BER: 0.1054688, Noiseless BER 0.0000000, Valid BLER : 0.2148438
[3900/50000] At 3 dB, Loss: 0.5215986, Train BER (3 dB) : 0.1738281, Valid BER: 0.1718750, Tgt BER: 0.1718750, Noiseless BER 0.0000000, Valid BLER : 0.3398438
[4000/50000] At 3 dB, Loss: 0.6288393, Train BER (3 dB) : 0.2041016, Valid BER: 0.1416016, Tgt BER: 0.1416016, Noiseless BER 0.0000000, Valid BLER : 0.2617188
[4100/50000] At 3 dB, Loss: 0.5851823, Train BER (3 dB) : 0.1923828, Valid BER: 0.1142578, Tgt BER: 0.1142578, Noiseless BER 0.0000000, Valid BLER : 0.2460938
[4200/50000] At 3 dB, Loss: 0.5944158, Train BER (3 dB) : 0.1962891, Valid BER: 0.1230469, Tgt BER: 0.1230469, Noiseless BER 0.0000000, Valid BLER : 0.2773438
[4300/50000] At 3 dB, Loss: 0.5122262, Train BER (3 dB) : 0.1630859, Valid BER: 0.1162109, Tgt BER: 0.1162109, Noiseless BER 0.0000000, Valid BLER : 0.2460938
[4400/50000] At 3 dB, Loss: 0.5111754, Train BER (3 dB) : 0.1591797, Valid BER: 0.1416016, Tgt BER: 0.1416016, Noiseless BER 0.0000000, Valid BLER : 0.2421875
[4500/50000] At 3 dB, Loss: 0.5460111, Train BER (3 dB) : 0.1796875, Valid BER: 0.1025391, Tgt BER: 0.1025391, Noiseless BER 0.0000000, Valid BLER : 0.2460938
[4600/50000] At 3 dB, Loss: 0.5200092, Train BER (3 dB) : 0.1689453, Valid BER: 0.1171875, Tgt BER: 0.1171875, Noiseless BER 0.0000000, Valid BLER : 0.2812500
[4700/50000] At 3 dB, Loss: 0.5333396, Train BER (3 dB) : 0.1699219, Valid BER: 0.1113281, Tgt BER: 0.1113281, Noiseless BER 0.0000000, Valid BLER : 0.2617188
[4800/50000] At 3 dB, Loss: 0.5877740, Train BER (3 dB) : 0.1875000, Valid BER: 0.1220703, Tgt BER: 0.1220703, Noiseless BER 0.0000000, Valid BLER : 0.2382812
[4900/50000] At 3 dB, Loss: 0.5788287, Train BER (3 dB) : 0.1826172, Valid BER: 0.1093750, Tgt BER: 0.1093750, Noiseless BER 0.0000000, Valid BLER : 0.2578125
[5000/50000] At 3 dB, Loss: 0.5871024, Train BER (3 dB) : 0.1845703, Valid BER: 0.1484375, Tgt BER: 0.1484375, Noiseless BER 0.0000000, Valid BLER : 0.2851562
[5100/50000] At 3 dB, Loss: 0.5626577, Train BER (3 dB) : 0.1835938, Valid BER: 0.1103516, Tgt BER: 0.1103516, Noiseless BER 0.0000000, Valid BLER : 0.2695312
[5200/50000] At 3 dB, Loss: 0.4820957, Train BER (3 dB) : 0.1464844, Valid BER: 0.1269531, Tgt BER: 0.1269531, Noiseless BER 0.0000000, Valid BLER : 0.2500000
[5300/50000] At 3 dB, Loss: 0.5820960, Train BER (3 dB) : 0.1875000, Valid BER: 0.1445312, Tgt BER: 0.1445312, Noiseless BER 0.0000000, Valid BLER : 0.3046875
[5400/50000] At 3 dB, Loss: 0.5735871, Train BER (3 dB) : 0.1865234, Valid BER: 0.1611328, Tgt BER: 0.1611328, Noiseless BER 0.0000000, Valid BLER : 0.2812500
[5500/50000] At 3 dB, Loss: 0.5411148, Train BER (3 dB) : 0.1718750, Valid BER: 0.1328125, Tgt BER: 0.1328125, Noiseless BER 0.0000000, Valid BLER : 0.2656250
[5600/50000] At 3 dB, Loss: 0.4862050, Train BER (3 dB) : 0.1533203, Valid BER: 0.1337891, Tgt BER: 0.1337891, Noiseless BER 0.0000000, Valid BLER : 0.2812500
[5700/50000] At 3 dB, Loss: 0.5720841, Train BER (3 dB) : 0.1796875, Valid BER: 0.1250000, Tgt BER: 0.1250000, Noiseless BER 0.0000000, Valid BLER : 0.2617188
[5800/50000] At 3 dB, Loss: 0.4511185, Train BER (3 dB) : 0.1386719, Valid BER: 0.1367188, Tgt BER: 0.1367188, Noiseless BER 0.0000000, Valid BLER : 0.2734375
[5900/50000] At 3 dB, Loss: 0.6261443, Train BER (3 dB) : 0.1992188, Valid BER: 0.1367188, Tgt BER: 0.1367188, Noiseless BER 0.0000000, Valid BLER : 0.2929688
[6000/50000] At 3 dB, Loss: 0.5027813, Train BER (3 dB) : 0.1572266, Valid BER: 0.1250000, Tgt BER: 0.1250000, Noiseless BER 0.0000000, Valid BLER : 0.2382812
[6100/50000] At 3 dB, Loss: 0.5002731, Train BER (3 dB) : 0.1650391, Valid BER: 0.1269531, Tgt BER: 0.1269531, Noiseless BER 0.0000000, Valid BLER : 0.2617188
[6200/50000] At 3 dB, Loss: 0.4991243, Train BER (3 dB) : 0.1601562, Valid BER: 0.1416016, Tgt BER: 0.1416016, Noiseless BER 0.0000000, Valid BLER : 0.2695312
[6300/50000] At 3 dB, Loss: 0.5808567, Train BER (3 dB) : 0.1845703, Valid BER: 0.1347656, Tgt BER: 0.1347656, Noiseless BER 0.0000000, Valid BLER : 0.2578125
[6400/50000] At 3 dB, Loss: 0.5158759, Train BER (3 dB) : 0.1542969, Valid BER: 0.1582031, Tgt BER: 0.1582031, Noiseless BER 0.0000000, Valid BLER : 0.3398438
[6500/50000] At 3 dB, Loss: 0.5363044, Train BER (3 dB) : 0.1718750, Valid BER: 0.1308594, Tgt BER: 0.1308594, Noiseless BER 0.0000000, Valid BLER : 0.2851562
[6600/50000] At 3 dB, Loss: 0.5086350, Train BER (3 dB) : 0.1621094, Valid BER: 0.1132812, Tgt BER: 0.1132812, Noiseless BER 0.0000000, Valid BLER : 0.2265625
[6700/50000] At 3 dB, Loss: 0.5913912, Train BER (3 dB) : 0.1953125, Valid BER: 0.1025391, Tgt BER: 0.1025391, Noiseless BER 0.0000000, Valid BLER : 0.2265625
[6800/50000] At 3 dB, Loss: 0.5206294, Train BER (3 dB) : 0.1660156, Valid BER: 0.1210938, Tgt BER: 0.1210938, Noiseless BER 0.0000000, Valid BLER : 0.2460938
[6900/50000] At 3 dB, Loss: 0.5609027, Train BER (3 dB) : 0.1806641, Valid BER: 0.1005859, Tgt BER: 0.1005859, Noiseless BER 0.0000000, Valid BLER : 0.2226562
[7000/50000] At 3 dB, Loss: 0.5085372, Train BER (3 dB) : 0.1601562, Valid BER: 0.1132812, Tgt BER: 0.1132812, Noiseless BER 0.0000000, Valid BLER : 0.2500000
[7100/50000] At 3 dB, Loss: 0.4918946, Train BER (3 dB) : 0.1572266, Valid BER: 0.1240234, Tgt BER: 0.1240234, Noiseless BER 0.0000000, Valid BLER : 0.2929688
[7200/50000] At 3 dB, Loss: 0.5546018, Train BER (3 dB) : 0.1787109, Valid BER: 0.1230469, Tgt BER: 0.1230469, Noiseless BER 0.0000000, Valid BLER : 0.2812500
[7300/50000] At 3 dB, Loss: 0.4251574, Train BER (3 dB) : 0.1318359, Valid BER: 0.1015625, Tgt BER: 0.1015625, Noiseless BER 0.0000000, Valid BLER : 0.2265625
[7400/50000] At 3 dB, Loss: 0.5616527, Train BER (3 dB) : 0.1806641, Valid BER: 0.1044922, Tgt BER: 0.1044922, Noiseless BER 0.0000000, Valid BLER : 0.2109375
[7500/50000] At 3 dB, Loss: 0.4668620, Train BER (3 dB) : 0.1503906, Valid BER: 0.1250000, Tgt BER: 0.1250000, Noiseless BER 0.0000000, Valid BLER : 0.2421875
[7600/50000] At 3 dB, Loss: 0.5379916, Train BER (3 dB) : 0.1777344, Valid BER: 0.1201172, Tgt BER: 0.1201172, Noiseless BER 0.0000000, Valid BLER : 0.2578125
[7700/50000] At 3 dB, Loss: 0.4457186, Train BER (3 dB) : 0.1406250, Valid BER: 0.1113281, Tgt BER: 0.1113281, Noiseless BER 0.0000000, Valid BLER : 0.2539062
[7800/50000] At 3 dB, Loss: 0.5264591, Train BER (3 dB) : 0.1572266, Valid BER: 0.1513672, Tgt BER: 0.1513672, Noiseless BER 0.0000000, Valid BLER : 0.3164062
[7900/50000] At 3 dB, Loss: 0.5409241, Train BER (3 dB) : 0.1718750, Valid BER: 0.1279297, Tgt BER: 0.1279297, Noiseless BER 0.0000000, Valid BLER : 0.2773438
[8000/50000] At 3 dB, Loss: 0.5329945, Train BER (3 dB) : 0.1699219, Valid BER: 0.1162109, Tgt BER: 0.1162109, Noiseless BER 0.0000000, Valid BLER : 0.2695312
[8100/50000] At 3 dB, Loss: 0.5172610, Train BER (3 dB) : 0.1582031, Valid BER: 0.1484375, Tgt BER: 0.1484375, Noiseless BER 0.0000000, Valid BLER : 0.2929688
[8200/50000] At 3 dB, Loss: 0.5832342, Train BER (3 dB) : 0.1835938, Valid BER: 0.1210938, Tgt BER: 0.1210938, Noiseless BER 0.0000000, Valid BLER : 0.2617188
[8300/50000] At 3 dB, Loss: 0.5047836, Train BER (3 dB) : 0.1533203, Valid BER: 0.1660156, Tgt BER: 0.1660156, Noiseless BER 0.0000000, Valid BLER : 0.3242188
[8400/50000] At 3 dB, Loss: 0.5449457, Train BER (3 dB) : 0.1777344, Valid BER: 0.1074219, Tgt BER: 0.1074219, Noiseless BER 0.0000000, Valid BLER : 0.2265625
[8500/50000] At 3 dB, Loss: 0.4926558, Train BER (3 dB) : 0.1533203, Valid BER: 0.1054688, Tgt BER: 0.1054688, Noiseless BER 0.0000000, Valid BLER : 0.2304688
[8600/50000] At 3 dB, Loss: 0.5230104, Train BER (3 dB) : 0.1630859, Valid BER: 0.1376953, Tgt BER: 0.1376953, Noiseless BER 0.0000000, Valid BLER : 0.2968750
[8700/50000] At 3 dB, Loss: 0.5917730, Train BER (3 dB) : 0.1875000, Valid BER: 0.1054688, Tgt BER: 0.1054688, Noiseless BER 0.0000000, Valid BLER : 0.2539062
[8800/50000] At 3 dB, Loss: 0.5897086, Train BER (3 dB) : 0.1875000, Valid BER: 0.1093750, Tgt BER: 0.1093750, Noiseless BER 0.0000000, Valid BLER : 0.2539062
[8900/50000] At 3 dB, Loss: 0.5026318, Train BER (3 dB) : 0.1513672, Valid BER: 0.1298828, Tgt BER: 0.1298828, Noiseless BER 0.0000000, Valid BLER : 0.3125000
[9000/50000] At 3 dB, Loss: 0.5320921, Train BER (3 dB) : 0.1708984, Valid BER: 0.1083984, Tgt BER: 0.1083984, Noiseless BER 0.0000000, Valid BLER : 0.2539062
[9100/50000] At 3 dB, Loss: 0.5158736, Train BER (3 dB) : 0.1591797, Valid BER: 0.1230469, Tgt BER: 0.1230469, Noiseless BER 0.0000000, Valid BLER : 0.2695312
[9200/50000] At 3 dB, Loss: 0.4881372, Train BER (3 dB) : 0.1513672, Valid BER: 0.1044922, Tgt BER: 0.1044922, Noiseless BER 0.0000000, Valid BLER : 0.2578125
[9300/50000] At 3 dB, Loss: 0.5150365, Train BER (3 dB) : 0.1660156, Valid BER: 0.0966797, Tgt BER: 0.0966797, Noiseless BER 0.0000000, Valid BLER : 0.2343750
[9400/50000] At 3 dB, Loss: 0.5202885, Train BER (3 dB) : 0.1640625, Valid BER: 0.1328125, Tgt BER: 0.1328125, Noiseless BER 0.0000000, Valid BLER : 0.2734375
[9500/50000] At 3 dB, Loss: 0.4439425, Train BER (3 dB) : 0.1376953, Valid BER: 0.1386719, Tgt BER: 0.1386719, Noiseless BER 0.0000000, Valid BLER : 0.2812500
[9600/50000] At 3 dB, Loss: 0.5302172, Train BER (3 dB) : 0.1777344, Valid BER: 0.1396484, Tgt BER: 0.1396484, Noiseless BER 0.0000000, Valid BLER : 0.2812500
[9700/50000] At 3 dB, Loss: 0.4182022, Train BER (3 dB) : 0.1259766, Valid BER: 0.1367188, Tgt BER: 0.1367188, Noiseless BER 0.0000000, Valid BLER : 0.3007812
[9800/50000] At 3 dB, Loss: 0.5786048, Train BER (3 dB) : 0.1875000, Valid BER: 0.1347656, Tgt BER: 0.1347656, Noiseless BER 0.0000000, Valid BLER : 0.2773438
[9900/50000] At 3 dB, Loss: 0.4527704, Train BER (3 dB) : 0.1357422, Valid BER: 0.1328125, Tgt BER: 0.1328125, Noiseless BER 0.0000000, Valid BLER : 0.2656250
[10000/50000] At 3 dB, Loss: 0.4495388, Train BER (3 dB) : 0.1396484, Valid BER: 0.1162109, Tgt BER: 0.1162109, Noiseless BER 0.0000000, Valid BLER : 0.2421875
[10100/50000] At 3 dB, Loss: 0.5004275, Train BER (3 dB) : 0.1669922, Valid BER: 0.1464844, Tgt BER: 0.1464844, Noiseless BER 0.0000000, Valid BLER : 0.3203125
[10200/50000] At 3 dB, Loss: 0.4998626, Train BER (3 dB) : 0.1650391, Valid BER: 0.1269531, Tgt BER: 0.1269531, Noiseless BER 0.0000000, Valid BLER : 0.2929688
[10300/50000] At 3 dB, Loss: 0.5209735, Train BER (3 dB) : 0.1708984, Valid BER: 0.1474609, Tgt BER: 0.1474609, Noiseless BER 0.0000000, Valid BLER : 0.2890625
[10400/50000] At 3 dB, Loss: 0.4731271, Train BER (3 dB) : 0.1523438, Valid BER: 0.1406250, Tgt BER: 0.1406250, Noiseless BER 0.0000000, Valid BLER : 0.2773438
[10500/50000] At 3 dB, Loss: 0.5245457, Train BER (3 dB) : 0.1699219, Valid BER: 0.1357422, Tgt BER: 0.1357422, Noiseless BER 0.0000000, Valid BLER : 0.3007812
[10600/50000] At 3 dB, Loss: 0.5164422, Train BER (3 dB) : 0.1591797, Valid BER: 0.1425781, Tgt BER: 0.1425781, Noiseless BER 0.0000000, Valid BLER : 0.2929688
[10700/50000] At 3 dB, Loss: 0.5062348, Train BER (3 dB) : 0.1640625, Valid BER: 0.1044922, Tgt BER: 0.1044922, Noiseless BER 0.0000000, Valid BLER : 0.2656250
[10800/50000] At 3 dB, Loss: 0.4870697, Train BER (3 dB) : 0.1494141, Valid BER: 0.1376953, Tgt BER: 0.1376953, Noiseless BER 0.0000000, Valid BLER : 0.3007812
[10900/50000] At 3 dB, Loss: 0.4562213, Train BER (3 dB) : 0.1376953, Valid BER: 0.1298828, Tgt BER: 0.1298828, Noiseless BER 0.0000000, Valid BLER : 0.2929688
[11000/50000] At 3 dB, Loss: 0.4405969, Train BER (3 dB) : 0.1347656, Valid BER: 0.1250000, Tgt BER: 0.1250000, Noiseless BER 0.0000000, Valid BLER : 0.2500000
[11100/50000] At 3 dB, Loss: 0.5779040, Train BER (3 dB) : 0.1835938, Valid BER: 0.1103516, Tgt BER: 0.1103516, Noiseless BER 0.0000000, Valid BLER : 0.2500000
[11200/50000] At 3 dB, Loss: 0.4806889, Train BER (3 dB) : 0.1503906, Valid BER: 0.1074219, Tgt BER: 0.1074219, Noiseless BER 0.0000000, Valid BLER : 0.2500000
[11300/50000] At 3 dB, Loss: 0.4736200, Train BER (3 dB) : 0.1484375, Valid BER: 0.1289062, Tgt BER: 0.1289062, Noiseless BER 0.0000000, Valid BLER : 0.2968750
[11400/50000] At 3 dB, Loss: 0.5185505, Train BER (3 dB) : 0.1630859, Valid BER: 0.1142578, Tgt BER: 0.1142578, Noiseless BER 0.0000000, Valid BLER : 0.2500000
[11500/50000] At 3 dB, Loss: 0.5295522, Train BER (3 dB) : 0.1689453, Valid BER: 0.1250000, Tgt BER: 0.1250000, Noiseless BER 0.0000000, Valid BLER : 0.2812500
[11600/50000] At 3 dB, Loss: 0.5024171, Train BER (3 dB) : 0.1572266, Valid BER: 0.1054688, Tgt BER: 0.1054688, Noiseless BER 0.0000000, Valid BLER : 0.2382812
[11700/50000] At 3 dB, Loss: 0.5093032, Train BER (3 dB) : 0.1621094, Valid BER: 0.1298828, Tgt BER: 0.1298828, Noiseless BER 0.0000000, Valid BLER : 0.2890625
[11800/50000] At 3 dB, Loss: 0.5196193, Train BER (3 dB) : 0.1679688, Valid BER: 0.0888672, Tgt BER: 0.0888672, Noiseless BER 0.0000000, Valid BLER : 0.2343750
[11900/50000] At 3 dB, Loss: 0.4597395, Train BER (3 dB) : 0.1396484, Valid BER: 0.1103516, Tgt BER: 0.1103516, Noiseless BER 0.0000000, Valid BLER : 0.2656250
[12000/50000] At 3 dB, Loss: 0.4923115, Train BER (3 dB) : 0.1572266, Valid BER: 0.1250000, Tgt BER: 0.1250000, Noiseless BER 0.0000000, Valid BLER : 0.2578125
[12100/50000] At 3 dB, Loss: 0.4304975, Train BER (3 dB) : 0.1328125, Valid BER: 0.1162109, Tgt BER: 0.1162109, Noiseless BER 0.0000000, Valid BLER : 0.2343750
[12200/50000] At 3 dB, Loss: 0.5275810, Train BER (3 dB) : 0.1689453, Valid BER: 0.1230469, Tgt BER: 0.1230469, Noiseless BER 0.0000000, Valid BLER : 0.2617188
[12300/50000] At 3 dB, Loss: 0.4662581, Train BER (3 dB) : 0.1445312, Valid BER: 0.1367188, Tgt BER: 0.1367188, Noiseless BER 0.0000000, Valid BLER : 0.2734375
[12400/50000] At 3 dB, Loss: 0.5244774, Train BER (3 dB) : 0.1630859, Valid BER: 0.0947266, Tgt BER: 0.0947266, Noiseless BER 0.0000000, Valid BLER : 0.2382812
[12500/50000] At 3 dB, Loss: 0.4598207, Train BER (3 dB) : 0.1376953, Valid BER: 0.1259766, Tgt BER: 0.1259766, Noiseless BER 0.0000000, Valid BLER : 0.2812500
[12600/50000] At 3 dB, Loss: 0.5143490, Train BER (3 dB) : 0.1630859, Valid BER: 0.1582031, Tgt BER: 0.1582031, Noiseless BER 0.0000000, Valid BLER : 0.3203125
[12700/50000] At 3 dB, Loss: 0.4866173, Train BER (3 dB) : 0.1513672, Valid BER: 0.1455078, Tgt BER: 0.1455078, Noiseless BER 0.0000000, Valid BLER : 0.2968750
[12800/50000] At 3 dB, Loss: 0.5112028, Train BER (3 dB) : 0.1591797, Valid BER: 0.1240234, Tgt BER: 0.1240234, Noiseless BER 0.0000000, Valid BLER : 0.2695312
[12900/50000] At 3 dB, Loss: 0.5462236, Train BER (3 dB) : 0.1738281, Valid BER: 0.1220703, Tgt BER: 0.1220703, Noiseless BER 0.0000000, Valid BLER : 0.2734375
[13000/50000] At 3 dB, Loss: 0.5207108, Train BER (3 dB) : 0.1611328, Valid BER: 0.1533203, Tgt BER: 0.1533203, Noiseless BER 0.0000000, Valid BLER : 0.3320312
[13100/50000] At 3 dB, Loss: 0.5388986, Train BER (3 dB) : 0.1699219, Valid BER: 0.1396484, Tgt BER: 0.1396484, Noiseless BER 0.0000000, Valid BLER : 0.2812500
[13200/50000] At 3 dB, Loss: 0.5396374, Train BER (3 dB) : 0.1650391, Valid BER: 0.1269531, Tgt BER: 0.1269531, Noiseless BER 0.0000000, Valid BLER : 0.2656250
[13300/50000] At 3 dB, Loss: 0.4703875, Train BER (3 dB) : 0.1464844, Valid BER: 0.1337891, Tgt BER: 0.1337891, Noiseless BER 0.0000000, Valid BLER : 0.2773438
[13400/50000] At 3 dB, Loss: 0.5291557, Train BER (3 dB) : 0.1660156, Valid BER: 0.1181641, Tgt BER: 0.1181641, Noiseless BER 0.0000000, Valid BLER : 0.2578125
[13500/50000] At 3 dB, Loss: 0.5432273, Train BER (3 dB) : 0.1816406, Valid BER: 0.1269531, Tgt BER: 0.1269531, Noiseless BER 0.0000000, Valid BLER : 0.2421875
[13600/50000] At 3 dB, Loss: 0.4980837, Train BER (3 dB) : 0.1542969, Valid BER: 0.1279297, Tgt BER: 0.1279297, Noiseless BER 0.0000000, Valid BLER : 0.2968750
