Info positions : [ 7  9 10 11 12 13 14 15]
Target Info positions : [ 7  9 10 11 12 13 14 15]
Frozen positions : [0 1 2 3 4 5 6 8]
Code : polar 
embed dim : 64 
Rate Profile : polar
Batch size : 8192
Validation SNR : 3.0
Number of heads : 1
Number of layers: 3
Positional encoding : static
Layers : compelete
Print frequency: 100
Num of steps: 50000
combinational training snr = True
64
Training Model for 8,16 anew
Number of parameters : 150471
Did not find standard validation data
Need to save for: 1000
[0/50000] At 3 dB, Loss: 1.1713226, Train BER (3 dB) : 0.4384613, Valid BER: 0.5576935, Tgt BER: 0.5576935, Noiseless BER 0.5697327, Valid BLER : 0.9941406
[4200/50000] At 3 dB, Loss: 0.3524549, Train BER (3 dB) : 0.1148376, Valid BER: 0.1515808, Tgt BER: 0.1515808, Noiseless BER 0.0000000, Valid BLER : 0.4237061
[4300/50000] At 3 dB, Loss: 0.3412433, Train BER (3 dB) : 0.1125183, Valid BER: 0.1505280, Tgt BER: 0.1505280, Noiseless BER 0.0000000, Valid BLER : 0.4249268
[4400/50000] At 3 dB, Loss: 0.3455793, Train BER (3 dB) : 0.1146240, Valid BER: 0.1518250, Tgt BER: 0.1518250, Noiseless BER 0.0000000, Valid BLER : 0.4228516
[4500/50000] At 3 dB, Loss: 0.3473594, Train BER (3 dB) : 0.1154633, Valid BER: 0.1512604, Tgt BER: 0.1512604, Noiseless BER 0.0000000, Valid BLER : 0.4213867
[4600/50000] At 3 dB, Loss: 0.3412634, Train BER (3 dB) : 0.1149445, Valid BER: 0.1479797, Tgt BER: 0.1479797, Noiseless BER 0.0000000, Valid BLER : 0.4134521
[4700/50000] At 3 dB, Loss: 0.3424037, Train BER (3 dB) : 0.1143036, Valid BER: 0.1512146, Tgt BER: 0.1512146, Noiseless BER 0.0000000, Valid BLER : 0.4182129
[4800/50000] At 3 dB, Loss: 0.3345158, Train BER (3 dB) : 0.1121368, Valid BER: 0.1409607, Tgt BER: 0.1409607, Noiseless BER 0.0000000, Valid BLER : 0.4056396
[4900/50000] At 3 dB, Loss: 0.3267524, Train BER (3 dB) : 0.1103668, Valid BER: 0.1466980, Tgt BER: 0.1466980, Noiseless BER 0.0000000, Valid BLER : 0.4107666
[5000/50000] At 3 dB, Loss: 0.3256733, Train BER (3 dB) : 0.1092682, Valid BER: 0.1440125, Tgt BER: 0.1440125, Noiseless BER 0.0000000, Valid BLER : 0.4033203
[5100/50000] At 3 dB, Loss: 0.3193607, Train BER (3 dB) : 0.1069489, Valid BER: 0.1441193, Tgt BER: 0.1441193, Noiseless BER 0.0000000, Valid BLER : 0.4088135
[5200/50000] At 3 dB, Loss: 0.3265144, Train BER (3 dB) : 0.1101685, Valid BER: 0.1442261, Tgt BER: 0.1442261, Noiseless BER 0.0000000, Valid BLER : 0.4019775
[5300/50000] At 3 dB, Loss: 0.3234539, Train BER (3 dB) : 0.1086121, Valid BER: 0.1372986, Tgt BER: 0.1372986, Noiseless BER 0.0000000, Valid BLER : 0.3950195
[5400/50000] At 3 dB, Loss: 0.3137784, Train BER (3 dB) : 0.1059723, Valid BER: 0.1386719, Tgt BER: 0.1386719, Noiseless BER 0.0000000, Valid BLER : 0.3927002
[5500/50000] At 3 dB, Loss: 0.3127795, Train BER (3 dB) : 0.1071777, Valid BER: 0.1315765, Tgt BER: 0.1315765, Noiseless BER 0.0000000, Valid BLER : 0.3842773
[5600/50000] At 3 dB, Loss: 0.3169042, Train BER (3 dB) : 0.1079712, Valid BER: 0.1321564, Tgt BER: 0.1321564, Noiseless BER 0.0000000, Valid BLER : 0.3829346
[5700/50000] At 3 dB, Loss: 0.3274477, Train BER (3 dB) : 0.1123962, Valid BER: 0.1374359, Tgt BER: 0.1374359, Noiseless BER 0.0000000, Valid BLER : 0.3934326
[5800/50000] At 3 dB, Loss: 0.3192565, Train BER (3 dB) : 0.1092834, Valid BER: 0.1327820, Tgt BER: 0.1327820, Noiseless BER 0.0000000, Valid BLER : 0.3807373
[5900/50000] At 3 dB, Loss: 0.3201435, Train BER (3 dB) : 0.1094360, Valid BER: 0.1327820, Tgt BER: 0.1327820, Noiseless BER 0.0000000, Valid BLER : 0.3784180
[6000/50000] At 3 dB, Loss: 0.3124908, Train BER (3 dB) : 0.1076202, Valid BER: 0.1285858, Tgt BER: 0.1285858, Noiseless BER 0.0000000, Valid BLER : 0.3660889
[6100/50000] At 3 dB, Loss: 0.3206180, Train BER (3 dB) : 0.1094666, Valid BER: 0.1281281, Tgt BER: 0.1281281, Noiseless BER 0.0000000, Valid BLER : 0.3742676
[6200/50000] At 3 dB, Loss: 0.3066198, Train BER (3 dB) : 0.1050415, Valid BER: 0.1288300, Tgt BER: 0.1288300, Noiseless BER 0.0000000, Valid BLER : 0.3664551
[6300/50000] At 3 dB, Loss: 0.3061520, Train BER (3 dB) : 0.1043701, Valid BER: 0.1230621, Tgt BER: 0.1230621, Noiseless BER 0.0000000, Valid BLER : 0.3607178
[6400/50000] At 3 dB, Loss: 0.3043213, Train BER (3 dB) : 0.1036530, Valid BER: 0.1242676, Tgt BER: 0.1242676, Noiseless BER 0.0000000, Valid BLER : 0.3570557
[6500/50000] At 3 dB, Loss: 0.3112772, Train BER (3 dB) : 0.1060791, Valid BER: 0.1221924, Tgt BER: 0.1221924, Noiseless BER 0.0000000, Valid BLER : 0.3565674
[6600/50000] At 3 dB, Loss: 0.3076345, Train BER (3 dB) : 0.1057281, Valid BER: 0.1202240, Tgt BER: 0.1202240, Noiseless BER 0.0000000, Valid BLER : 0.3645020
[6700/50000] At 3 dB, Loss: 0.3042168, Train BER (3 dB) : 0.1029968, Valid BER: 0.1192322, Tgt BER: 0.1192322, Noiseless BER 0.0000000, Valid BLER : 0.3505859
[6800/50000] At 3 dB, Loss: 0.3105380, Train BER (3 dB) : 0.1051788, Valid BER: 0.1148834, Tgt BER: 0.1148834, Noiseless BER 0.0000000, Valid BLER : 0.3431396
[6900/50000] At 3 dB, Loss: 0.3038864, Train BER (3 dB) : 0.1032867, Valid BER: 0.1147919, Tgt BER: 0.1147919, Noiseless BER 0.0000000, Valid BLER : 0.3374023
[7000/50000] At 3 dB, Loss: 0.3082679, Train BER (3 dB) : 0.1052856, Valid BER: 0.1113129, Tgt BER: 0.1113129, Noiseless BER 0.0000000, Valid BLER : 0.3371582
[7100/50000] At 3 dB, Loss: 0.2977642, Train BER (3 dB) : 0.1023712, Valid BER: 0.1082458, Tgt BER: 0.1082458, Noiseless BER 0.0000000, Valid BLER : 0.3397217
[7200/50000] At 3 dB, Loss: 0.3014293, Train BER (3 dB) : 0.1033783, Valid BER: 0.1090851, Tgt BER: 0.1090851, Noiseless BER 0.0000000, Valid BLER : 0.3306885
[7300/50000] At 3 dB, Loss: 0.3029140, Train BER (3 dB) : 0.1029816, Valid BER: 0.1109161, Tgt BER: 0.1109161, Noiseless BER 0.0000000, Valid BLER : 0.3291016
[7400/50000] At 3 dB, Loss: 0.3086839, Train BER (3 dB) : 0.1054840, Valid BER: 0.1067810, Tgt BER: 0.1067810, Noiseless BER 0.0000000, Valid BLER : 0.3265381
[7500/50000] At 3 dB, Loss: 0.2980562, Train BER (3 dB) : 0.1003723, Valid BER: 0.1073303, Tgt BER: 0.1073303, Noiseless BER 0.0000000, Valid BLER : 0.3325195
[7600/50000] At 3 dB, Loss: 0.2995272, Train BER (3 dB) : 0.1018982, Valid BER: 0.1027222, Tgt BER: 0.1027222, Noiseless BER 0.0000000, Valid BLER : 0.3157959
[7700/50000] At 3 dB, Loss: 0.2920010, Train BER (3 dB) : 0.0994415, Valid BER: 0.1024323, Tgt BER: 0.1024323, Noiseless BER 0.0000000, Valid BLER : 0.3118896
[7800/50000] At 3 dB, Loss: 0.3005946, Train BER (3 dB) : 0.1031494, Valid BER: 0.1013031, Tgt BER: 0.1013031, Noiseless BER 0.0000000, Valid BLER : 0.3112793
[7900/50000] At 3 dB, Loss: 0.2951129, Train BER (3 dB) : 0.1011810, Valid BER: 0.1032867, Tgt BER: 0.1032867, Noiseless BER 0.0000000, Valid BLER : 0.3171387
[8000/50000] At 3 dB, Loss: 0.2968382, Train BER (3 dB) : 0.1024170, Valid BER: 0.1007080, Tgt BER: 0.1007080, Noiseless BER 0.0000000, Valid BLER : 0.3146973
[8100/50000] At 3 dB, Loss: 0.2942902, Train BER (3 dB) : 0.1009674, Valid BER: 0.1013336, Tgt BER: 0.1013336, Noiseless BER 0.0000000, Valid BLER : 0.3145752
[8200/50000] At 3 dB, Loss: 0.3007019, Train BER (3 dB) : 0.1022644, Valid BER: 0.0986938, Tgt BER: 0.0986938, Noiseless BER 0.0000000, Valid BLER : 0.3006592
[8300/50000] At 3 dB, Loss: 0.3014339, Train BER (3 dB) : 0.1031036, Valid BER: 0.1004181, Tgt BER: 0.1004181, Noiseless BER 0.0000000, Valid BLER : 0.3027344
[8400/50000] At 3 dB, Loss: 0.2927696, Train BER (3 dB) : 0.0995331, Valid BER: 0.0995331, Tgt BER: 0.0995331, Noiseless BER 0.0000000, Valid BLER : 0.3061523
[8500/50000] At 3 dB, Loss: 0.2943955, Train BER (3 dB) : 0.1001587, Valid BER: 0.0942078, Tgt BER: 0.0942078, Noiseless BER 0.0000000, Valid BLER : 0.2919922
[8600/50000] At 3 dB, Loss: 0.2913522, Train BER (3 dB) : 0.0989990, Valid BER: 0.0968323, Tgt BER: 0.0968323, Noiseless BER 0.0000000, Valid BLER : 0.2928467
[8700/50000] At 3 dB, Loss: 0.2867297, Train BER (3 dB) : 0.0974579, Valid BER: 0.0980682, Tgt BER: 0.0980682, Noiseless BER 0.0000000, Valid BLER : 0.2944336
[8800/50000] At 3 dB, Loss: 0.2852724, Train BER (3 dB) : 0.0972595, Valid BER: 0.0960846, Tgt BER: 0.0960846, Noiseless BER 0.0000000, Valid BLER : 0.2890625
[8900/50000] At 3 dB, Loss: 0.2921656, Train BER (3 dB) : 0.1002502, Valid BER: 0.0982971, Tgt BER: 0.0982971, Noiseless BER 0.0000000, Valid BLER : 0.2951660
[9000/50000] At 3 dB, Loss: 0.2947415, Train BER (3 dB) : 0.0994415, Valid BER: 0.0942535, Tgt BER: 0.0942535, Noiseless BER 0.0000000, Valid BLER : 0.2872314
[9100/50000] At 3 dB, Loss: 0.2949994, Train BER (3 dB) : 0.0994110, Valid BER: 0.0957947, Tgt BER: 0.0957947, Noiseless BER 0.0000000, Valid BLER : 0.2861328
[9200/50000] At 3 dB, Loss: 0.2917452, Train BER (3 dB) : 0.0994263, Valid BER: 0.0946045, Tgt BER: 0.0946045, Noiseless BER 0.0000000, Valid BLER : 0.2783203
[9300/50000] At 3 dB, Loss: 0.2945931, Train BER (3 dB) : 0.1008453, Valid BER: 0.0960693, Tgt BER: 0.0960693, Noiseless BER 0.0000000, Valid BLER : 0.2847900
[9400/50000] At 3 dB, Loss: 0.2948046, Train BER (3 dB) : 0.0999451, Valid BER: 0.0926971, Tgt BER: 0.0926971, Noiseless BER 0.0000000, Valid BLER : 0.2712402
[9500/50000] At 3 dB, Loss: 0.2917343, Train BER (3 dB) : 0.0988617, Valid BER: 0.0899811, Tgt BER: 0.0899811, Noiseless BER 0.0000000, Valid BLER : 0.2756348
[9600/50000] At 3 dB, Loss: 0.2919199, Train BER (3 dB) : 0.0995789, Valid BER: 0.0927277, Tgt BER: 0.0927277, Noiseless BER 0.0000000, Valid BLER : 0.2764893
[9700/50000] At 3 dB, Loss: 0.2884723, Train BER (3 dB) : 0.0978241, Valid BER: 0.0928802, Tgt BER: 0.0928802, Noiseless BER 0.0000000, Valid BLER : 0.2757568
[9800/50000] At 3 dB, Loss: 0.2846907, Train BER (3 dB) : 0.0962830, Valid BER: 0.0918121, Tgt BER: 0.0918121, Noiseless BER 0.0000000, Valid BLER : 0.2659912
[9900/50000] At 3 dB, Loss: 0.2893718, Train BER (3 dB) : 0.0981293, Valid BER: 0.0934753, Tgt BER: 0.0934753, Noiseless BER 0.0000000, Valid BLER : 0.2751465
[10000/50000] At 3 dB, Loss: 0.2884210, Train BER (3 dB) : 0.0979614, Valid BER: 0.0931091, Tgt BER: 0.0931091, Noiseless BER 0.0000000, Valid BLER : 0.2767334
[10100/50000] At 3 dB, Loss: 0.2886746, Train BER (3 dB) : 0.0983429, Valid BER: 0.0925751, Tgt BER: 0.0925751, Noiseless BER 0.0000000, Valid BLER : 0.2736816
[10200/50000] At 3 dB, Loss: 0.2912738, Train BER (3 dB) : 0.0991669, Valid BER: 0.0914612, Tgt BER: 0.0914612, Noiseless BER 0.0000000, Valid BLER : 0.2677002
[10300/50000] At 3 dB, Loss: 0.2899808, Train BER (3 dB) : 0.1001282, Valid BER: 0.0916443, Tgt BER: 0.0916443, Noiseless BER 0.0000000, Valid BLER : 0.2653809
[10400/50000] At 3 dB, Loss: 0.2904576, Train BER (3 dB) : 0.0988617, Valid BER: 0.0925293, Tgt BER: 0.0925293, Noiseless BER 0.0000000, Valid BLER : 0.2659912
[10500/50000] At 3 dB, Loss: 0.2877365, Train BER (3 dB) : 0.0980835, Valid BER: 0.0926208, Tgt BER: 0.0926208, Noiseless BER 0.0000000, Valid BLER : 0.2728271
[10600/50000] At 3 dB, Loss: 0.2872489, Train BER (3 dB) : 0.0981598, Valid BER: 0.0930939, Tgt BER: 0.0930939, Noiseless BER 0.0000000, Valid BLER : 0.2711182
[10700/50000] At 3 dB, Loss: 0.2824104, Train BER (3 dB) : 0.0959930, Valid BER: 0.0935059, Tgt BER: 0.0935059, Noiseless BER 0.0000000, Valid BLER : 0.2692871
[10800/50000] At 3 dB, Loss: 0.2907159, Train BER (3 dB) : 0.0990448, Valid BER: 0.0937042, Tgt BER: 0.0937042, Noiseless BER 0.0000000, Valid BLER : 0.2698975
[10900/50000] At 3 dB, Loss: 0.2843008, Train BER (3 dB) : 0.0967102, Valid BER: 0.0916595, Tgt BER: 0.0916595, Noiseless BER 0.0000000, Valid BLER : 0.2658691
[11000/50000] At 3 dB, Loss: 0.2927591, Train BER (3 dB) : 0.0985107, Valid BER: 0.0923309, Tgt BER: 0.0923309, Noiseless BER 0.0000000, Valid BLER : 0.2668457
[11100/50000] At 3 dB, Loss: 0.2885162, Train BER (3 dB) : 0.0981445, Valid BER: 0.0933990, Tgt BER: 0.0933990, Noiseless BER 0.0000000, Valid BLER : 0.2686768
[11200/50000] At 3 dB, Loss: 0.2987893, Train BER (3 dB) : 0.1026154, Valid BER: 0.0926361, Tgt BER: 0.0926361, Noiseless BER 0.0000000, Valid BLER : 0.2679443
[11300/50000] At 3 dB, Loss: 0.2857916, Train BER (3 dB) : 0.0972900, Valid BER: 0.0877991, Tgt BER: 0.0877991, Noiseless BER 0.0000000, Valid BLER : 0.2554932
[11400/50000] At 3 dB, Loss: 0.2751304, Train BER (3 dB) : 0.0932159, Valid BER: 0.0923004, Tgt BER: 0.0923004, Noiseless BER 0.0000000, Valid BLER : 0.2645264
[11500/50000] At 3 dB, Loss: 0.2965515, Train BER (3 dB) : 0.1018219, Valid BER: 0.0890350, Tgt BER: 0.0890350, Noiseless BER 0.0000000, Valid BLER : 0.2573242
[11600/50000] At 3 dB, Loss: 0.2867643, Train BER (3 dB) : 0.0975037, Valid BER: 0.0855560, Tgt BER: 0.0855560, Noiseless BER 0.0000000, Valid BLER : 0.2478027
[11700/50000] At 3 dB, Loss: 0.2872113, Train BER (3 dB) : 0.0973511, Valid BER: 0.0900879, Tgt BER: 0.0900879, Noiseless BER 0.0000000, Valid BLER : 0.2591553
[11800/50000] At 3 dB, Loss: 0.2907190, Train BER (3 dB) : 0.0983887, Valid BER: 0.0885162, Tgt BER: 0.0885162, Noiseless BER 0.0000000, Valid BLER : 0.2574463
[11900/50000] At 3 dB, Loss: 0.2844663, Train BER (3 dB) : 0.0965576, Valid BER: 0.0912323, Tgt BER: 0.0912323, Noiseless BER 0.0000000, Valid BLER : 0.2604980
[12000/50000] At 3 dB, Loss: 0.2829606, Train BER (3 dB) : 0.0964508, Valid BER: 0.0931396, Tgt BER: 0.0931396, Noiseless BER 0.0000000, Valid BLER : 0.2663574
[12100/50000] At 3 dB, Loss: 0.2858107, Train BER (3 dB) : 0.0977173, Valid BER: 0.0892487, Tgt BER: 0.0892487, Noiseless BER 0.0000000, Valid BLER : 0.2546387
[12200/50000] At 3 dB, Loss: 0.2810810, Train BER (3 dB) : 0.0950623, Valid BER: 0.0930786, Tgt BER: 0.0930786, Noiseless BER 0.0000000, Valid BLER : 0.2641602
[12300/50000] At 3 dB, Loss: 0.2828383, Train BER (3 dB) : 0.0966949, Valid BER: 0.0891418, Tgt BER: 0.0891418, Noiseless BER 0.0000000, Valid BLER : 0.2558594
[12400/50000] At 3 dB, Loss: 0.2812133, Train BER (3 dB) : 0.0949402, Valid BER: 0.0867767, Tgt BER: 0.0867767, Noiseless BER 0.0000000, Valid BLER : 0.2523193
[12500/50000] At 3 dB, Loss: 0.2865512, Train BER (3 dB) : 0.0977325, Valid BER: 0.0859222, Tgt BER: 0.0859222, Noiseless BER 0.0000000, Valid BLER : 0.2554932
[12600/50000] At 3 dB, Loss: 0.2827491, Train BER (3 dB) : 0.0956726, Valid BER: 0.0915527, Tgt BER: 0.0915527, Noiseless BER 0.0000000, Valid BLER : 0.2598877
[12700/50000] At 3 dB, Loss: 0.2812683, Train BER (3 dB) : 0.0954285, Valid BER: 0.0862885, Tgt BER: 0.0862885, Noiseless BER 0.0000000, Valid BLER : 0.2495117
[12800/50000] At 3 dB, Loss: 0.2813760, Train BER (3 dB) : 0.0959473, Valid BER: 0.0884552, Tgt BER: 0.0884552, Noiseless BER 0.0000000, Valid BLER : 0.2521973
[12900/50000] At 3 dB, Loss: 0.2846284, Train BER (3 dB) : 0.0963593, Valid BER: 0.0877533, Tgt BER: 0.0877533, Noiseless BER 0.0000000, Valid BLER : 0.2514648
[13000/50000] At 3 dB, Loss: 0.2923037, Train BER (3 dB) : 0.0999756, Valid BER: 0.0910797, Tgt BER: 0.0910797, Noiseless BER 0.0000000, Valid BLER : 0.2591553
[13100/50000] At 3 dB, Loss: 0.2876296, Train BER (3 dB) : 0.0964508, Valid BER: 0.0899353, Tgt BER: 0.0899353, Noiseless BER 0.0000000, Valid BLER : 0.2575684
[13200/50000] At 3 dB, Loss: 0.2835663, Train BER (3 dB) : 0.0967865, Valid BER: 0.0891113, Tgt BER: 0.0891113, Noiseless BER 0.0000000, Valid BLER : 0.2612305
[13300/50000] At 3 dB, Loss: 0.2890173, Train BER (3 dB) : 0.0982666, Valid BER: 0.0908356, Tgt BER: 0.0908356, Noiseless BER 0.0000000, Valid BLER : 0.2548828
[13400/50000] At 3 dB, Loss: 0.2810811, Train BER (3 dB) : 0.0967102, Valid BER: 0.0876770, Tgt BER: 0.0876770, Noiseless BER 0.0000000, Valid BLER : 0.2532959
[13500/50000] At 3 dB, Loss: 0.2781880, Train BER (3 dB) : 0.0950165, Valid BER: 0.0891571, Tgt BER: 0.0891571, Noiseless BER 0.0000000, Valid BLER : 0.2609863
[13600/50000] At 3 dB, Loss: 0.2795755, Train BER (3 dB) : 0.0952301, Valid BER: 0.0868225, Tgt BER: 0.0868225, Noiseless BER 0.0000000, Valid BLER : 0.2458496
