Info positions : [ 7  9 10 11 12 13 14 15]
Target Info positions : [ 7  9 10 11 12 13 14 15]
Frozen positions : [0 1 2 3 4 5 6 8]
embed dim : 64 
Batch size : 8192
Validation SNR : 3.0
Number of heads : 8
Number of layers: 6
Positional encoding : static
Layers : compelete
Print frequency: 100
Num of steps: 50000
combinational training snr:  True
64
Training Model for 8,16 anew
Number of parameters : 299661
Did not find standard validation data
Need to save for: 1000
[0/50000] At 3 dB, Loss: 1.1854484, Train BER (3 dB) : 0.5295258, Valid BER: 0.4606476, Tgt BER: 0.4606476, Noiseless BER 0.4534149, Valid BLER : 0.9412842
[1000/50000] At 3 dB, Loss: 0.3354464, Train BER (3 dB) : 0.1152649, Valid BER: 0.1417236, Tgt BER: 0.1417236, Noiseless BER 0.0000000, Valid BLER : 0.4299316
[1100/50000] At 3 dB, Loss: 0.3281383, Train BER (3 dB) : 0.1149902, Valid BER: 0.1374359, Tgt BER: 0.1374359, Noiseless BER 0.0000000, Valid BLER : 0.4327393
[1200/50000] At 3 dB, Loss: 0.3126109, Train BER (3 dB) : 0.1082001, Valid BER: 0.1279449, Tgt BER: 0.1279449, Noiseless BER 0.0000000, Valid BLER : 0.4071045
[1300/50000] At 3 dB, Loss: 0.3179504, Train BER (3 dB) : 0.1119232, Valid BER: 0.1183624, Tgt BER: 0.1183624, Noiseless BER 0.0000000, Valid BLER : 0.3859863
[1400/50000] At 3 dB, Loss: 0.3165844, Train BER (3 dB) : 0.1097260, Valid BER: 0.1109161, Tgt BER: 0.1109161, Noiseless BER 0.0000000, Valid BLER : 0.3597412
[1500/50000] At 3 dB, Loss: 0.3020394, Train BER (3 dB) : 0.1046448, Valid BER: 0.1074066, Tgt BER: 0.1074066, Noiseless BER 0.0000000, Valid BLER : 0.3416748
[1600/50000] At 3 dB, Loss: 0.2907865, Train BER (3 dB) : 0.0996399, Valid BER: 0.1031342, Tgt BER: 0.1031342, Noiseless BER 0.0000000, Valid BLER : 0.3253174
[1700/50000] At 3 dB, Loss: 0.2947044, Train BER (3 dB) : 0.1032257, Valid BER: 0.0959473, Tgt BER: 0.0959473, Noiseless BER 0.0000000, Valid BLER : 0.3035889
[1800/50000] At 3 dB, Loss: 0.3006292, Train BER (3 dB) : 0.1043243, Valid BER: 0.0953979, Tgt BER: 0.0953979, Noiseless BER 0.0000000, Valid BLER : 0.3002930
[1900/50000] At 3 dB, Loss: 0.2877656, Train BER (3 dB) : 0.0986023, Valid BER: 0.0955658, Tgt BER: 0.0955658, Noiseless BER 0.0000000, Valid BLER : 0.2952881
[2000/50000] At 3 dB, Loss: 0.2851352, Train BER (3 dB) : 0.0983887, Valid BER: 0.0937347, Tgt BER: 0.0937347, Noiseless BER 0.0000000, Valid BLER : 0.2849121
[2100/50000] At 3 dB, Loss: 0.2934714, Train BER (3 dB) : 0.1001892, Valid BER: 0.0946655, Tgt BER: 0.0946655, Noiseless BER 0.0000000, Valid BLER : 0.2794189
[2200/50000] At 3 dB, Loss: 0.2900927, Train BER (3 dB) : 0.0993958, Valid BER: 0.0909729, Tgt BER: 0.0909729, Noiseless BER 0.0000000, Valid BLER : 0.2738037
[2300/50000] At 3 dB, Loss: 0.2840710, Train BER (3 dB) : 0.0968933, Valid BER: 0.0922089, Tgt BER: 0.0922089, Noiseless BER 0.0000000, Valid BLER : 0.2728271
[2400/50000] At 3 dB, Loss: 0.2825248, Train BER (3 dB) : 0.0969391, Valid BER: 0.0904388, Tgt BER: 0.0904388, Noiseless BER 0.0000000, Valid BLER : 0.2690430
[2500/50000] At 3 dB, Loss: 0.2722106, Train BER (3 dB) : 0.0938568, Valid BER: 0.0924530, Tgt BER: 0.0924530, Noiseless BER 0.0000000, Valid BLER : 0.2670898
[2600/50000] At 3 dB, Loss: 0.2755607, Train BER (3 dB) : 0.0950775, Valid BER: 0.0865631, Tgt BER: 0.0865631, Noiseless BER 0.0000000, Valid BLER : 0.2570801
[2700/50000] At 3 dB, Loss: 0.2792457, Train BER (3 dB) : 0.0960388, Valid BER: 0.0921173, Tgt BER: 0.0921173, Noiseless BER 0.0000000, Valid BLER : 0.2618408
[2800/50000] At 3 dB, Loss: 0.2700236, Train BER (3 dB) : 0.0915070, Valid BER: 0.0906525, Tgt BER: 0.0906525, Noiseless BER 0.0000000, Valid BLER : 0.2646484
[2900/50000] At 3 dB, Loss: 0.2818586, Train BER (3 dB) : 0.0971680, Valid BER: 0.0872650, Tgt BER: 0.0872650, Noiseless BER 0.0000000, Valid BLER : 0.2492676
[3000/50000] At 3 dB, Loss: 0.2698179, Train BER (3 dB) : 0.0922699, Valid BER: 0.0900116, Tgt BER: 0.0900116, Noiseless BER 0.0000000, Valid BLER : 0.2485352
[3100/50000] At 3 dB, Loss: 0.2754435, Train BER (3 dB) : 0.0946960, Valid BER: 0.0858459, Tgt BER: 0.0858459, Noiseless BER 0.0000000, Valid BLER : 0.2413330
[3200/50000] At 3 dB, Loss: 0.2774288, Train BER (3 dB) : 0.0948639, Valid BER: 0.0879822, Tgt BER: 0.0879822, Noiseless BER 0.0000000, Valid BLER : 0.2487793
[3300/50000] At 3 dB, Loss: 0.2729726, Train BER (3 dB) : 0.0933228, Valid BER: 0.0871887, Tgt BER: 0.0871887, Noiseless BER 0.0000000, Valid BLER : 0.2459717
[3400/50000] At 3 dB, Loss: 0.2707925, Train BER (3 dB) : 0.0925140, Valid BER: 0.0874023, Tgt BER: 0.0874023, Noiseless BER 0.0000000, Valid BLER : 0.2530518
[3500/50000] At 3 dB, Loss: 0.2677163, Train BER (3 dB) : 0.0898895, Valid BER: 0.0857697, Tgt BER: 0.0857697, Noiseless BER 0.0000000, Valid BLER : 0.2384033
[3600/50000] At 3 dB, Loss: 0.2747395, Train BER (3 dB) : 0.0935669, Valid BER: 0.0845337, Tgt BER: 0.0845337, Noiseless BER 0.0000000, Valid BLER : 0.2390137
[3700/50000] At 3 dB, Loss: 0.2712691, Train BER (3 dB) : 0.0923157, Valid BER: 0.0926208, Tgt BER: 0.0926208, Noiseless BER 0.0000000, Valid BLER : 0.2558594
[3800/50000] At 3 dB, Loss: 0.2777124, Train BER (3 dB) : 0.0952301, Valid BER: 0.0870361, Tgt BER: 0.0870361, Noiseless BER 0.0000000, Valid BLER : 0.2453613
[3900/50000] At 3 dB, Loss: 0.2700647, Train BER (3 dB) : 0.0931702, Valid BER: 0.0860596, Tgt BER: 0.0860596, Noiseless BER 0.0000000, Valid BLER : 0.2397461
[4000/50000] At 3 dB, Loss: 0.2665983, Train BER (3 dB) : 0.0908813, Valid BER: 0.0891876, Tgt BER: 0.0891876, Noiseless BER 0.0000000, Valid BLER : 0.2390137
[4100/50000] At 3 dB, Loss: 0.2703497, Train BER (3 dB) : 0.0924225, Valid BER: 0.0871429, Tgt BER: 0.0871429, Noiseless BER 0.0000000, Valid BLER : 0.2396240
[4200/50000] At 3 dB, Loss: 0.2655237, Train BER (3 dB) : 0.0908203, Valid BER: 0.0861511, Tgt BER: 0.0861511, Noiseless BER 0.0000000, Valid BLER : 0.2490234
[4300/50000] At 3 dB, Loss: 0.2696622, Train BER (3 dB) : 0.0925903, Valid BER: 0.0863647, Tgt BER: 0.0863647, Noiseless BER 0.0000000, Valid BLER : 0.2409668
[4400/50000] At 3 dB, Loss: 0.2764769, Train BER (3 dB) : 0.0946960, Valid BER: 0.0832672, Tgt BER: 0.0832672, Noiseless BER 0.0000000, Valid BLER : 0.2294922
[4500/50000] At 3 dB, Loss: 0.2628509, Train BER (3 dB) : 0.0896301, Valid BER: 0.0853271, Tgt BER: 0.0853271, Noiseless BER 0.0000000, Valid BLER : 0.2390137
[4600/50000] At 3 dB, Loss: 0.2656239, Train BER (3 dB) : 0.0901947, Valid BER: 0.0872650, Tgt BER: 0.0872650, Noiseless BER 0.0000000, Valid BLER : 0.2388916
[4700/50000] At 3 dB, Loss: 0.2634114, Train BER (3 dB) : 0.0908356, Valid BER: 0.0862885, Tgt BER: 0.0862885, Noiseless BER 0.0000000, Valid BLER : 0.2419434
[4800/50000] At 3 dB, Loss: 0.2697205, Train BER (3 dB) : 0.0918884, Valid BER: 0.0911102, Tgt BER: 0.0911102, Noiseless BER 0.0000000, Valid BLER : 0.2440186
[4900/50000] At 3 dB, Loss: 0.2630380, Train BER (3 dB) : 0.0894318, Valid BER: 0.0827942, Tgt BER: 0.0827942, Noiseless BER 0.0000000, Valid BLER : 0.2293701
[5000/50000] At 3 dB, Loss: 0.2707577, Train BER (3 dB) : 0.0933380, Valid BER: 0.0853577, Tgt BER: 0.0853577, Noiseless BER 0.0000000, Valid BLER : 0.2362061
[5100/50000] At 3 dB, Loss: 0.2625597, Train BER (3 dB) : 0.0908661, Valid BER: 0.0868378, Tgt BER: 0.0868378, Noiseless BER 0.0000000, Valid BLER : 0.2427979
[5200/50000] At 3 dB, Loss: 0.2640359, Train BER (3 dB) : 0.0906982, Valid BER: 0.0867615, Tgt BER: 0.0867615, Noiseless BER 0.0000000, Valid BLER : 0.2424316
[5300/50000] At 3 dB, Loss: 0.2717979, Train BER (3 dB) : 0.0915375, Valid BER: 0.0835876, Tgt BER: 0.0835876, Noiseless BER 0.0000000, Valid BLER : 0.2324219
[5400/50000] At 3 dB, Loss: 0.2587053, Train BER (3 dB) : 0.0886536, Valid BER: 0.0858307, Tgt BER: 0.0858307, Noiseless BER 0.0000000, Valid BLER : 0.2393799
[5500/50000] At 3 dB, Loss: 0.2690714, Train BER (3 dB) : 0.0911713, Valid BER: 0.0863190, Tgt BER: 0.0863190, Noiseless BER 0.0000000, Valid BLER : 0.2392578
[5600/50000] At 3 dB, Loss: 0.2666397, Train BER (3 dB) : 0.0915680, Valid BER: 0.0870514, Tgt BER: 0.0870514, Noiseless BER 0.0000000, Valid BLER : 0.2386475
[5700/50000] At 3 dB, Loss: 0.2586157, Train BER (3 dB) : 0.0888062, Valid BER: 0.0857239, Tgt BER: 0.0857239, Noiseless BER 0.0000000, Valid BLER : 0.2391357
[5800/50000] At 3 dB, Loss: 0.2712181, Train BER (3 dB) : 0.0923309, Valid BER: 0.0875549, Tgt BER: 0.0875549, Noiseless BER 0.0000000, Valid BLER : 0.2393799
[5900/50000] At 3 dB, Loss: 0.2618061, Train BER (3 dB) : 0.0893402, Valid BER: 0.0849609, Tgt BER: 0.0849609, Noiseless BER 0.0000000, Valid BLER : 0.2360840
[6000/50000] At 3 dB, Loss: 0.2701032, Train BER (3 dB) : 0.0911865, Valid BER: 0.0869598, Tgt BER: 0.0869598, Noiseless BER 0.0000000, Valid BLER : 0.2349854
[6100/50000] At 3 dB, Loss: 0.2594020, Train BER (3 dB) : 0.0891876, Valid BER: 0.0849915, Tgt BER: 0.0849915, Noiseless BER 0.0000000, Valid BLER : 0.2329102
[6200/50000] At 3 dB, Loss: 0.2698871, Train BER (3 dB) : 0.0932617, Valid BER: 0.0820923, Tgt BER: 0.0820923, Noiseless BER 0.0000000, Valid BLER : 0.2272949
[6300/50000] At 3 dB, Loss: 0.2643086, Train BER (3 dB) : 0.0899963, Valid BER: 0.0842285, Tgt BER: 0.0842285, Noiseless BER 0.0000000, Valid BLER : 0.2297363
[6400/50000] At 3 dB, Loss: 0.2724406, Train BER (3 dB) : 0.0932312, Valid BER: 0.0835419, Tgt BER: 0.0835419, Noiseless BER 0.0000000, Valid BLER : 0.2313232
[6500/50000] At 3 dB, Loss: 0.2567258, Train BER (3 dB) : 0.0888062, Valid BER: 0.0826721, Tgt BER: 0.0826721, Noiseless BER 0.0000000, Valid BLER : 0.2277832
[6600/50000] At 3 dB, Loss: 0.2569644, Train BER (3 dB) : 0.0868835, Valid BER: 0.0857391, Tgt BER: 0.0857391, Noiseless BER 0.0000000, Valid BLER : 0.2380371
[6700/50000] At 3 dB, Loss: 0.2552520, Train BER (3 dB) : 0.0869293, Valid BER: 0.0836639, Tgt BER: 0.0836639, Noiseless BER 0.0000000, Valid BLER : 0.2336426
[6800/50000] At 3 dB, Loss: 0.2633690, Train BER (3 dB) : 0.0902252, Valid BER: 0.0834351, Tgt BER: 0.0834351, Noiseless BER 0.0000000, Valid BLER : 0.2314453
[6900/50000] At 3 dB, Loss: 0.2607460, Train BER (3 dB) : 0.0879517, Valid BER: 0.0818939, Tgt BER: 0.0818939, Noiseless BER 0.0000000, Valid BLER : 0.2230225
[7000/50000] At 3 dB, Loss: 0.2633080, Train BER (3 dB) : 0.0900574, Valid BER: 0.0850067, Tgt BER: 0.0850067, Noiseless BER 0.0000000, Valid BLER : 0.2321777
[7100/50000] At 3 dB, Loss: 0.2656302, Train BER (3 dB) : 0.0917969, Valid BER: 0.0857544, Tgt BER: 0.0857544, Noiseless BER 0.0000000, Valid BLER : 0.2407227
[7200/50000] At 3 dB, Loss: 0.2613704, Train BER (3 dB) : 0.0897980, Valid BER: 0.0843506, Tgt BER: 0.0843506, Noiseless BER 0.0000000, Valid BLER : 0.2301025
[7300/50000] At 3 dB, Loss: 0.2583370, Train BER (3 dB) : 0.0871582, Valid BER: 0.0824280, Tgt BER: 0.0824280, Noiseless BER 0.0000000, Valid BLER : 0.2260742
[7400/50000] At 3 dB, Loss: 0.2581412, Train BER (3 dB) : 0.0878296, Valid BER: 0.0894470, Tgt BER: 0.0894470, Noiseless BER 0.0000000, Valid BLER : 0.2453613
[7500/50000] At 3 dB, Loss: 0.2662061, Train BER (3 dB) : 0.0909882, Valid BER: 0.0851746, Tgt BER: 0.0851746, Noiseless BER 0.0000000, Valid BLER : 0.2279053
[7600/50000] At 3 dB, Loss: 0.2562118, Train BER (3 dB) : 0.0869446, Valid BER: 0.0846558, Tgt BER: 0.0846558, Noiseless BER 0.0000000, Valid BLER : 0.2320557
[7700/50000] At 3 dB, Loss: 0.2599949, Train BER (3 dB) : 0.0876770, Valid BER: 0.0843506, Tgt BER: 0.0843506, Noiseless BER 0.0000000, Valid BLER : 0.2332764
[7800/50000] At 3 dB, Loss: 0.2686088, Train BER (3 dB) : 0.0916595, Valid BER: 0.0805817, Tgt BER: 0.0805817, Noiseless BER 0.0000000, Valid BLER : 0.2244873
[7900/50000] At 3 dB, Loss: 0.2670085, Train BER (3 dB) : 0.0924072, Valid BER: 0.0861969, Tgt BER: 0.0861969, Noiseless BER 0.0000000, Valid BLER : 0.2397461
[8000/50000] At 3 dB, Loss: 0.2713682, Train BER (3 dB) : 0.0939178, Valid BER: 0.0836334, Tgt BER: 0.0836334, Noiseless BER 0.0000000, Valid BLER : 0.2321777
[8100/50000] At 3 dB, Loss: 0.2624995, Train BER (3 dB) : 0.0896759, Valid BER: 0.0815887, Tgt BER: 0.0815887, Noiseless BER 0.0000000, Valid BLER : 0.2257080
[8200/50000] At 3 dB, Loss: 0.2649726, Train BER (3 dB) : 0.0902710, Valid BER: 0.0859833, Tgt BER: 0.0859833, Noiseless BER 0.0000000, Valid BLER : 0.2329102
[8300/50000] At 3 dB, Loss: 0.2556494, Train BER (3 dB) : 0.0879059, Valid BER: 0.0832520, Tgt BER: 0.0832520, Noiseless BER 0.0000000, Valid BLER : 0.2292480
[8400/50000] At 3 dB, Loss: 0.2660903, Train BER (3 dB) : 0.0909271, Valid BER: 0.0852051, Tgt BER: 0.0852051, Noiseless BER 0.0000000, Valid BLER : 0.2308350
[8500/50000] At 3 dB, Loss: 0.2622715, Train BER (3 dB) : 0.0897217, Valid BER: 0.0903778, Tgt BER: 0.0903778, Noiseless BER 0.0000000, Valid BLER : 0.2362061
[8600/50000] At 3 dB, Loss: 0.2605506, Train BER (3 dB) : 0.0894775, Valid BER: 0.0849915, Tgt BER: 0.0849915, Noiseless BER 0.0000000, Valid BLER : 0.2304688
[8700/50000] At 3 dB, Loss: 0.2625901, Train BER (3 dB) : 0.0896454, Valid BER: 0.0827332, Tgt BER: 0.0827332, Noiseless BER 0.0000000, Valid BLER : 0.2227783
[8800/50000] At 3 dB, Loss: 0.2501163, Train BER (3 dB) : 0.0845184, Valid BER: 0.0833893, Tgt BER: 0.0833893, Noiseless BER 0.0000000, Valid BLER : 0.2305908
[8900/50000] At 3 dB, Loss: 0.2518970, Train BER (3 dB) : 0.0854645, Valid BER: 0.0798187, Tgt BER: 0.0798187, Noiseless BER 0.0000000, Valid BLER : 0.2203369
[9000/50000] At 3 dB, Loss: 0.2639322, Train BER (3 dB) : 0.0914917, Valid BER: 0.0850830, Tgt BER: 0.0850830, Noiseless BER 0.0000000, Valid BLER : 0.2304688
[9100/50000] At 3 dB, Loss: 0.2568119, Train BER (3 dB) : 0.0870209, Valid BER: 0.0836945, Tgt BER: 0.0836945, Noiseless BER 0.0000000, Valid BLER : 0.2287598
[9200/50000] At 3 dB, Loss: 0.2663293, Train BER (3 dB) : 0.0927887, Valid BER: 0.0838318, Tgt BER: 0.0838318, Noiseless BER 0.0000000, Valid BLER : 0.2259521
[9300/50000] At 3 dB, Loss: 0.2532640, Train BER (3 dB) : 0.0861206, Valid BER: 0.0836029, Tgt BER: 0.0836029, Noiseless BER 0.0000000, Valid BLER : 0.2261963
[9400/50000] At 3 dB, Loss: 0.2559844, Train BER (3 dB) : 0.0884552, Valid BER: 0.0830841, Tgt BER: 0.0830841, Noiseless BER 0.0000000, Valid BLER : 0.2250977
[9500/50000] At 3 dB, Loss: 0.2615606, Train BER (3 dB) : 0.0904846, Valid BER: 0.0842896, Tgt BER: 0.0842896, Noiseless BER 0.0000000, Valid BLER : 0.2333984
[9600/50000] At 3 dB, Loss: 0.2558001, Train BER (3 dB) : 0.0859222, Valid BER: 0.0853577, Tgt BER: 0.0853577, Noiseless BER 0.0000000, Valid BLER : 0.2298584
[9700/50000] At 3 dB, Loss: 0.2633423, Train BER (3 dB) : 0.0901184, Valid BER: 0.0839996, Tgt BER: 0.0839996, Noiseless BER 0.0000000, Valid BLER : 0.2343750
[9800/50000] At 3 dB, Loss: 0.2583057, Train BER (3 dB) : 0.0885162, Valid BER: 0.0818329, Tgt BER: 0.0818329, Noiseless BER 0.0000000, Valid BLER : 0.2186279
[9900/50000] At 3 dB, Loss: 0.2645864, Train BER (3 dB) : 0.0894623, Valid BER: 0.0824738, Tgt BER: 0.0824738, Noiseless BER 0.0000000, Valid BLER : 0.2230225
[10000/50000] At 3 dB, Loss: 0.2564888, Train BER (3 dB) : 0.0884247, Valid BER: 0.0806580, Tgt BER: 0.0806580, Noiseless BER 0.0000000, Valid BLER : 0.2203369
[10100/50000] At 3 dB, Loss: 0.2594965, Train BER (3 dB) : 0.0876465, Valid BER: 0.0841217, Tgt BER: 0.0841217, Noiseless BER 0.0000000, Valid BLER : 0.2292480
[10200/50000] At 3 dB, Loss: 0.2509409, Train BER (3 dB) : 0.0861664, Valid BER: 0.0813751, Tgt BER: 0.0813751, Noiseless BER 0.0000000, Valid BLER : 0.2209473
[10300/50000] At 3 dB, Loss: 0.2548220, Train BER (3 dB) : 0.0871887, Valid BER: 0.0845947, Tgt BER: 0.0845947, Noiseless BER 0.0000000, Valid BLER : 0.2258301
[10400/50000] At 3 dB, Loss: 0.2600223, Train BER (3 dB) : 0.0901184, Valid BER: 0.0808411, Tgt BER: 0.0808411, Noiseless BER 0.0000000, Valid BLER : 0.2219238
[10500/50000] At 3 dB, Loss: 0.2574703, Train BER (3 dB) : 0.0872650, Valid BER: 0.0873871, Tgt BER: 0.0873871, Noiseless BER 0.0000000, Valid BLER : 0.2352295
[10600/50000] At 3 dB, Loss: 0.2536438, Train BER (3 dB) : 0.0868530, Valid BER: 0.0826721, Tgt BER: 0.0826721, Noiseless BER 0.0000000, Valid BLER : 0.2254639
[10700/50000] At 3 dB, Loss: 0.2645666, Train BER (3 dB) : 0.0903931, Valid BER: 0.0818634, Tgt BER: 0.0818634, Noiseless BER 0.0000000, Valid BLER : 0.2215576
[10800/50000] At 3 dB, Loss: 0.2667949, Train BER (3 dB) : 0.0912933, Valid BER: 0.0869293, Tgt BER: 0.0869293, Noiseless BER 0.0000000, Valid BLER : 0.2341309
[10900/50000] At 3 dB, Loss: 0.2596709, Train BER (3 dB) : 0.0878601, Valid BER: 0.0860291, Tgt BER: 0.0860291, Noiseless BER 0.0000000, Valid BLER : 0.2313232
[11000/50000] At 3 dB, Loss: 0.2570754, Train BER (3 dB) : 0.0875244, Valid BER: 0.0833282, Tgt BER: 0.0833282, Noiseless BER 0.0000000, Valid BLER : 0.2268066
[11100/50000] At 3 dB, Loss: 0.2608891, Train BER (3 dB) : 0.0888367, Valid BER: 0.0817871, Tgt BER: 0.0817871, Noiseless BER 0.0000000, Valid BLER : 0.2216797
[11200/50000] At 3 dB, Loss: 0.2621846, Train BER (3 dB) : 0.0906525, Valid BER: 0.0867462, Tgt BER: 0.0867462, Noiseless BER 0.0000000, Valid BLER : 0.2321777
[11300/50000] At 3 dB, Loss: 0.2582469, Train BER (3 dB) : 0.0878448, Valid BER: 0.0826721, Tgt BER: 0.0826721, Noiseless BER 0.0000000, Valid BLER : 0.2291260
[11400/50000] At 3 dB, Loss: 0.2496308, Train BER (3 dB) : 0.0837708, Valid BER: 0.0825348, Tgt BER: 0.0825348, Noiseless BER 0.0000000, Valid BLER : 0.2237549
[11500/50000] At 3 dB, Loss: 0.2581928, Train BER (3 dB) : 0.0879974, Valid BER: 0.0848236, Tgt BER: 0.0848236, Noiseless BER 0.0000000, Valid BLER : 0.2275391
[11600/50000] At 3 dB, Loss: 0.2610955, Train BER (3 dB) : 0.0899506, Valid BER: 0.0886841, Tgt BER: 0.0886841, Noiseless BER 0.0000000, Valid BLER : 0.2373047
[11700/50000] At 3 dB, Loss: 0.2606692, Train BER (3 dB) : 0.0897675, Valid BER: 0.0853424, Tgt BER: 0.0853424, Noiseless BER 0.0000000, Valid BLER : 0.2225342
[11800/50000] At 3 dB, Loss: 0.2534600, Train BER (3 dB) : 0.0873871, Valid BER: 0.0822906, Tgt BER: 0.0822906, Noiseless BER 0.0000000, Valid BLER : 0.2226562
[11900/50000] At 3 dB, Loss: 0.2626716, Train BER (3 dB) : 0.0906372, Valid BER: 0.0830994, Tgt BER: 0.0830994, Noiseless BER 0.0000000, Valid BLER : 0.2210693
[12000/50000] At 3 dB, Loss: 0.2561534, Train BER (3 dB) : 0.0866089, Valid BER: 0.0854645, Tgt BER: 0.0854645, Noiseless BER 0.0000000, Valid BLER : 0.2307129
[12100/50000] At 3 dB, Loss: 0.2575701, Train BER (3 dB) : 0.0889282, Valid BER: 0.0813904, Tgt BER: 0.0813904, Noiseless BER 0.0000000, Valid BLER : 0.2196045
[12200/50000] At 3 dB, Loss: 0.2524712, Train BER (3 dB) : 0.0856018, Valid BER: 0.0832825, Tgt BER: 0.0832825, Noiseless BER 0.0000000, Valid BLER : 0.2238770
[12300/50000] At 3 dB, Loss: 0.2545754, Train BER (3 dB) : 0.0873718, Valid BER: 0.0848694, Tgt BER: 0.0848694, Noiseless BER 0.0000000, Valid BLER : 0.2324219
[12400/50000] At 3 dB, Loss: 0.2611673, Train BER (3 dB) : 0.0902710, Valid BER: 0.0809174, Tgt BER: 0.0809174, Noiseless BER 0.0000000, Valid BLER : 0.2194824
[12500/50000] At 3 dB, Loss: 0.2594959, Train BER (3 dB) : 0.0892029, Valid BER: 0.0811157, Tgt BER: 0.0811157, Noiseless BER 0.0000000, Valid BLER : 0.2220459
[12600/50000] At 3 dB, Loss: 0.2616912, Train BER (3 dB) : 0.0895081, Valid BER: 0.0858917, Tgt BER: 0.0858917, Noiseless BER 0.0000000, Valid BLER : 0.2305908
[12700/50000] At 3 dB, Loss: 0.2488314, Train BER (3 dB) : 0.0854797, Valid BER: 0.0823669, Tgt BER: 0.0823669, Noiseless BER 0.0000000, Valid BLER : 0.2236328
[12800/50000] At 3 dB, Loss: 0.2563144, Train BER (3 dB) : 0.0877228, Valid BER: 0.0855103, Tgt BER: 0.0855103, Noiseless BER 0.0000000, Valid BLER : 0.2299805
[12900/50000] At 3 dB, Loss: 0.2583566, Train BER (3 dB) : 0.0877228, Valid BER: 0.0867920, Tgt BER: 0.0867920, Noiseless BER 0.0000000, Valid BLER : 0.2320557
[13000/50000] At 3 dB, Loss: 0.2619888, Train BER (3 dB) : 0.0889740, Valid BER: 0.0869751, Tgt BER: 0.0869751, Noiseless BER 0.0000000, Valid BLER : 0.2280273
[13100/50000] At 3 dB, Loss: 0.2632394, Train BER (3 dB) : 0.0909882, Valid BER: 0.0819550, Tgt BER: 0.0819550, Noiseless BER 0.0000000, Valid BLER : 0.2257080
[13200/50000] At 3 dB, Loss: 0.2685490, Train BER (3 dB) : 0.0916138, Valid BER: 0.0846252, Tgt BER: 0.0846252, Noiseless BER 0.0000000, Valid BLER : 0.2274170
[13300/50000] At 3 dB, Loss: 0.2564376, Train BER (3 dB) : 0.0871582, Valid BER: 0.0780792, Tgt BER: 0.0780792, Noiseless BER 0.0000000, Valid BLER : 0.2136230
[13400/50000] At 3 dB, Loss: 0.2581482, Train BER (3 dB) : 0.0888519, Valid BER: 0.0832367, Tgt BER: 0.0832367, Noiseless BER 0.0000000, Valid BLER : 0.2255859
[13500/50000] At 3 dB, Loss: 0.2578070, Train BER (3 dB) : 0.0881653, Valid BER: 0.0805054, Tgt BER: 0.0805054, Noiseless BER 0.0000000, Valid BLER : 0.2163086
[13600/50000] At 3 dB, Loss: 0.2595521, Train BER (3 dB) : 0.0880890, Valid BER: 0.0839844, Tgt BER: 0.0839844, Noiseless BER 0.0000000, Valid BLER : 0.2250977
