Example,Decoded_Bits,Polar_code,Output
37,"[1, 0, 0, 1, 0, 0, 1, 0]","[1, 1, 0, 1, 1, 0, 1, 0]","[-1.040910243988037, 1.0361653566360474, 1.0428770780563354, -1.045474886894226, 1.037545084953308, 1.0383902788162231, -1.044254183769226, 1.040635347366333]"
38,"[1, 1, 0, 0, 0, 1, 1, 1]","[1, 1, 0, 1, 1, 0, 0, 1]","[-1.042832851409912, -1.045722484588623, 1.0319305658340454, 1.0411938428878784, 1.0348080396652222, -1.04499089717865, -1.04580819606781, -1.0466159582138062]"
39,"[0, 0, 1, 1, 1, 0, 0, 0]","[1, 1, 0, 1, 1, 0, 0, 0]","[1.0380805730819702, 1.0373276472091675, -1.0434472560882568, -1.0460997819900513, -1.0457063913345337, 1.0410202741622925, 1.040576696395874, 1.0407073497772217]"
40,"[0, 0, 1, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 0, 1, 1, 1]","[1.036253571510315, 1.0372450351715088, -1.046277403831482, 1.0408474206924438, -1.0489928722381592, 1.0396196842193604, 1.0406444072723389, -1.049056887626648]"
41,"[0, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[0.9994760155677795, -1.049618124961853, 1.0424128770828247, -1.0476124286651611, 1.0402666330337524, -1.0441975593566895, -1.0457834005355835, 1.041900873184204]"
42,"[1, 0, 0, 0, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 1]","[-1.0435024499893188, 1.037530779838562, 1.033270239830017, 1.0402071475982666, 1.0358130931854248, 1.0403815507888794, -1.0446746349334717, -1.0447652339935303]"
43,"[0, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 0, 1, 0, 1, 0, 0]","[1.039284586906433, -1.044898271560669, -1.0443006753921509, -1.0441668033599854, -1.0439438819885254, -1.0447924137115479, 1.0408364534378052, 1.0420255661010742]"
44,"[1, 1, 1, 0, 0, 1, 0, 1]","[1, 1, 0, 1, 0, 0, 1, 1]","[-1.0398582220077515, -1.047537922859192, -1.049005150794983, 1.0411829948425293, 1.038290023803711, -1.047763466835022, 1.0417557954788208, -1.0485587120056152]"
45,"[0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 0, 1, 0, 0, 1, 0]","[1.041892647743225, 1.0398648977279663, 1.043472409248352, -1.0438694953918457, -1.0419429540634155, 1.0405678749084473, -1.0428532361984253, 1.041664719581604]"
46,"[0, 1, 0, 0, 1, 1, 1, 1]","[1, 1, 0, 1, 0, 0, 0, 1]","[1.0451411008834839, -1.0424621105194092, 1.041858434677124, 1.0417444705963135, -1.037423849105835, -1.042817234992981, -1.0437982082366943, -1.044657826423645]"
47,"[0, 0, 1, 1, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 0]","[1.0245338678359985, 1.0363965034484863, -1.0423589944839478, -1.0444408655166626, 1.035032033920288, 1.039357304573059, 1.0398547649383545, 1.0400766134262085]"
48,"[0, 1, 0, 1, 0, 0, 0, 1]","[1, 1, 0, 0, 1, 1, 1, 1]","[1.0362454652786255, -1.04861581325531, 1.040658950805664, -1.0487276315689087, 1.0381702184677124, 1.0405553579330444, 1.0404449701309204, -1.048601508140564]"
49,"[1, 0, 1, 0, 1, 1, 1, 0]","[1, 1, 0, 0, 1, 1, 1, 0]","[-1.0411373376846313, 1.0369873046875, -1.0477924346923828, 1.041150689125061, -1.047333836555481, -1.0455459356307983, -1.0483896732330322, 1.042344570159912]"
50,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 0, 0, 1, 1, 0, 1]","[-1.0440806150436401, -1.0460668802261353, -1.0449355840682983, -1.0464558601379395, -1.0457791090011597, 1.0411442518234253, -1.0474040508270264, -1.0473213195800781]"
51,"[0, 0, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 0, 1, 1, 0, 0]","[1.040578842163086, 1.0371674299240112, 1.039042592048645, 1.039538860321045, 1.0394682884216309, -1.0436933040618896, 1.0397225618362427, 1.041901707649231]"
52,"[0, 0, 0, 1, 1, 1, 0, 1]","[1, 1, 0, 0, 1, 0, 1, 1]","[1.0110300779342651, 1.0339962244033813, 1.0336568355560303, -1.047471523284912, -1.0437911748886108, -1.0472303628921509, 1.0372625589370728, -1.0438458919525146]"
53,"[0, 1, 1, 0, 0, 0, 1, 0]","[1, 1, 0, 0, 1, 0, 1, 0]","[1.045608401298523, -1.0436800718307495, -1.0430001020431519, 1.0398920774459839, 1.0375409126281738, 1.0404199361801147, -1.047114610671997, 1.042722463607788]"
54,"[1, 0, 1, 1, 0, 1, 1, 1]","[1, 1, 0, 0, 1, 0, 0, 1]","[-0.9970949292182922, 1.0358597040176392, -1.0385538339614868, -1.0426325798034668, 1.0369478464126587, -1.041770577430725, -1.0402956008911133, -1.0432320833206177]"
55,"[1, 1, 0, 0, 1, 0, 0, 0]","[1, 1, 0, 0, 1, 0, 0, 0]","[-1.043825626373291, -1.0515273809432983, 1.032840609550476, 1.0382376909255981, -1.0489057302474976, 1.0413475036621094, 1.040929913520813, 1.0418598651885986]"
56,"[0, 1, 0, 1, 1, 0, 0, 1]","[1, 1, 0, 0, 0, 1, 1, 1]","[1.009414553642273, -1.0431218147277832, 1.038469672203064, -1.0441988706588745, -1.043856143951416, 1.0378409624099731, 1.0367939472198486, -1.0448570251464844]"
57,"[1, 0, 1, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0]","[-0.9633413553237915, 1.0385682582855225, -1.0371452569961548, 1.0421463251113892, 1.04118013381958, -1.0454158782958984, -1.0477395057678223, 1.042905330657959]"
58,"[0, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 0, 0, 0, 1, 0, 1]","[1.0488834381103516, -1.040270209312439, -1.0380306243896484, -1.0416743755340576, 1.0466318130493164, 1.0397765636444092, -1.0442568063735962, -1.0451816320419312]"
59,"[1, 0, 0, 0, 1, 1, 0, 0]","[1, 1, 0, 0, 0, 1, 0, 0]","[-1.0477533340454102, 1.0369969606399536, 1.0363850593566895, 1.0403780937194824, -1.041626214981079, -1.0456215143203735, 1.0405186414718628, 1.0425482988357544]"
60,"[0, 0, 0, 1, 0, 1, 0, 1]","[1, 1, 0, 0, 0, 0, 1, 1]","[1.0414937734603882, 1.0362231731414795, 1.0404775142669678, -1.049165964126587, 1.0428922176361084, -1.0483286380767822, 1.0408979654312134, -1.0468976497650146]"
61,"[1, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 0, 0, 0, 0, 1, 0]","[-1.0435216426849365, -1.0483309030532837, -1.045141577720642, 1.0400959253311157, -1.0417603254318237, 1.041452169418335, -1.0465880632400513, 1.0428918600082397]"
62,"[0, 0, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 0, 0, 0, 0, 1]","[1.0032175779342651, 1.037272572517395, -1.037216067314148, -1.042541265487671, -1.0396698713302612, -1.042222023010254, -1.040173053741455, -1.0436755418777466]"
63,"[1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0]","[-1.0427207946777344, -1.0496230125427246, 1.0352951288223267, 1.0357698202133179, 1.0365266799926758, 1.0380713939666748, 1.0382094383239746, 1.0374696254730225]"
64,"[1, 1, 0, 0, 0, 0, 0, 1]","[1, 0, 1, 1, 1, 1, 1, 1]","[-1.045249104499817, -1.042678713798523, 1.0395370721817017, 1.0405787229537964, 1.039505958557129, 1.041149377822876, 1.0417102575302124, -1.0473511219024658]"
65,"[1, 1, 0, 1, 0, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0]","[-0.9704946279525757, -0.005260724574327469, 0.24071595072746277, -0.3061007261276245, 0.3073245584964752, -0.3070340156555176, -0.3690120577812195, 1.0376638174057007]"
66,"[0, 1, 1, 0, 1, 0, 1, 1]","[1, 0, 1, 1, 1, 1, 0, 1]","[1.0274684429168701, -1.0469326972961426, -1.0529472827911377, 1.0382800102233887, -1.0502097606658936, 1.0379198789596558, -1.048323154449463, -1.0496680736541748]"
67,"[0, 0, 0, 1, 0, 1, 0, 0]","[1, 0, 1, 1, 1, 1, 0, 0]","[0.9802955389022827, 1.0396344661712646, 1.0345215797424316, -1.047199010848999, 1.037893533706665, -1.0463875532150269, 1.0412843227386475, 1.041972041130066]"
68,"[0, 0, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 1, 0, 1, 1]","[1.0318715572357178, 1.0362930297851562, 1.034942865371704, 1.035996437072754, -1.0603923797607422, -1.0549319982528687, 1.0390509366989136, -1.0527327060699463]"
69,"[1, 1, 1, 1, 0, 0, 1, 0]","[1, 0, 1, 1, 1, 0, 1, 0]","[-1.0421706438064575, -1.0452799797058105, -1.0523024797439575, -1.0454869270324707, 1.0363143682479858, 1.039151668548584, -1.0448579788208008, 1.040270209312439]"
70,"[1, 0, 1, 0, 0, 1, 1, 1]","[1, 0, 1, 1, 1, 0, 0, 1]","[-1.0449450016021729, 1.0401970148086548, -1.0463799238204956, 1.0383604764938354, 1.03510320186615, -1.0463974475860596, -1.0462480783462524, -1.046261191368103]"
71,"[0, 1, 0, 1, 1, 0, 0, 0]","[1, 0, 1, 1, 1, 0, 0, 0]","[1.0191437005996704, -1.043529987335205, 1.0312954187393188, -1.0449382066726685, -1.0439562797546387, 1.038827657699585, 1.038904070854187, 1.0399185419082642]"
72,"[0, 1, 0, 0, 1, 0, 0, 1]","[1, 0, 1, 1, 0, 1, 1, 1]","[1.0368865728378296, -1.049148678779602, 1.0342674255371094, 1.0391714572906494, -1.0495891571044922, 1.0358757972717285, 1.0398097038269043, -1.0486057996749878]"
73,"[1, 0, 1, 1, 0, 1, 1, 0]","[1, 0, 1, 1, 0, 1, 1, 0]","[-1.0440500974655151, 1.040703296661377, -1.0563271045684814, -1.0515894889831543, 1.0426453351974487, -1.0475616455078125, -1.0487737655639648, 1.0400922298431396]"
74,"[1, 1, 1, 0, 0, 0, 1, 1]","[1, 0, 1, 1, 0, 1, 0, 1]","[-1.0461714267730713, -1.0428166389465332, -1.0445528030395508, 1.0382530689239502, 1.0340502262115479, 1.0392794609069824, -1.0454332828521729, -1.0458457469940186]"
75,"[0, 0, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 1, 0, 1, 0, 0]","[1.0381181240081787, 1.0359143018722534, 1.0374178886413574, -1.0450620651245117, -1.0444386005401611, -1.0458097457885742, 1.0404068231582642, 1.04153573513031]"
76,"[1, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 1, 1]","[-1.0433006286621094, 1.0364737510681152, 1.0378963947296143, 1.0387849807739258, 1.037603735923767, -1.0482968091964722, 1.041108250617981, -1.0478520393371582]"
77,"[0, 1, 1, 1, 1, 0, 1, 0]","[1, 0, 1, 1, 0, 0, 1, 0]","[1.0396182537078857, -1.0446194410324097, -1.0470179319381714, -1.0451480150222778, -1.041142225265503, 1.0394878387451172, -1.0434746742248535, 1.0414375066757202]"
78,"[0, 0, 1, 0, 1, 1, 1, 1]","[1, 0, 1, 1, 0, 0, 0, 1]","[1.0449358224868774, 1.0407631397247314, -1.0448428392410278, 1.0400887727737427, -1.0374999046325684, -1.042926549911499, -1.0429158210754395, -1.0446600914001465]"
79,"[0, 1, 0, 1, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 0]","[1.0087958574295044, -1.0450235605239868, 1.0321853160858154, -1.0451452732086182, 1.0334655046463013, 1.0385851860046387, 1.0389519929885864, 1.0396308898925781]"
80,"[1, 0, 1, 1, 0, 0, 0, 1]","[1, 0, 1, 0, 1, 1, 1, 1]","[-1.0345412492752075, 1.0373021364212036, -1.0506746768951416, -1.0481575727462769, 1.0235490798950195, 1.0185697078704834, 1.0228009223937988, -1.0477511882781982]"
81,"[1, 1, 0, 0, 1, 1, 1, 0]","[1, 0, 1, 0, 1, 1, 1, 0]","[-1.0429011583328247, -1.048553466796875, 1.0390013456344604, 1.0403366088867188, -1.0494673252105713, -1.046255350112915, -1.0492595434188843, 1.0402265787124634]"
82,"[0, 0, 0, 1, 1, 0, 1, 1]","[1, 0, 1, 0, 1, 1, 0, 1]","[0.9747546315193176, 1.038295865058899, 1.0324887037277222, -1.049206256866455, -1.047141671180725, 1.0403116941452026, -1.0494581460952759, -1.0483629703521729]"
83,"[0, 1, 1, 0, 0, 1, 0, 0]","[1, 0, 1, 0, 1, 1, 0, 0]","[1.0402848720550537, -1.0421843528747559, -1.0506254434585571, 1.0401594638824463, 1.040459394454956, -1.0455199480056763, 1.0402069091796875, 1.0417349338531494]"
84,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 1, 0, 1, 0, 1, 1]","[-1.0413895845413208, -1.048183560371399, -1.0490424633026123, -1.0490198135375977, -1.0487284660339355, -1.047617793083191, 1.041817545890808, -1.046781301498413]"
85,"[0, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 1, 0, 1, 0, 1, 0]","[1.0465832948684692, 1.0391204357147217, 1.0378106832504272, 1.0409396886825562, 1.035069227218628, 1.041486144065857, -1.046807050704956, 1.0428659915924072]"
86,"[0, 1, 0, 1, 0, 1, 1, 1]","[1, 0, 1, 0, 1, 0, 0, 1]","[1.0457189083099365, -1.0408551692962646, 1.037975549697876, -1.043463110923767, 1.0384548902511597, -1.042324423789978, -1.0427682399749756, -1.044516921043396]"
87,"[1, 0, 1, 0, 1, 0, 0, 0]","[1, 0, 1, 0, 1, 0, 0, 0]","[-1.043249249458313, 1.0348502397537231, -1.0474520921707153, 1.0387895107269287, -1.0487169027328491, 1.0402698516845703, 1.0397042036056519, 1.041382908821106]"
88,"[0, 1, 0, 1, 1, 0, 0, 1]","[1, 0, 1, 0, 0, 1, 1, 1]","[0.9568216800689697, -0.6704741716384888, 0.6738073825836182, -1.01033353805542, -0.6041063070297241, 0.07836978137493134, 0.1411265730857849, -1.0174905061721802]"
89,"[0, 1, 0, 0, 0, 1, 1, 0]","[1, 0, 1, 0, 0, 1, 1, 0]","[1.0419106483459473, -1.0461982488632202, 1.0371791124343872, 1.0420818328857422, 1.0377271175384521, -1.044442057609558, -1.045810580253601, 1.0426470041275024]"
90,"[0, 0, 0, 1, 0, 0, 1, 1]","[1, 0, 1, 0, 0, 1, 0, 1]","[1.0416054725646973, 1.0455098152160645, 1.0359994173049927, -1.0457160472869873, 1.0451951026916504, 1.0393487215042114, -1.0472203493118286, -1.0471951961517334]"
91,"[1, 1, 1, 0, 1, 1, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 0]","[-1.0445104837417603, -1.0448007583618164, -1.052534580230713, 1.0405772924423218, -1.044371247291565, -1.0474932193756104, 1.0406469106674194, 1.0423763990402222]"
92,"[0, 1, 1, 1, 0, 1, 0, 1]","[1, 0, 1, 0, 0, 0, 1, 1]","[1.0404669046401978, -1.0503976345062256, -1.0512619018554688, -1.0493773221969604, 1.0429229736328125, -1.0484979152679443, 1.0441246032714844, -1.04727041721344]"
93,"[1, 0, 0, 0, 1, 0, 1, 0]","[1, 0, 1, 0, 0, 0, 1, 0]","[-1.0404070615768433, 1.035014033317566, 1.0347281694412231, 1.04069185256958, -1.0451278686523438, 1.0415370464324951, -1.0472558736801147, 1.0427052974700928]"
94,"[1, 1, 0, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 0, 0, 0, 1]","[-1.035170555114746, -1.0415090322494507, 1.0384583473205566, -1.045584797859192, -1.0407847166061401, -1.043889045715332, -1.0438152551651, -1.0457106828689575]"
95,"[0, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0]","[1.0333404541015625, 1.0386637449264526, -1.0514196157455444, 1.0399154424667358, 1.0374870300292969, 1.040429949760437, 1.0403324365615845, 1.0410401821136475]"
96,"[0, 1, 1, 0, 0, 0, 0, 1]","[1, 0, 0, 1, 1, 1, 1, 1]","[1.0379409790039062, -1.0454847812652588, -1.045139193534851, 1.0401685237884521, 1.0401655435562134, 1.040351152420044, 1.0402588844299316, -1.0487418174743652]"
97,"[1, 0, 0, 1, 1, 1, 1, 0]","[1, 0, 0, 1, 1, 1, 1, 0]","[-1.0448216199874878, 1.0395737886428833, 1.0388588905334473, -1.0498542785644531, -1.0493674278259277, -1.0468093156814575, -1.0485495328903198, 1.0404316186904907]"
98,"[1, 1, 0, 0, 1, 0, 1, 1]","[1, 0, 0, 1, 1, 1, 0, 1]","[-1.04942786693573, -1.050069808959961, 1.0301008224487305, 1.039191484451294, -1.046392560005188, 1.0395838022232056, -1.046370029449463, -1.0466431379318237]"
99,"[0, 0, 1, 1, 0, 1, 0, 0]","[1, 0, 0, 1, 1, 1, 0, 0]","[1.0422075986862183, 1.0377898216247559, -1.0422759056091309, -1.044783353805542, 1.0407845973968506, -1.0448722839355469, 1.0403610467910767, 1.0420000553131104]"
100,"[0, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 1, 1, 0, 1, 1]","[0.9163740277290344, 0.27354294061660767, 0.518713653087616, 0.7064114212989807, 0.44164586067199707, -0.5379965305328369, 0.8141096234321594, -0.8319551348686218]"
101,"[0, 1, 0, 1, 0, 0, 1, 0]","[1, 0, 0, 1, 1, 0, 1, 0]","[1.0476939678192139, -1.0439733266830444, 1.0415747165679932, -1.0438159704208374, 1.0385011434555054, 1.0396366119384766, -1.0441198348999023, 1.0412445068359375]"
102,"[0, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 1, 1, 0, 0, 1]","[1.0367110967636108, 1.030087947845459, 1.0371899604797363, 1.038114070892334, 1.0323476791381836, -1.0435428619384766, -1.0439852476119995, -1.046399712562561]"
103,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 1, 1, 0, 0, 0]","[-1.0383020639419556, -1.0391302108764648, -1.0383225679397583, -1.0429977178573608, -1.0423617362976074, 1.0381102561950684, 1.038116216659546, 1.0399523973464966]"
