Example,Decoded_Bits,Polar_code,Output
24,"[0, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 0, 0, 1, 1, 1]","[1.059423804283142, -1.0418243408203125, -1.0386441946029663, -1.046160340309143, -1.0424963235855103, 1.0496231317520142, 1.0488046407699585, -1.04937744140625]"
25,"[1, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0]","[-1.0405524969100952, 1.0479716062545776, 1.049265742301941, 1.0502530336380005, 1.0500259399414062, -1.0487834215164185, -1.0506677627563477, 1.0504021644592285]"
26,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 1, 0, 0, 1, 0, 1]","[-1.0366073846817017, -1.0434614419937134, 1.0519647598266602, -1.0477328300476074, 1.052933931350708, 1.0509302616119385, -1.048997163772583, -1.0498749017715454]"
27,"[0, 0, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]","[1.0502632856369019, 1.0447380542755127, -1.0415209531784058, 1.0466830730438232, -1.0475919246673584, -1.047454595565796, 1.047236680984497, 1.048999309539795]"
28,"[1, 0, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 0, 0, 0, 1, 1]","[-1.0325883626937866, 1.0495017766952515, -1.0363107919692993, -1.0458389520645142, 1.0537109375, -1.0447089672088623, 1.0468876361846924, -1.0466388463974]"
29,"[0, 1, 0, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 0]","[1.050804615020752, -1.0427175760269165, 1.047013759613037, 1.0481915473937988, -1.0466618537902832, 1.0484646558761597, -1.0499939918518066, 1.0501649379730225]"
30,"[0, 0, 0, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 0, 0, 1]","[1.0518457889556885, 1.047606110572815, 1.0475205183029175, -1.0472968816757202, -1.044801950454712, -1.0458725690841675, -1.0448291301727295, -1.0474672317504883]"
31,"[1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0]","[-1.0445283651351929, -1.0436592102050781, -1.0421792268753052, 1.0446537733078003, 1.0401756763458252, 1.04629647731781, 1.0467673540115356, 1.0478689670562744]"
32,"[1, 0, 1, 0, 0, 0, 0, 1]","[1, 1, 0, 1, 1, 1, 1, 1]","[-1.0313888788223267, 1.0500932931900024, -1.0418285131454468, 1.0484520196914673, 1.0459580421447754, 1.0466893911361694, 1.046219825744629, -1.0459837913513184]"
33,"[0, 1, 0, 1, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 0]","[1.0574641227722168, -1.0496398210525513, 1.04885733127594, -1.052856683731079, -1.0501363277435303, -1.050619125366211, -1.0532300472259521, 1.0508698225021362]"
34,"[0, 0, 0, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 1, 0, 1]","[1.049483060836792, 1.048722743988037, 1.0489684343338013, 1.0489845275878906, -1.0503864288330078, 1.04908287525177, -1.0452204942703247, -1.0511633157730103]"
35,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 0, 1, 1, 1, 0, 0]","[-1.034584879875183, -1.0479544401168823, -1.044116735458374, -1.048654556274414, 1.046461820602417, -1.048875093460083, 1.04498291015625, 1.047555685043335]"
36,"[1, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 0, 1, 1, 0, 1, 1]","[-1.025128722190857, -1.047393798828125, -1.040629267692566, 1.047173261642456, -1.0429819822311401, -1.0493515729904175, 1.0425935983657837, -1.0505092144012451]"
37,"[1, 0, 0, 1, 0, 0, 1, 0]","[1, 1, 0, 1, 1, 0, 1, 0]","[-1.042982578277588, 1.0450820922851562, 1.0448362827301025, -1.04840087890625, 1.0482518672943115, 1.0456792116165161, -1.0493998527526855, 1.048948049545288]"
38,"[1, 1, 0, 0, 0, 1, 1, 1]","[1, 1, 0, 1, 1, 0, 0, 1]","[-1.0361554622650146, -1.0471367835998535, 1.0504441261291504, 1.0478975772857666, 1.049689769744873, -1.0490676164627075, -1.048888087272644, -1.0497688055038452]"
39,"[0, 0, 1, 1, 1, 0, 0, 0]","[1, 1, 0, 1, 1, 0, 0, 0]","[1.0475833415985107, 1.0389792919158936, -1.050447702407837, -1.0492544174194336, -1.0499378442764282, 1.0430960655212402, 1.043398141860962, 1.043544888496399]"
40,"[0, 0, 1, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 0, 1, 1, 1]","[1.0621428489685059, 1.0566970109939575, -1.0429989099502563, 1.0477139949798584, -1.0457024574279785, 1.0468707084655762, 1.0461968183517456, -1.048668384552002]"
41,"[0, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[1.0411269664764404, -1.0509555339813232, 1.0449291467666626, -1.0513534545898438, 1.050932765007019, -1.0506000518798828, -1.051371455192566, 1.048500418663025]"
42,"[1, 0, 0, 0, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 1]","[-1.0382617712020874, 1.0519911050796509, 1.0502877235412598, 1.0483407974243164, 1.0508793592453003, 1.0492507219314575, -1.046810269355774, -1.0479830503463745]"
43,"[0, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 0, 1, 0, 1, 0, 0]","[1.0537012815475464, -1.049683690071106, -1.0478776693344116, -1.04905104637146, -1.0480071306228638, -1.049394130706787, 1.0461829900741577, 1.0478054285049438]"
44,"[1, 1, 1, 0, 0, 1, 0, 1]","[1, 1, 0, 1, 0, 0, 1, 1]","[-1.0319550037384033, -1.0430549383163452, -1.0392926931381226, 1.0516266822814941, 1.0581318140029907, -1.0457478761672974, 1.0499744415283203, -1.0474516153335571]"
45,"[0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 0, 1, 0, 0, 1, 0]","[1.049538493156433, 1.0458369255065918, 1.0432950258255005, -1.0481163263320923, -1.0463460683822632, 1.0454275608062744, -1.0495582818984985, 1.048425555229187]"
46,"[0, 1, 0, 0, 1, 1, 1, 1]","[1, 1, 0, 1, 0, 0, 0, 1]","[1.0590237379074097, -1.0427075624465942, 1.0529721975326538, 1.0484235286712646, -1.04503333568573, -1.0461641550064087, -1.0456691980361938, -1.0488247871398926]"
47,"[0, 0, 1, 1, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 0]","[1.0257703065872192, 1.0402934551239014, -1.047978401184082, -1.0462336540222168, 1.0327024459838867, 1.0409597158432007, 1.0423779487609863, 1.0432711839675903]"
48,"[0, 1, 0, 1, 0, 0, 0, 1]","[1, 1, 0, 0, 1, 1, 1, 1]","[1.0574712753295898, -1.0360372066497803, 1.0535093545913696, -1.0376397371292114, 1.0474770069122314, 1.0479469299316406, 1.046730875968933, -1.0461441278457642]"
49,"[1, 0, 1, 0, 1, 1, 1, 0]","[1, 1, 0, 0, 1, 1, 1, 0]","[-1.0429402589797974, 1.0481114387512207, -1.0456984043121338, 1.0490350723266602, -1.047450304031372, -1.0488818883895874, -1.0521003007888794, 1.0506130456924438]"
50,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 0, 0, 1, 1, 0, 1]","[-1.043586015701294, -1.0472488403320312, -1.0465718507766724, -1.0494399070739746, -1.047105073928833, 1.0494979619979858, -1.0500110387802124, -1.0502158403396606]"
51,"[0, 0, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 0, 1, 1, 0, 0]","[1.0501617193222046, 1.042274832725525, 1.0432802438735962, 1.046312689781189, 1.045799732208252, -1.0476609468460083, 1.045983076095581, 1.048362135887146]"
52,"[0, 0, 0, 1, 1, 1, 0, 1]","[1, 1, 0, 0, 1, 0, 1, 1]","[1.0374559164047241, 1.0431814193725586, 1.0496454238891602, -1.0418082475662231, -1.0295597314834595, -1.038922667503357, 1.044812560081482, -1.0437161922454834]"
53,"[0, 1, 1, 0, 0, 0, 1, 0]","[1, 1, 0, 0, 1, 0, 1, 0]","[1.0520007610321045, -1.0399004220962524, -1.0407540798187256, 1.0470837354660034, 1.0480773448944092, 1.0471045970916748, -1.0493024587631226, 1.0494228601455688]"
54,"[1, 0, 1, 1, 0, 1, 1, 1]","[1, 1, 0, 0, 1, 0, 0, 1]","[-1.0331437587738037, 1.041473627090454, -1.0435662269592285, -1.047699213027954, 1.0448534488677979, -1.0468097925186157, -1.045310378074646, -1.0475715398788452]"
55,"[1, 1, 0, 0, 1, 0, 0, 0]","[1, 1, 0, 0, 1, 0, 0, 0]","[-1.0442631244659424, -1.0449087619781494, 1.043213963508606, 1.0448259115219116, -1.0432400703430176, 1.0471011400222778, 1.046241283416748, 1.0472151041030884]"
56,"[0, 1, 0, 1, 1, 0, 0, 1]","[1, 1, 0, 0, 0, 1, 1, 1]","[1.0547155141830444, -1.0275812149047852, 1.051121473312378, -1.0360075235366821, -1.0292433500289917, 1.0471346378326416, 1.04519522190094, -1.0418134927749634]"
57,"[1, 0, 1, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0]","[-0.9981873035430908, 1.045734167098999, -1.0424927473068237, 1.0490374565124512, 1.0449575185775757, -1.0481010675430298, -1.0515214204788208, 1.0493518114089966]"
58,"[0, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 0, 0, 0, 1, 0, 1]","[1.0650393962860107, -1.0415918827056885, -1.0414440631866455, -1.0458273887634277, 1.0555291175842285, 1.0498977899551392, -1.0466952323913574, -1.0489338636398315]"
59,"[1, 0, 0, 0, 1, 1, 0, 0]","[1, 1, 0, 0, 0, 1, 0, 0]","[-1.0465710163116455, 1.0424457788467407, 1.0457454919815063, 1.0452699661254883, -1.048322081565857, -1.0475518703460693, 1.0455764532089233, 1.0481594800949097]"
60,"[0, 0, 0, 1, 0, 1, 0, 1]","[1, 1, 0, 0, 0, 0, 1, 1]","[1.059001088142395, 1.0462640523910522, 1.0508787631988525, -1.0436640977859497, 1.053031325340271, -1.0426453351974487, 1.0483081340789795, -1.044584035873413]"
61,"[1, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 0, 0, 0, 0, 1, 0]","[-1.041096568107605, -1.0383331775665283, -1.0416008234024048, 1.0465617179870605, -1.0442956686019897, 1.0465617179870605, -1.0487124919891357, 1.049264907836914]"
62,"[0, 0, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 0, 0, 0, 0, 1]","[1.0381220579147339, 1.043332576751709, -1.03512704372406, -1.0454916954040527, -1.0437301397323608, -1.0451053380966187, -1.044121265411377, -1.0479810237884521]"
63,"[1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0]","[-1.0322866439819336, -1.0416779518127441, 1.0433846712112427, 1.0452736616134644, 1.0442121028900146, 1.0471769571304321, 1.047218680381775, 1.0476840734481812]"
64,"[1, 1, 0, 0, 0, 0, 0, 1]","[1, 0, 1, 1, 1, 1, 1, 1]","[-1.0331250429153442, -1.037885308265686, 1.0527311563491821, 1.0507087707519531, 1.0496925115585327, 1.0506107807159424, 1.049921989440918, -1.0483709573745728]"
65,"[1, 1, 0, 1, 0, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0]","[-0.9470449090003967, -0.058740995824337006, 0.15621249377727509, -0.3362075388431549, 0.11396737396717072, -0.3826700747013092, -0.39915379881858826, 1.0478065013885498]"
66,"[0, 1, 1, 0, 1, 0, 1, 1]","[1, 0, 1, 1, 1, 1, 0, 1]","[1.0564824342727661, -1.0441226959228516, -1.0490295886993408, 1.0503493547439575, -1.0465540885925293, 1.0506216287612915, -1.0453497171401978, -1.0508222579956055]"
67,"[0, 0, 0, 1, 0, 1, 0, 0]","[1, 0, 1, 1, 1, 1, 0, 0]","[1.038684368133545, 1.0473295450210571, 1.0462839603424072, -1.045600414276123, 1.048472285270691, -1.0457841157913208, 1.0479729175567627, 1.0494016408920288]"
68,"[0, 0, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 1, 0, 1, 1]","[1.0673608779907227, 1.057611107826233, 1.055012822151184, 1.0504978895187378, -1.0446394681930542, -1.047434687614441, 1.0516334772109985, -1.0488824844360352]"
69,"[1, 1, 1, 1, 0, 0, 1, 0]","[1, 0, 1, 1, 1, 0, 1, 0]","[-1.0433021783828735, -1.0464704036712646, -1.0470268726348877, -1.048298716545105, 1.0443758964538574, 1.0468634366989136, -1.049403190612793, 1.0491557121276855]"
70,"[1, 0, 1, 0, 0, 1, 1, 1]","[1, 0, 1, 1, 1, 0, 0, 1]","[-1.036870002746582, 1.0509918928146362, -1.047916293144226, 1.0493361949920654, 1.0475481748580933, -1.0489965677261353, -1.048696756362915, -1.0496156215667725]"
71,"[1, 1, 0, 1, 1, 0, 0, 0]","[1, 0, 1, 1, 1, 0, 0, 0]","[-1.0275846719741821, -1.050174355506897, 1.0365759134292603, -1.0494784116744995, -1.0481369495391846, 1.0378645658493042, 1.0409607887268066, 1.04366934299469]"
72,"[0, 1, 0, 0, 1, 0, 0, 1]","[1, 0, 1, 1, 0, 1, 1, 1]","[1.0619853734970093, -1.0435237884521484, 1.0424953699111938, 1.048585295677185, -1.0457265377044678, 1.0484789609909058, 1.047935962677002, -1.0484230518341064]"
73,"[1, 0, 1, 1, 0, 1, 1, 0]","[1, 0, 1, 1, 0, 1, 1, 0]","[-1.0350656509399414, 1.0503398180007935, -1.049424409866333, -1.0527878999710083, 1.0542423725128174, -1.0534974336624146, -1.0539538860321045, 1.0481956005096436]"
74,"[1, 1, 1, 0, 0, 0, 1, 1]","[1, 0, 1, 1, 0, 1, 0, 1]","[-1.037086844444275, -1.038631558418274, -1.0464149713516235, 1.047922134399414, 1.0482434034347534, 1.0500837564468384, -1.045546531677246, -1.0473805665969849]"
75,"[0, 0, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 1, 0, 1, 0, 0]","[1.0535244941711426, 1.0450656414031982, 1.0478756427764893, -1.0497392416000366, -1.046932578086853, -1.050449013710022, 1.0468037128448486, 1.0483570098876953]"
76,"[1, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 1, 1]","[-1.0313690900802612, 1.05589759349823, 1.0546607971191406, 1.0518767833709717, 1.0587719678878784, -1.043022632598877, 1.0509390830993652, -1.0427652597427368]"
77,"[0, 1, 1, 1, 1, 0, 1, 0]","[1, 0, 1, 1, 0, 0, 1, 0]","[1.0511080026626587, -1.0472538471221924, -1.0451171398162842, -1.0478874444961548, -1.0448404550552368, 1.0454851388931274, -1.048714518547058, 1.049230933189392]"
78,"[0, 0, 1, 0, 1, 1, 1, 1]","[1, 0, 1, 1, 0, 0, 0, 1]","[1.0595180988311768, 1.048841953277588, -1.045990228652954, 1.0492005348205566, -1.0452791452407837, -1.0470598936080933, -1.0455164909362793, -1.0497123003005981]"
79,"[0, 1, 0, 1, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 0]","[1.0286250114440918, -1.050525426864624, 1.0371054410934448, -1.0451860427856445, 1.029664158821106, 1.0403406620025635, 1.0418587923049927, 1.0443193912506104]"
80,"[1, 0, 1, 1, 0, 0, 0, 1]","[1, 0, 1, 0, 1, 1, 1, 1]","[-1.0216532945632935, 1.0378812551498413, -1.03720223903656, -1.0389020442962646, 1.0381522178649902, 1.0298303365707397, 1.0205867290496826, -1.0462923049926758]"
81,"[1, 1, 0, 0, 1, 1, 1, 0]","[1, 0, 1, 0, 1, 1, 1, 0]","[-1.040956974029541, -1.0474793910980225, 1.0524708032608032, 1.0510271787643433, -1.0489872694015503, -1.0498605966567993, -1.0521886348724365, 1.0511155128479004]"
82,"[0, 0, 0, 1, 1, 0, 1, 1]","[1, 0, 1, 0, 1, 1, 0, 1]","[0.9421737790107727, 1.0523738861083984, 1.0469868183135986, -1.0486658811569214, -1.0472193956375122, 1.0513787269592285, -1.0487905740737915, -1.0487282276153564]"
83,"[0, 1, 1, 0, 0, 1, 0, 0]","[1, 0, 1, 0, 1, 1, 0, 0]","[1.0471279621124268, -1.0457185506820679, -1.0454269647598267, 1.0486083030700684, 1.0465799570083618, -1.0494189262390137, 1.0479792356491089, 1.0494142770767212]"
84,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 1, 0, 1, 0, 1, 1]","[-1.0367588996887207, -1.0413249731063843, -1.0378286838531494, -1.045387864112854, -1.0416508913040161, -1.042283296585083, 1.0502642393112183, -1.0441867113113403]"
85,"[0, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 1, 0, 1, 0, 1, 0]","[1.0533406734466553, 1.046842336654663, 1.0479140281677246, 1.048801064491272, 1.0443687438964844, 1.0488455295562744, -1.0495178699493408, 1.050603985786438]"
86,"[0, 1, 0, 1, 0, 1, 1, 1]","[1, 0, 1, 0, 1, 0, 0, 1]","[1.052499771118164, -1.0476094484329224, 1.0520739555358887, -1.0492658615112305, 1.0503394603729248, -1.0479862689971924, -1.0466361045837402, -1.0494499206542969]"
87,"[1, 0, 1, 0, 1, 0, 0, 0]","[1, 0, 1, 0, 1, 0, 0, 0]","[-1.0439671277999878, 1.0451133251190186, -1.0421977043151855, 1.0460758209228516, -1.0420080423355103, 1.047442078590393, 1.0471352338790894, 1.048378348350525]"
88,"[0, 1, 0, 1, 0, 1, 0, 1]","[1, 0, 1, 0, 0, 1, 1, 1]","[0.951374888420105, -0.6548184752464294, 0.30028170347213745, -0.7068619132041931, 0.35079288482666016, -0.02327127195894718, 0.0746249333024025, -0.934077799320221]"
89,"[0, 1, 0, 0, 0, 1, 1, 0]","[1, 0, 1, 0, 0, 1, 1, 0]","[1.0622532367706299, -1.043257474899292, 1.0507105588912964, 1.050953984260559, 1.0491536855697632, -1.0474927425384521, -1.0500813722610474, 1.0509382486343384]"
90,"[0, 0, 0, 1, 0, 0, 1, 1]","[1, 0, 1, 0, 0, 1, 0, 1]","[1.0603340864181519, 1.0588388442993164, 1.0530191659927368, -1.0467458963394165, 1.0569194555282593, 1.0505878925323486, -1.0465558767318726, -1.0479422807693481]"
91,"[1, 1, 1, 0, 1, 1, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 0]","[-1.0431407690048218, -1.0474172830581665, -1.0442655086517334, 1.0467334985733032, -1.049063801765442, -1.0489758253097534, 1.047129511833191, 1.049109935760498]"
92,"[0, 1, 1, 1, 0, 1, 0, 1]","[1, 0, 1, 0, 0, 0, 1, 1]","[1.0660077333450317, -1.0422316789627075, -1.0419573783874512, -1.0447702407836914, 1.0565129518508911, -1.0437771081924438, 1.051398754119873, -1.0451483726501465]"
93,"[1, 0, 0, 0, 1, 0, 1, 0]","[1, 0, 1, 0, 0, 0, 1, 0]","[-1.0391004085540771, 1.0494194030761719, 1.0481009483337402, 1.0476593971252441, -1.0447322130203247, 1.0477675199508667, -1.0486772060394287, 1.050349473953247]"
94,"[1, 1, 0, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 0, 0, 0, 1]","[-1.0321478843688965, -1.0440971851348877, 1.0522902011871338, -1.046783447265625, -1.045413851737976, -1.0445201396942139, -1.0426396131515503, -1.0475215911865234]"
95,"[0, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0]","[1.0464160442352295, 1.0434796810150146, -1.0350053310394287, 1.0459917783737183, 1.0396342277526855, 1.0458378791809082, 1.046434998512268, 1.0478545427322388]"
96,"[0, 1, 1, 0, 0, 0, 0, 1]","[1, 0, 0, 1, 1, 1, 1, 1]","[1.0622180700302124, -1.0415430068969727, -1.038084626197815, 1.0478867292404175, 1.0473239421844482, 1.046807885169983, 1.0460249185562134, -1.0449498891830444]"
97,"[1, 0, 0, 1, 1, 1, 1, 0]","[1, 0, 0, 1, 1, 1, 1, 0]","[-1.0356383323669434, 1.0493921041488647, 1.0472760200500488, -1.050468921661377, -1.0525903701782227, -1.0516319274902344, -1.0520893335342407, 1.050416111946106]"
98,"[1, 1, 0, 0, 1, 0, 1, 1]","[1, 0, 0, 1, 1, 1, 0, 1]","[-1.0346100330352783, -1.044464349746704, 1.0527435541152954, 1.0505348443984985, -1.0456852912902832, 1.0517936944961548, -1.048123836517334, -1.0502949953079224]"
99,"[0, 0, 1, 1, 0, 1, 0, 0]","[1, 0, 0, 1, 1, 1, 0, 0]","[1.0576215982437134, 1.0454148054122925, -1.046486496925354, -1.0452879667282104, 1.047586441040039, -1.0466641187667847, 1.0457377433776855, 1.0491186380386353]"
100,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 1, 1, 0, 1, 1]","[0.9314175248146057, -0.26962241530418396, 0.21718624234199524, 0.2794860005378723, 0.07147926837205887, -0.6693671345710754, 0.49324271082878113, -0.871508777141571]"
101,"[0, 1, 0, 1, 0, 0, 1, 0]","[1, 0, 0, 1, 1, 0, 1, 0]","[1.0475565195083618, -1.0470269918441772, 1.0451606512069702, -1.0434997081756592, 1.0445817708969116, 1.045649766921997, -1.0478402376174927, 1.0495288372039795]"
102,"[0, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 1, 1, 0, 0, 1]","[1.0681145191192627, 1.0490626096725464, 1.0521711111068726, 1.050560712814331, 1.051981806755066, -1.0446608066558838, -1.045793890953064, -1.048570990562439]"
103,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 1, 1, 0, 0, 0]","[-1.0365464687347412, -1.047195315361023, -1.0458037853240967, -1.04375159740448, -1.0403177738189697, 1.0422089099884033, 1.043012022972107, 1.0449544191360474]"
