Example,Decoded_Bits,Polar_code,Output
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1.059518814086914, 1.0597652196884155, -1.0373741388320923, 1.0463863611221313, 1.056189775466919, 1.0459212064743042, -1.035191535949707, -1.0314955711364746]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-1.044347882270813, -1.0430519580841064, 1.0498542785644531, -1.0331653356552124, -1.0448241233825684, -1.0359132289886475, 1.0470070838928223, 1.0471010208129883]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1.0567286014556885, -1.0365331172943115, 1.0568960905075073, 1.047071099281311, 1.0563852787017822, -1.0365524291992188, 1.0465246438980103, -1.0270044803619385]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-1.038036823272705, 1.0549134016036987, -1.0321398973464966, -1.0370670557022095, -1.0424989461898804, 1.0468504428863525, -1.0373637676239014, 1.04896879196167]"
14,"[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[0.9533255100250244, -1.0388859510421753, -1.036859393119812, 1.044525146484375, -1.0426334142684937, -1.040001392364502, -1.036232829093933, -1.0358772277832031]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.0464701652526855, 1.0464820861816406, 1.0486832857131958, -1.0360690355300903, 1.0412636995315552, 1.0430558919906616, 1.0431171655654907, 1.0443936586380005]"
16,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[-1.041939377784729, -1.047194480895996, -1.0409424304962158, -1.0416786670684814, 1.0539885759353638, 1.048524022102356, 1.047948956489563, -1.0357695817947388]"
17,"[1, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[-0.9785154461860657, 0.2935263216495514, 0.9781066179275513, 1.0449433326721191, -1.0068397521972656, -1.0277044773101807, -1.024463176727295, 1.0496304035186768]"
18,"[0, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[1.058659553527832, -1.04494309425354, 1.0462826490402222, -1.0367913246154785, -1.0372990369796753, 1.046525001525879, -1.0353161096572876, -1.0314621925354004]"
19,"[1, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0]","[-1.0460748672485352, 1.0520168542861938, -1.04342782497406, 1.043303370475769, 1.0549851655960083, -1.0356216430664062, 1.046108603477478, 1.0462775230407715]"
20,"[0, 0, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 0, 1, 1]","[1.0536305904388428, 1.0525668859481812, -1.0484163761138916, -1.0303988456726074, -1.0421026945114136, -1.0347468852996826, 1.0469229221343994, -1.026104211807251]"
21,"[1, 1, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]","[-1.0436488389968872, -1.048844337463379, 1.0589568614959717, 1.0500763654708862, 1.0536936521530151, 1.048868179321289, -1.0369045734405518, 1.0489088296890259]"
22,"[0, 0, 0, 1, 0, 1, 1, 1]","[1, 1, 1, 0, 1, 0, 0, 1]","[0.9317659139633179, 1.044578194618225, 1.0458582639694214, -1.041568636894226, 1.0513256788253784, -1.0407596826553345, -1.0379308462142944, -1.0371613502502441]"
23,"[0, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 0]","[1.0360411405563354, -1.0486698150634766, -1.0476809740066528, 1.0392844676971436, -1.046351432800293, 1.0391885042190552, 1.0398198366165161, 1.0416628122329712]"
24,"[0, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 0, 0, 1, 1, 1]","[1.0579630136489868, -1.0434229373931885, -1.0440552234649658, -1.03931725025177, -1.0360586643218994, 1.045723557472229, 1.0457147359848022, -1.034927248954773]"
25,"[1, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0]","[-1.0469952821731567, 1.052695870399475, 1.0560280084609985, 1.044922947883606, 1.0534799098968506, -1.0358662605285645, -1.0351941585540771, 1.04537034034729]"
26,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 1, 0, 0, 1, 0, 1]","[-1.0595890283584595, -1.051541805267334, 1.0443955659866333, -1.042144775390625, 1.0547477006912231, 1.0407075881958008, -1.0397225618362427, -1.0343526601791382]"
27,"[0, 0, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]","[1.036750078201294, 1.0496728420257568, -1.0456652641296387, 1.0375497341156006, -1.0477495193481445, -1.0418668985366821, 1.0375741720199585, 1.0389699935913086]"
28,"[1, 0, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 0, 0, 0, 1, 1]","[-1.0544975996017456, 1.0488219261169434, -1.047458291053772, -1.0388442277908325, 1.0521708726882935, -1.041364073753357, 1.041684627532959, -1.035067081451416]"
29,"[0, 1, 0, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 0]","[1.0371289253234863, -1.0506725311279297, 1.0565589666366577, 1.0418057441711426, -1.0484050512313843, 1.0407758951187134, -1.04007887840271, 1.0388942956924438]"
30,"[0, 0, 0, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 0, 0, 1]","[1.0352686643600464, 1.0417723655700684, 1.0449576377868652, -1.0448191165924072, -1.0463731288909912, -1.0446388721466064, -1.041434407234192, -1.041093111038208]"
31,"[1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0]","[-1.0482640266418457, -1.0464752912521362, -1.0459202527999878, 1.0359013080596924, 1.0372369289398193, 1.0357760190963745, 1.0357551574707031, 1.0365650653839111]"
32,"[1, 0, 1, 0, 0, 0, 0, 1]","[1, 1, 0, 1, 1, 1, 1, 1]","[-1.0369350910186768, 1.0512943267822266, -1.0348275899887085, 1.0475736856460571, 1.0497887134552002, 1.0458720922470093, 1.0458543300628662, -1.0337848663330078]"
33,"[0, 1, 0, 1, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 0]","[1.0764034986495972, -1.0337629318237305, 1.061819076538086, -1.0252602100372314, -1.0207964181900024, -1.024033546447754, -1.0204484462738037, 1.0519819259643555]"
34,"[0, 0, 0, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 1, 0, 1]","[1.0627537965774536, 1.0613092184066772, 1.0538201332092285, 1.0464807748794556, -1.0370720624923706, 1.0464134216308594, -1.0332303047180176, -1.024875283241272]"
35,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 0, 1, 1, 1, 0, 0]","[-1.0412944555282593, -1.0435024499893188, -1.0423105955123901, -1.0346179008483887, 1.0542230606079102, -1.0339391231536865, 1.0430786609649658, 1.0440747737884521]"
36,"[0, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 0, 1, 1, 0, 1, 1]","[1.0571677684783936, -1.0300372838974, -1.0315024852752686, 1.0461300611495972, -1.0300614833831787, -1.031460165977478, 1.0423425436019897, -1.027395248413086]"
37,"[1, 0, 0, 1, 0, 0, 1, 0]","[1, 1, 0, 1, 1, 0, 1, 0]","[-1.0371147394180298, 1.053952693939209, 1.0555027723312378, -1.0357478857040405, 1.0510215759277344, 1.047811508178711, -1.0339672565460205, 1.0460259914398193]"
38,"[1, 1, 0, 0, 0, 1, 1, 1]","[1, 1, 0, 1, 1, 0, 0, 1]","[-1.0487216711044312, -1.040602207183838, 1.0527461767196655, 1.0405837297439575, 1.0492979288101196, -1.0420364141464233, -1.0388997793197632, -1.0338906049728394]"
39,"[0, 0, 1, 1, 1, 0, 0, 0]","[1, 1, 0, 1, 1, 0, 0, 0]","[1.0309284925460815, 1.0416232347488403, -1.047540545463562, -1.0409072637557983, -1.051401972770691, 1.038600206375122, 1.0385684967041016, 1.039825201034546]"
40,"[0, 0, 1, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 0, 1, 1, 1]","[1.0547767877578735, 1.0528497695922852, -1.03144109249115, 1.045210838317871, -1.0355619192123413, 1.0416582822799683, 1.0420016050338745, -1.0317836999893188]"
41,"[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[-1.0332670211791992, -1.0439002513885498, 1.057425618171692, -1.0350797176361084, 1.0537148714065552, -1.033996343612671, -1.03170645236969, 1.0441327095031738]"
42,"[1, 0, 0, 0, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 1]","[-1.0491015911102295, 1.057800531387329, 1.0505183935165405, 1.0382169485092163, 1.0553091764450073, 1.039410948753357, -1.040480613708496, -1.0316697359085083]"
43,"[0, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 0, 1, 0, 1, 0, 0]","[1.040696382522583, -1.0517300367355347, -1.0496346950531006, -1.0376734733581543, -1.0495105981826782, -1.0414010286331177, 1.0362166166305542, 1.0388741493225098]"
44,"[1, 1, 1, 0, 0, 1, 0, 1]","[1, 1, 0, 1, 0, 0, 1, 1]","[-1.0457344055175781, -1.0393500328063965, -1.0367214679718018, 1.042663335800171, 1.0529125928878784, -1.0388230085372925, 1.0407769680023193, -1.0306475162506104]"
45,"[0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 0, 1, 0, 0, 1, 0]","[1.0412756204605103, 1.0453624725341797, 1.0521180629730225, -1.0404225587844849, -1.0473335981369019, 1.0401681661605835, -1.039396047592163, 1.0410298109054565]"
46,"[0, 1, 0, 0, 1, 1, 1, 1]","[1, 1, 0, 1, 0, 0, 0, 1]","[1.0400629043579102, -1.0465097427368164, 1.04993736743927, 1.0359623432159424, -1.0492401123046875, -1.0469489097595215, -1.0406066179275513, -1.0415626764297485]"
47,"[0, 0, 1, 1, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 0]","[1.021977186203003, 1.0387345552444458, -1.046416163444519, -1.0438040494918823, 1.036710500717163, 1.0375094413757324, 1.0370844602584839, 1.0394223928451538]"
48,"[0, 1, 0, 1, 0, 0, 0, 1]","[1, 1, 0, 0, 1, 1, 1, 1]","[1.0482733249664307, -1.043251633644104, 1.0500239133834839, -1.0416836738586426, 1.044309377670288, 1.0403382778167725, 1.0407735109329224, -1.0360920429229736]"
49,"[1, 0, 1, 0, 1, 1, 1, 0]","[1, 1, 0, 0, 1, 1, 1, 0]","[-1.0394185781478882, 1.0562596321105957, -1.0420212745666504, 1.0453134775161743, -1.028628945350647, -1.0319081544876099, -1.031287431716919, 1.044499397277832]"
50,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 0, 0, 1, 1, 0, 1]","[-1.0468509197235107, -1.0497651100158691, -1.0425264835357666, -1.0429463386535645, -1.03739333152771, 1.0412237644195557, -1.0398695468902588, -1.0303559303283691]"
51,"[0, 0, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 0, 1, 1, 0, 0]","[1.036853313446045, 1.0480698347091675, 1.0368430614471436, 1.0363613367080688, 1.0497782230377197, -1.0405361652374268, 1.0369795560836792, 1.0386457443237305]"
52,"[1, 0, 0, 1, 1, 1, 0, 1]","[1, 1, 0, 0, 1, 0, 1, 1]","[-1.0490785837173462, 1.047105073928833, 1.0532763004302979, -1.0328079462051392, -1.0404794216156006, -1.0370982885360718, 1.043041467666626, -1.0298081636428833]"
53,"[0, 1, 1, 0, 0, 0, 1, 0]","[1, 1, 0, 0, 1, 0, 1, 0]","[1.0387128591537476, -1.050376534461975, -1.0471400022506714, 1.0391451120376587, 1.043365478515625, 1.0412745475769043, -1.0382754802703857, 1.040252685546875]"
54,"[0, 0, 1, 1, 0, 1, 1, 1]","[1, 1, 0, 0, 1, 0, 0, 1]","[1.033445119857788, 1.0398310422897339, -1.049769401550293, -1.0471384525299072, 1.0492165088653564, -1.0468783378601074, -1.0420000553131104, -1.0409623384475708]"
55,"[1, 1, 0, 0, 1, 0, 0, 0]","[1, 1, 0, 0, 1, 0, 0, 0]","[-1.0673673152923584, -1.0521068572998047, 1.0354987382888794, 1.0355905294418335, -1.052900791168213, 1.0348782539367676, 1.035094976425171, 1.037452220916748]"
56,"[0, 1, 0, 1, 1, 0, 0, 1]","[1, 1, 0, 0, 0, 1, 1, 1]","[1.0305864810943604, -1.0441558361053467, 1.0479415655136108, -1.0407856702804565, -1.0323845148086548, 1.0393648147583008, 1.0395699739456177, -1.0394991636276245]"
57,"[0, 0, 1, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0]","[1.0307207107543945, 1.0465142726898193, -1.0541936159133911, 1.0375553369522095, 1.0488858222961426, -1.0399454832077026, -1.0372133255004883, 1.0399404764175415]"
58,"[0, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 0, 0, 0, 1, 0, 1]","[1.028160572052002, -1.0538396835327148, -1.050673007965088, -1.0492819547653198, 1.0511893033981323, 1.0349968671798706, -1.0457854270935059, -1.0431820154190063]"
59,"[1, 0, 0, 0, 1, 1, 0, 0]","[1, 1, 0, 0, 0, 1, 0, 0]","[-1.0685025453567505, 1.0442924499511719, 1.0313200950622559, 1.0338622331619263, -1.0537636280059814, -1.0481433868408203, 1.0315228700637817, 1.0352238416671753]"
60,"[0, 0, 0, 1, 0, 1, 0, 1]","[1, 1, 0, 0, 0, 0, 1, 1]","[1.0457342863082886, 1.049195408821106, 1.0532543659210205, -1.0411558151245117, 1.0521358251571655, -1.0438302755355835, 1.0399948358535767, -1.0346581935882568]"
61,"[1, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 0, 0, 0, 0, 1, 0]","[-1.071911096572876, -1.053146243095398, -1.0533688068389893, 1.0352703332901, -1.0514895915985107, 1.0354526042938232, -1.0456467866897583, 1.036923885345459]"
62,"[0, 0, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 0, 0, 0, 0, 1]","[0.750173032283783, 1.039125919342041, -1.05167818069458, -1.0485596656799316, -1.0483282804489136, -1.0482791662216187, -1.0424132347106934, -1.0428600311279297]"
63,"[1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0]","[-1.0521836280822754, -1.0460448265075684, 1.0376242399215698, 1.0348901748657227, 1.0360513925552368, 1.0333677530288696, 1.0344961881637573, 1.0365653038024902]"
64,"[1, 1, 0, 0, 0, 0, 0, 1]","[1, 0, 1, 1, 1, 1, 1, 1]","[-1.040726661682129, -1.0368609428405762, 1.0501518249511719, 1.0459215641021729, 1.048142433166504, 1.045642614364624, 1.0458054542541504, -1.0388808250427246]"
65,"[1, 0, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0]","[-1.0336781740188599, 1.0566966533660889, -1.0201550722122192, -1.0260651111602783, -0.9816595315933228, -1.0248669385910034, -1.0215630531311035, 1.0499824285507202]"
66,"[0, 1, 1, 0, 1, 0, 1, 1]","[1, 0, 1, 1, 1, 1, 0, 1]","[1.0607620477676392, -1.0392881631851196, -1.036313772201538, 1.0462963581085205, -1.0372477769851685, 1.046653151512146, -1.032712697982788, -1.026042103767395]"
67,"[1, 0, 0, 1, 0, 1, 0, 0]","[1, 0, 1, 1, 1, 1, 0, 0]","[-1.0407766103744507, 1.0594013929367065, 1.0497626066207886, -1.0347224473953247, 1.0548667907714844, -1.0345109701156616, 1.0416353940963745, 1.0420228242874146]"
68,"[0, 0, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 1, 0, 1, 1]","[1.0583043098449707, 1.0512654781341553, 1.054518461227417, 1.0457032918930054, -1.030944585800171, -1.0317319631576538, 1.0427955389022827, -1.0288885831832886]"
69,"[1, 1, 1, 1, 0, 0, 1, 0]","[1, 0, 1, 1, 1, 0, 1, 0]","[-1.0377874374389648, -1.0438816547393799, -1.032334566116333, -1.0363178253173828, 1.051714539527893, 1.0478657484054565, -1.0344047546386719, 1.0451387166976929]"
70,"[1, 0, 1, 0, 0, 1, 1, 1]","[1, 0, 1, 1, 1, 0, 0, 1]","[-1.048687219619751, 1.0494836568832397, -1.0389118194580078, 1.0403069257736206, 1.0491089820861816, -1.041932225227356, -1.0394501686096191, -1.0347552299499512]"
71,"[0, 1, 0, 1, 1, 0, 0, 0]","[1, 0, 1, 1, 1, 0, 0, 0]","[1.023666501045227, -1.0466971397399902, 1.0402835607528687, -1.0404949188232422, -1.051400065422058, 1.0374302864074707, 1.0380336046218872, 1.0389087200164795]"
72,"[0, 1, 0, 0, 1, 0, 0, 1]","[1, 0, 1, 1, 0, 1, 1, 1]","[1.0543508529663086, -1.035308599472046, 1.0515832901000977, 1.0445208549499512, -1.0355396270751953, 1.041305422782898, 1.0412731170654297, -1.0321894884109497]"
73,"[1, 0, 1, 1, 0, 1, 1, 0]","[1, 0, 1, 1, 0, 1, 1, 0]","[-1.0402971506118774, 1.0626318454742432, -1.0303341150283813, -1.0354598760604858, 1.0539178848266602, -1.034509301185608, -1.0320872068405151, 1.0434012413024902]"
74,"[1, 1, 1, 0, 0, 0, 1, 1]","[1, 0, 1, 1, 0, 1, 0, 1]","[-1.0487148761749268, -1.0429518222808838, -1.0376176834106445, 1.0385026931762695, 1.0550140142440796, 1.040138602256775, -1.040520191192627, -1.0321639776229858]"
75,"[0, 0, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 1, 0, 1, 0, 0]","[1.0412336587905884, 1.0552185773849487, 1.0453850030899048, -1.0377925634384155, -1.0497580766677856, -1.0417444705963135, 1.0357253551483154, 1.0381642580032349]"
76,"[1, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 1, 1]","[-1.0468040704727173, 1.0497037172317505, 1.0521481037139893, 1.0410406589508057, 1.053116798400879, -1.038739562034607, 1.0411975383758545, -1.0320022106170654]"
77,"[0, 1, 1, 1, 1, 0, 1, 0]","[1, 0, 1, 1, 0, 0, 1, 0]","[1.0419514179229736, -1.0480161905288696, -1.0365359783172607, -1.0399707555770874, -1.0469915866851807, 1.0393589735031128, -1.038949966430664, 1.040898084640503]"
78,"[0, 0, 1, 0, 1, 1, 1, 1]","[1, 0, 1, 1, 0, 0, 0, 1]","[1.040435791015625, 1.0431827306747437, -1.0456854104995728, 1.035934567451477, -1.051302433013916, -1.0471190214157104, -1.0414975881576538, -1.0431132316589355]"
79,"[0, 1, 0, 1, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 0]","[1.014948844909668, -1.04559326171875, 1.0420550107955933, -1.0430552959442139, 1.0357877016067505, 1.0368454456329346, 1.037018060684204, 1.0393887758255005]"
80,"[0, 0, 1, 1, 0, 0, 0, 1]","[1, 0, 1, 0, 1, 1, 1, 1]","[1.0433036088943481, 1.043203592300415, -1.0391064882278442, -1.0423790216445923, 1.0433270931243896, 1.039039134979248, 1.0393646955490112, -1.0371190309524536]"
81,"[1, 1, 0, 0, 1, 1, 1, 0]","[1, 0, 1, 0, 1, 1, 1, 0]","[-1.0409741401672363, -1.03322172164917, 1.0576907396316528, 1.0458953380584717, -1.030536413192749, -1.0324716567993164, -1.031693696975708, 1.0436865091323853]"
82,"[1, 0, 0, 1, 1, 0, 1, 1]","[1, 0, 1, 0, 1, 1, 0, 1]","[-1.0495781898498535, 1.0440177917480469, 1.0400047302246094, -1.0423882007598877, -1.037406086921692, 1.041541576385498, -1.0397504568099976, -1.0314513444900513]"
83,"[0, 1, 1, 0, 0, 1, 0, 0]","[1, 0, 1, 0, 1, 1, 0, 0]","[1.0386382341384888, -1.0388582944869995, -1.0480748414993286, 1.035224437713623, 1.0499836206436157, -1.0408415794372559, 1.0360952615737915, 1.0382050275802612]"
84,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 1, 0, 1, 0, 1, 1]","[-1.0498296022415161, -1.0429528951644897, -1.0469167232513428, -1.0324372053146362, -1.0412324666976929, -1.0362951755523682, 1.0428436994552612, -1.0302925109863281]"
85,"[0, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 1, 0, 1, 0, 1, 0]","[1.0394949913024902, 1.0414543151855469, 1.0539562702178955, 1.0412750244140625, 1.044188141822815, 1.0410349369049072, -1.0379045009613037, 1.0402027368545532]"
86,"[0, 1, 0, 1, 0, 1, 1, 1]","[1, 0, 1, 0, 1, 0, 0, 1]","[1.0285758972167969, -1.0542467832565308, 1.043025255203247, -1.0472050905227661, 1.0491431951522827, -1.0466485023498535, -1.0426554679870605, -1.042278528213501]"
87,"[1, 0, 1, 0, 1, 0, 0, 0]","[1, 0, 1, 0, 1, 0, 0, 0]","[-1.069287657737732, 1.038804054260254, -1.0502114295959473, 1.0349854230880737, -1.053305745124817, 1.0348821878433228, 1.0353341102600098, 1.037703037261963]"
88,"[0, 0, 1, 1, 1, 0, 0, 1]","[1, 0, 1, 0, 0, 1, 1, 1]","[1.0185856819152832, 1.0416858196258545, -1.0427426099777222, -1.041985034942627, -1.0325648784637451, 1.039243221282959, 1.0393966436386108, -1.0404716730117798]"
89,"[0, 1, 0, 0, 0, 1, 1, 0]","[1, 0, 1, 0, 0, 1, 1, 0]","[1.036429524421692, -1.0384622812271118, 1.0501872301101685, 1.0388214588165283, 1.0492202043533325, -1.0393184423446655, -1.0363506078720093, 1.0404118299484253]"
90,"[0, 0, 0, 1, 0, 0, 1, 1]","[1, 0, 1, 0, 0, 1, 0, 1]","[1.029703140258789, 1.0416229963302612, 1.0404000282287598, -1.0486869812011719, 1.0509881973266602, 1.0355559587478638, -1.0458273887634277, -1.0431479215621948]"
91,"[1, 1, 1, 0, 1, 1, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 0]","[-1.0664230585098267, -1.044224739074707, -1.048357605934143, 1.0336171388626099, -1.0538547039031982, -1.0478241443634033, 1.03200364112854, 1.0357615947723389]"
92,"[0, 1, 1, 1, 0, 1, 0, 1]","[1, 0, 1, 0, 0, 0, 1, 1]","[1.0429257154464722, -1.0472601652145386, -1.0468052625656128, -1.0421125888824463, 1.0520786046981812, -1.044032335281372, 1.038641333580017, -1.035818338394165]"
93,"[1, 0, 0, 0, 1, 0, 1, 0]","[1, 0, 1, 0, 0, 0, 1, 0]","[-1.0724109411239624, 1.0410325527191162, 1.0534030199050903, 1.036661982536316, -1.0512135028839111, 1.0343890190124512, -1.045326590538025, 1.037693738937378]"
94,"[1, 1, 0, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 0, 0, 0, 1]","[-1.0843217372894287, -1.056868076324463, 1.0408825874328613, -1.049316167831421, -1.0550204515457153, -1.0497465133666992, -1.0445197820663452, -1.0453062057495117]"
95,"[0, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0]","[1.0338984727859497, 1.037203311920166, -1.0459589958190918, 1.0352076292037964, 1.0354470014572144, 1.0344535112380981, 1.034639835357666, 1.0362790822982788]"
96,"[0, 1, 1, 0, 0, 0, 0, 1]","[1, 0, 0, 1, 1, 1, 1, 1]","[1.0475894212722778, -1.0372329950332642, -1.0355180501937866, 1.0410228967666626, 1.042901873588562, 1.0395089387893677, 1.0392311811447144, -1.0383645296096802]"
97,"[1, 0, 0, 1, 1, 1, 1, 0]","[1, 0, 0, 1, 1, 1, 1, 0]","[-1.0348670482635498, 1.06451416015625, 1.059580683708191, -1.0351496934890747, -1.026694416999817, -1.032857894897461, -1.0310249328613281, 1.0439751148223877]"
98,"[1, 1, 0, 0, 1, 0, 1, 1]","[1, 0, 0, 1, 1, 1, 0, 1]","[-1.039098858833313, -1.0394247770309448, 1.0525623559951782, 1.041898488998413, -1.036008358001709, 1.0424562692642212, -1.0394197702407837, -1.0294877290725708]"
99,"[0, 0, 1, 1, 0, 1, 0, 0]","[1, 0, 0, 1, 1, 1, 0, 0]","[1.0303596258163452, 1.0561802387237549, -1.0504447221755981, -1.0390528440475464, 1.0480443239212036, -1.0402603149414062, 1.034565806388855, 1.0357211828231812]"
100,"[0, 0, 1, 0, 1, 1, 0, 1]","[1, 0, 0, 1, 1, 0, 1, 1]","[1.0122591257095337, 1.0478479862213135, -1.0323004722595215, 1.0404162406921387, -0.9832454919815063, -1.0353329181671143, 1.0374170541763306, -1.0357962846755981]"
101,"[0, 1, 0, 1, 0, 0, 1, 0]","[1, 0, 0, 1, 1, 0, 1, 0]","[1.034986972808838, -1.049436330795288, 1.0520713329315186, -1.0399036407470703, 1.0431934595108032, 1.0416041612625122, -1.038939356803894, 1.040172815322876]"
102,"[0, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 1, 1, 0, 0, 1]","[1.0348771810531616, 1.0442742109298706, 1.04988431930542, 1.0344113111495972, 1.045676827430725, -1.0379546880722046, -1.0419700145721436, -1.0380816459655762]"
103,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 1, 1, 0, 0, 0]","[-1.0782318115234375, -1.0497021675109863, -1.0499343872070312, -1.046654462814331, -1.0582726001739502, 1.0309032201766968, 1.0321314334869385, 1.034696340560913]"
