Example,Decoded_Bits,Polar_code,Output
44,"[1, 1, 1, 0, 0, 1, 0, 1]","[1, 1, 0, 1, 0, 0, 1, 1]","[-1.03947913646698, -1.0350669622421265, -1.0318790674209595, 1.0427356958389282, 1.0478003025054932, -1.036010503768921, 1.0433826446533203, -1.0361543893814087]"
45,"[0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 0, 1, 0, 0, 1, 0]","[1.0398274660110474, 1.0441120862960815, 1.0454332828521729, -1.0395712852478027, -1.0444464683532715, 1.0417529344558716, -1.0345604419708252, 1.0433099269866943]"
46,"[0, 1, 0, 0, 1, 1, 1, 1]","[1, 1, 0, 1, 0, 0, 0, 1]","[1.0373173952102661, -1.0424755811691284, 1.0488618612289429, 1.0458141565322876, -1.044126033782959, -1.041019320487976, -1.0423730611801147, -1.0434670448303223]"
47,"[0, 0, 1, 1, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 0]","[1.0281696319580078, 1.04179847240448, -1.0438578128814697, -1.0391348600387573, 1.0358600616455078, 1.0391234159469604, 1.038835048675537, 1.039804220199585]"
48,"[0, 1, 0, 1, 0, 0, 0, 1]","[1, 1, 0, 0, 1, 1, 1, 1]","[1.0323902368545532, -1.0461162328720093, 1.0444151163101196, -1.0382919311523438, 1.0378729104995728, 1.0386323928833008, 1.03971529006958, -1.041513204574585]"
49,"[1, 0, 1, 0, 1, 1, 1, 0]","[1, 1, 0, 0, 1, 1, 1, 0]","[-1.049040675163269, 1.044152021408081, -1.0471357107162476, 1.0400224924087524, -1.0361744165420532, -1.0360488891601562, -1.0351250171661377, 1.0402441024780273]"
50,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 0, 0, 1, 1, 0, 1]","[-1.046514630317688, -1.0348925590515137, -1.0412009954452515, -1.0394059419631958, -1.0350755453109741, 1.0417834520339966, -1.0373599529266357, -1.0366283655166626]"
51,"[0, 0, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 0, 1, 1, 0, 0]","[1.0366160869598389, 1.0461350679397583, 1.041473388671875, 1.0398077964782715, 1.046172022819519, -1.036135196685791, 1.0419384241104126, 1.042810320854187]"
52,"[1, 0, 0, 1, 1, 1, 0, 1]","[1, 1, 0, 0, 1, 0, 1, 1]","[-1.0400490760803223, 1.046974539756775, 1.0409643650054932, -1.0374070405960083, -1.0278116464614868, -1.035496473312378, 1.0410863161087036, -1.036422848701477]"
53,"[0, 1, 1, 0, 0, 0, 1, 0]","[1, 1, 0, 0, 1, 0, 1, 0]","[1.0369569063186646, -1.0438799858093262, -1.0453729629516602, 1.0430681705474854, 1.04344642162323, 1.0423940420150757, -1.040105938911438, 1.0429062843322754]"
54,"[0, 0, 1, 1, 0, 1, 1, 1]","[1, 1, 0, 0, 1, 0, 0, 1]","[1.0193392038345337, 1.0432230234146118, -1.0419602394104004, -1.0433135032653809, 1.0442190170288086, -1.0408134460449219, -1.0415840148925781, -1.042554259300232]"
55,"[1, 1, 0, 0, 1, 0, 0, 0]","[1, 1, 0, 0, 1, 0, 0, 0]","[-1.0559566020965576, -1.0442222356796265, 1.0413343906402588, 1.0414949655532837, -1.040999174118042, 1.0423226356506348, 1.042290210723877, 1.0435277223587036]"
56,"[0, 1, 0, 1, 1, 0, 0, 1]","[1, 1, 0, 0, 0, 1, 1, 1]","[1.0362837314605713, -1.0397487878799438, 1.0389786958694458, -1.0379596948623657, -1.0363168716430664, 1.037269949913025, 1.0362281799316406, -1.0405551195144653]"
57,"[1, 0, 1, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0]","[-0.7524236440658569, 1.0381264686584473, -1.0473231077194214, 1.042271375656128, 1.049015760421753, -1.0440791845321655, -1.0417144298553467, 1.0438414812088013]"
58,"[0, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 0, 0, 0, 1, 0, 1]","[1.0378086566925049, -1.0395196676254272, -1.0407977104187012, -1.041356086730957, 1.0510979890823364, 1.0432931184768677, -1.0421265363693237, -1.0432344675064087]"
59,"[1, 0, 0, 0, 1, 1, 0, 0]","[1, 1, 0, 0, 0, 1, 0, 0]","[-1.0570014715194702, 1.044409155845642, 1.0428622961044312, 1.0385152101516724, -1.041785717010498, -1.040409803390503, 1.039992332458496, 1.0428919792175293]"
60,"[0, 0, 0, 1, 0, 1, 0, 1]","[1, 1, 0, 0, 0, 0, 1, 1]","[1.0415852069854736, 1.0443559885025024, 1.0438371896743774, -1.0456576347351074, 1.0456929206848145, -1.0420485734939575, 1.0444142818450928, -1.0427390336990356]"
61,"[1, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 0, 0, 0, 0, 1, 0]","[-1.0519315004348755, -1.0464236736297607, -1.0476198196411133, 1.0439714193344116, -1.0441877841949463, 1.0440949201583862, -1.045137643814087, 1.0456453561782837]"
62,"[0, 0, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 0, 0, 0, 0, 1]","[0.9839202165603638, 1.0459014177322388, -1.0402191877365112, -1.0425281524658203, -1.038407325744629, -1.0393420457839966, -1.0429227352142334, -1.0443968772888184]"
63,"[1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0]","[-1.0313278436660767, -1.0457019805908203, 1.0405381917953491, 1.0400090217590332, 1.042031168937683, 1.0416065454483032, 1.0411057472229004, 1.0412219762802124]"
64,"[1, 1, 0, 0, 0, 0, 0, 1]","[1, 0, 1, 1, 1, 1, 1, 1]","[-1.0520809888839722, -1.0355304479599, 1.0433290004730225, 1.0395550727844238, 1.0400623083114624, 1.0386253595352173, 1.0386152267456055, -1.0404554605484009]"
65,"[1, 0, 0, 1, 0, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0]","[-0.9459213018417358, 0.633357048034668, 0.5655646920204163, -0.9279815554618835, 0.6242256164550781, -0.8497968912124634, -0.9026841521263123, 1.0364251136779785]"
66,"[0, 1, 1, 0, 1, 0, 1, 1]","[1, 0, 1, 1, 1, 1, 0, 1]","[1.0322576761245728, -1.0385096073150635, -1.0428587198257446, 1.038564682006836, -1.040979027748108, 1.0363844633102417, -1.0383834838867188, -1.0323106050491333]"
67,"[0, 0, 0, 1, 0, 1, 0, 0]","[1, 0, 1, 1, 1, 1, 0, 0]","[1.0314990282058716, 1.046601414680481, 1.044025182723999, -1.0325871706008911, 1.042568564414978, -1.0338900089263916, 1.0452239513397217, 1.0433813333511353]"
68,"[0, 0, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 1, 0, 1, 1]","[1.0346221923828125, 1.0453689098358154, 1.0450283288955688, 1.0391355752944946, -1.04952073097229, -1.028503656387329, 1.040117859840393, -1.0295523405075073]"
69,"[1, 1, 1, 1, 0, 0, 1, 0]","[1, 0, 1, 1, 1, 0, 1, 0]","[-1.047858476638794, -1.0418952703475952, -1.0340795516967773, -1.0352556705474854, 1.0440641641616821, 1.0418696403503418, -1.036184310913086, 1.0404599905014038]"
70,"[1, 0, 1, 0, 0, 1, 1, 1]","[1, 0, 1, 1, 1, 0, 0, 1]","[-1.053637146949768, 1.045262336730957, -1.0401555299758911, 1.0418306589126587, 1.0456515550613403, -1.0401872396469116, -1.0407923460006714, -1.0379691123962402]"
71,"[0, 1, 0, 1, 1, 0, 0, 0]","[1, 0, 1, 1, 1, 0, 0, 0]","[1.0323964357376099, -1.0351035594940186, 1.042539119720459, -1.0395617485046387, -1.0397493839263916, 1.0405693054199219, 1.0409389734268188, 1.0409563779830933]"
72,"[0, 1, 0, 0, 1, 0, 0, 1]","[1, 0, 1, 1, 0, 1, 1, 1]","[1.040107011795044, -1.0361274480819702, 1.038672924041748, 1.0410808324813843, -1.0382721424102783, 1.0386946201324463, 1.0389094352722168, -1.037983775138855]"
73,"[1, 0, 1, 1, 0, 1, 1, 0]","[1, 0, 1, 1, 0, 1, 1, 0]","[-1.0535887479782104, 1.0435937643051147, -1.0376148223876953, -1.0385435819625854, 1.0478556156158447, -1.0374916791915894, -1.032537579536438, 1.040210247039795]"
74,"[1, 1, 1, 0, 0, 0, 1, 1]","[1, 0, 1, 1, 0, 1, 0, 1]","[-1.050650715827942, -1.034511923789978, -1.0377931594848633, 1.0402803421020508, 1.0447752475738525, 1.0415796041488647, -1.0398145914077759, -1.03569495677948]"
75,"[0, 0, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 1, 0, 1, 0, 0]","[1.0381299257278442, 1.045428991317749, 1.0449581146240234, -1.0407909154891968, -1.0445952415466309, -1.0416446924209595, 1.0434613227844238, 1.0433112382888794]"
76,"[1, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 1, 1]","[-1.044810175895691, 1.0461074113845825, 1.0477163791656494, 1.0425281524658203, 1.0474050045013428, -1.037327527999878, 1.0438154935836792, -1.0363136529922485]"
77,"[0, 1, 1, 1, 1, 0, 1, 0]","[1, 0, 1, 1, 0, 0, 1, 0]","[1.0397753715515137, -1.042798399925232, -1.0398000478744507, -1.0403552055358887, -1.0435231924057007, 1.0397276878356934, -1.0341819524765015, 1.0416051149368286]"
78,"[0, 0, 1, 0, 1, 1, 1, 1]","[1, 0, 1, 1, 0, 0, 0, 1]","[1.0401111841201782, 1.047446370124817, -1.0439763069152832, 1.0448886156082153, -1.044703722000122, -1.0417922735214233, -1.044053554534912, -1.0434354543685913]"
79,"[0, 1, 0, 1, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 0]","[1.0174190998077393, -1.0418440103530884, 1.0420987606048584, -1.0395046472549438, 1.0336912870407104, 1.0380321741104126, 1.0378292798995972, 1.0392787456512451]"
80,"[1, 0, 1, 1, 0, 0, 0, 1]","[1, 0, 1, 0, 1, 1, 1, 1]","[-1.0473988056182861, 1.0451077222824097, -1.0470112562179565, -1.043639063835144, 1.0379866361618042, 1.040480613708496, 1.0399270057678223, -1.0441480875015259]"
81,"[1, 1, 0, 0, 1, 1, 1, 0]","[1, 0, 1, 0, 1, 1, 1, 0]","[-1.0516026020050049, -1.0363789796829224, 1.0513559579849243, 1.037580132484436, -1.0349065065383911, -1.0351269245147705, -1.03511643409729, 1.039298176765442]"
82,"[0, 0, 0, 1, 1, 0, 1, 1]","[1, 0, 1, 0, 1, 1, 0, 1]","[0.9365350008010864, 1.0375885963439941, 1.0449854135513306, -1.036813497543335, -1.0330058336257935, 1.040257215499878, -1.0335813760757446, -1.0334498882293701]"
83,"[0, 1, 1, 0, 0, 1, 0, 0]","[1, 0, 1, 0, 1, 1, 0, 0]","[1.0375943183898926, -1.0341613292694092, -1.0427634716033936, 1.039832353591919, 1.0451160669326782, -1.0397545099258423, 1.0420194864273071, 1.0422576665878296]"
84,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 1, 0, 1, 0, 1, 1]","[-1.047531247138977, -1.0453647375106812, -1.0437918901443481, -1.0379151105880737, -1.0367745161056519, -1.0360583066940308, 1.0417393445968628, -1.0366449356079102]"
85,"[0, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 1, 0, 1, 0, 1, 0]","[1.0342196226119995, 1.0437986850738525, 1.045987606048584, 1.0412827730178833, 1.0424413681030273, 1.0408366918563843, -1.0375409126281738, 1.041814923286438]"
86,"[0, 1, 0, 1, 0, 1, 1, 1]","[1, 0, 1, 0, 1, 0, 0, 1]","[1.027620792388916, -1.0509700775146484, 1.0425257682800293, -1.044264793395996, 1.0441529750823975, -1.040006160736084, -1.042368769645691, -1.0421016216278076]"
87,"[1, 0, 1, 0, 1, 0, 0, 0]","[1, 0, 1, 0, 1, 0, 0, 0]","[-1.0554320812225342, 1.045603632926941, -1.0430352687835693, 1.0412530899047852, -1.0400745868682861, 1.0412111282348633, 1.0422022342681885, 1.0432610511779785]"
88,"[0, 1, 1, 1, 1, 0, 0, 1]","[1, 0, 1, 0, 0, 1, 1, 1]","[0.9947150349617004, -0.9374405145645142, -1.0420546531677246, -1.0448898077011108, -1.0415619611740112, 1.0340286493301392, 1.0352685451507568, -1.0464954376220703]"
89,"[0, 1, 0, 0, 0, 1, 1, 0]","[1, 0, 1, 0, 0, 1, 1, 0]","[1.0347367525100708, -1.041767954826355, 1.049041748046875, 1.0416076183319092, 1.0482263565063477, -1.0411778688430786, -1.0361781120300293, 1.0436835289001465]"
90,"[0, 0, 0, 1, 0, 0, 1, 1]","[1, 0, 1, 0, 0, 1, 0, 1]","[1.0362749099731445, 1.047269582748413, 1.0459946393966675, -1.042256474494934, 1.0503495931625366, 1.0441824197769165, -1.0436197519302368, -1.0427404642105103]"
91,"[1, 1, 1, 0, 1, 1, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 0]","[-1.0546437501907349, -1.0386244058609009, -1.0425496101379395, 1.0393884181976318, -1.0430580377578735, -1.0399572849273682, 1.0400186777114868, 1.0425140857696533]"
92,"[0, 1, 1, 1, 0, 1, 0, 1]","[1, 0, 1, 0, 0, 0, 1, 1]","[1.0418883562088013, -1.047899603843689, -1.0449419021606445, -1.045926809310913, 1.0463401079177856, -1.0425872802734375, 1.0444070100784302, -1.0430480241775513]"
93,"[1, 0, 0, 0, 1, 0, 1, 0]","[1, 0, 1, 0, 0, 0, 1, 0]","[-1.054131269454956, 1.0427687168121338, 1.0472544431686401, 1.042114496231079, -1.0438557863235474, 1.041689157485962, -1.0437628030776978, 1.0446802377700806]"
94,"[1, 1, 0, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 0, 0, 0, 1]","[-1.0518362522125244, -1.0509909391403198, 1.0448466539382935, -1.0450224876403809, -1.0411980152130127, -1.0421150922775269, -1.045750379562378, -1.0459567308425903]"
95,"[0, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0]","[1.031447410583496, 1.038933515548706, -1.0456135272979736, 1.037750005722046, 1.0387893915176392, 1.039557695388794, 1.038965106010437, 1.040238618850708]"
96,"[0, 1, 1, 0, 0, 0, 0, 1]","[1, 0, 0, 1, 1, 1, 1, 1]","[1.0366703271865845, -1.0379164218902588, -1.0343220233917236, 1.0413234233856201, 1.0374830961227417, 1.038016676902771, 1.03876531124115, -1.0412362813949585]"
97,"[1, 0, 0, 1, 1, 1, 1, 0]","[1, 0, 0, 1, 1, 1, 1, 0]","[-1.0412023067474365, 1.0437965393066406, 1.041171669960022, -1.0359270572662354, -1.0328149795532227, -1.0347628593444824, -1.0359348058700562, 1.0399367809295654]"
98,"[1, 1, 0, 0, 1, 0, 1, 1]","[1, 0, 0, 1, 1, 1, 0, 1]","[-1.0415018796920776, -1.0287446975708008, 1.0425862073898315, 1.0418747663497925, -1.031421422958374, 1.0392333269119263, -1.0340192317962646, -1.0334398746490479]"
99,"[0, 0, 1, 1, 0, 1, 0, 0]","[1, 0, 0, 1, 1, 1, 0, 0]","[1.0429173707962036, 1.0466724634170532, -1.0454728603363037, -1.040603518486023, 1.046514868736267, -1.0419058799743652, 1.043981671333313, 1.0428897142410278]"
100,"[0, 0, 1, 0, 0, 1, 0, 1]","[1, 0, 0, 1, 1, 0, 1, 1]","[1.0154041051864624, 1.038503646850586, -1.0108277797698975, 1.0354763269424438, 0.8242119550704956, -1.02321457862854, 1.0384557247161865, -1.029767632484436]"
101,"[0, 1, 0, 1, 0, 0, 1, 0]","[1, 0, 0, 1, 1, 0, 1, 0]","[1.042832612991333, -1.0416889190673828, 1.045995831489563, -1.0376615524291992, 1.0403867959976196, 1.042192816734314, -1.0388391017913818, 1.0432052612304688]"
102,"[0, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 1, 1, 0, 0, 1]","[1.033990740776062, 1.0425150394439697, 1.0452625751495361, 1.0462850332260132, 1.0423380136489868, -1.03628671169281, -1.0406798124313354, -1.0404880046844482]"
103,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 1, 1, 0, 0, 0]","[-1.0539659261703491, -1.0416926145553589, -1.041866421699524, -1.0378586053848267, -1.0396084785461426, 1.0409573316574097, 1.0409959554672241, 1.0416884422302246]"
