Example,Decoded_Bits,Polar_code,Output
25,"[1, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0]","[-1.0526924133300781, 1.0517069101333618, 1.0580239295959473, 1.0437586307525635, 1.0498380661010742, -1.0354806184768677, -1.030563473701477, 1.045494556427002]"
26,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 1, 0, 0, 1, 0, 1]","[-1.0541300773620605, -1.0485397577285767, 1.052393913269043, -1.0330015420913696, 1.053208589553833, 1.0435936450958252, -1.028778076171875, -1.0316168069839478]"
27,"[0, 0, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]","[1.0524334907531738, 1.0498605966567993, -1.0505077838897705, 1.0380960702896118, -1.0523197650909424, -1.041416049003601, 1.0374350547790527, 1.0389825105667114]"
28,"[1, 0, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 0, 0, 0, 1, 1]","[-1.0493000745773315, 1.0551111698150635, -1.0453981161117554, -1.0306240320205688, 1.0537912845611572, -1.03681218624115, 1.0437933206558228, -1.033819317817688]"
29,"[0, 1, 0, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 0]","[1.054298996925354, -1.050531268119812, 1.057765007019043, 1.0466989278793335, -1.0525468587875366, 1.0478506088256836, -1.0348557233810425, 1.0431550741195679]"
30,"[0, 0, 0, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 0, 0, 1]","[1.0541719198226929, 1.0480506420135498, 1.0549083948135376, -1.0350061655044556, -1.046820878982544, -1.035811185836792, -1.0297924280166626, -1.0354348421096802]"
31,"[1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0]","[-1.0425176620483398, -1.0462323427200317, -1.04629385471344, 1.0421873331069946, 1.0432243347167969, 1.0419015884399414, 1.0417578220367432, 1.040419578552246]"
32,"[1, 0, 1, 0, 0, 0, 0, 1]","[1, 1, 0, 1, 1, 1, 1, 1]","[-1.0544908046722412, 1.0459495782852173, -1.0436195135116577, 1.0433295965194702, 1.0431785583496094, 1.0428560972213745, 1.043508529663086, -1.04279363155365]"
33,"[0, 1, 0, 1, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 0]","[1.0447702407836914, -1.0550721883773804, 1.0527737140655518, -1.021803855895996, -1.0361790657043457, -1.0218148231506348, -1.0177255868911743, 1.043561577796936]"
34,"[0, 0, 0, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 1, 0, 1]","[1.0533522367477417, 1.0539138317108154, 1.0540236234664917, 1.044599175453186, -1.0366263389587402, 1.0456029176712036, -1.0330969095230103, -1.033548355102539]"
35,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 0, 1, 1, 1, 0, 0]","[-1.0512146949768066, -1.0582411289215088, -1.05583918094635, -1.0364816188812256, 1.0479421615600586, -1.0374711751937866, 1.0434155464172363, 1.0418317317962646]"
36,"[0, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 0, 1, 1, 0, 1, 1]","[1.0435857772827148, -1.040189504623413, -1.0387870073318481, 1.0437549352645874, -1.0425896644592285, -1.036819338798523, 1.0434212684631348, -1.0364139080047607]"
37,"[1, 0, 0, 1, 0, 0, 1, 0]","[1, 1, 0, 1, 1, 0, 1, 0]","[-1.054868221282959, 1.044350028038025, 1.05237877368927, -1.0400264263153076, 1.0433920621871948, 1.0398794412612915, -1.037654995918274, 1.0429564714431763]"
38,"[1, 1, 0, 0, 0, 1, 1, 1]","[1, 1, 0, 1, 1, 0, 0, 1]","[-1.0479096174240112, -1.0443261861801147, 1.0536463260650635, 1.0391230583190918, 1.0541682243347168, -1.0419633388519287, -1.0370436906814575, -1.0381336212158203]"
39,"[0, 0, 1, 1, 1, 0, 0, 0]","[1, 1, 0, 1, 1, 0, 0, 0]","[1.041854977607727, 1.0450217723846436, -1.0516434907913208, -1.0424753427505493, -1.0551247596740723, 1.039171576499939, 1.0403259992599487, 1.042622685432434]"
40,"[0, 0, 1, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 0, 1, 1, 1]","[1.0473244190216064, 1.0472196340560913, -1.041605830192566, 1.0445644855499268, -1.0418728590011597, 1.0403385162353516, 1.0419780015945435, -1.0353507995605469]"
41,"[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[-1.0064870119094849, -1.054115891456604, 1.053881049156189, -1.0336741209030151, 1.0481464862823486, -1.0337284803390503, -1.02867591381073, 1.0439493656158447]"
42,"[1, 0, 0, 0, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 1]","[-1.051005482673645, 1.0479466915130615, 1.0513626337051392, 1.0359491109848022, 1.0533477067947388, 1.0390719175338745, -1.0381792783737183, -1.036523699760437]"
43,"[0, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 0, 1, 0, 1, 0, 0]","[1.0501154661178589, -1.057185411453247, -1.0545833110809326, -1.0362504720687866, -1.053849220275879, -1.0413793325424194, 1.0395705699920654, 1.0405995845794678]"
44,"[1, 1, 1, 0, 0, 1, 0, 1]","[1, 1, 0, 1, 0, 0, 1, 1]","[-1.0447704792022705, -1.0388513803482056, -1.0388031005859375, 1.0377556085586548, 1.053781509399414, -1.0372936725616455, 1.0433257818222046, -1.034264326095581]"
45,"[0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 0, 1, 0, 0, 1, 0]","[1.0452253818511963, 1.0469907522201538, 1.0547751188278198, -1.0394690036773682, -1.0534424781799316, 1.0452746152877808, -1.0366541147232056, 1.0444213151931763]"
46,"[0, 1, 0, 0, 1, 1, 1, 1]","[1, 1, 0, 1, 0, 0, 0, 1]","[1.054916501045227, -1.0431185960769653, 1.0539897680282593, 1.0400482416152954, -1.0505517721176147, -1.0394763946533203, -1.0327825546264648, -1.0372154712677002]"
47,"[0, 0, 1, 1, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 0]","[1.0332276821136475, 1.0421066284179688, -1.0534067153930664, -1.0416523218154907, 1.0403985977172852, 1.0415281057357788, 1.0417397022247314, 1.0432438850402832]"
48,"[0, 1, 0, 1, 0, 0, 0, 1]","[1, 1, 0, 0, 1, 1, 1, 1]","[1.0409431457519531, -1.0496917963027954, 1.0471713542938232, -1.0386346578598022, 1.0386955738067627, 1.039117693901062, 1.0403480529785156, -1.0385193824768066]"
49,"[1, 0, 1, 0, 1, 1, 1, 0]","[1, 1, 0, 0, 1, 1, 1, 0]","[-1.0528780221939087, 1.0497701168060303, -1.0512243509292603, 1.0403940677642822, -1.035949468612671, -1.0313920974731445, -1.0271366834640503, 1.042353630065918]"
50,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 0, 0, 1, 1, 0, 1]","[-1.0471563339233398, -1.0508531332015991, -1.043674349784851, -1.0395787954330444, -1.0392745733261108, 1.0413941144943237, -1.0360779762268066, -1.0384193658828735]"
51,"[0, 0, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 0, 1, 1, 0, 0]","[1.047798752784729, 1.0492264032363892, 1.0386137962341309, 1.0366603136062622, 1.0489230155944824, -1.0403635501861572, 1.0400097370147705, 1.0401334762573242]"
52,"[1, 0, 0, 1, 1, 1, 0, 1]","[1, 1, 0, 0, 1, 0, 1, 1]","[-1.048608660697937, 1.0505403280258179, 1.0516571998596191, -1.0280057191848755, -1.044133186340332, -1.0359864234924316, 1.0434494018554688, -1.034400224685669]"
53,"[0, 1, 1, 0, 0, 0, 1, 0]","[1, 1, 0, 0, 1, 0, 1, 0]","[1.045902967453003, -1.0513054132461548, -1.0547200441360474, 1.0416624546051025, 1.0415197610855103, 1.0449765920639038, -1.0345021486282349, 1.0420587062835693]"
54,"[0, 0, 1, 1, 0, 1, 1, 1]","[1, 1, 0, 0, 1, 0, 0, 1]","[1.0466499328613281, 1.0454498529434204, -1.0492479801177979, -1.0416728258132935, 1.0533568859100342, -1.0406924486160278, -1.0366592407226562, -1.0398129224777222]"
55,"[1, 1, 0, 0, 1, 0, 0, 0]","[1, 1, 0, 0, 1, 0, 0, 0]","[-1.0552583932876587, -1.0531394481658936, 1.0426996946334839, 1.0395879745483398, -1.0518611669540405, 1.038986325263977, 1.0399137735366821, 1.042794942855835]"
56,"[0, 1, 0, 1, 1, 0, 0, 1]","[1, 1, 0, 0, 0, 1, 1, 1]","[1.0276559591293335, -1.0493762493133545, 1.047652006149292, -1.03684401512146, -1.0352832078933716, 1.0431554317474365, 1.043025016784668, -1.0384918451309204]"
57,"[0, 0, 1, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0]","[1.0307925939559937, 1.0516084432601929, -1.054821252822876, 1.041479229927063, 1.0516735315322876, -1.0382895469665527, -1.0319596529006958, 1.0431469678878784]"
58,"[0, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 0, 0, 0, 1, 0, 1]","[1.0410512685775757, -1.0554760694503784, -1.050096869468689, -1.0433778762817383, 1.050602912902832, 1.0360640287399292, -1.0402249097824097, -1.0416951179504395]"
59,"[1, 0, 0, 0, 1, 1, 0, 0]","[1, 1, 0, 0, 0, 1, 0, 0]","[-1.0588825941085815, 1.0484648942947388, 1.0407583713531494, 1.038555383682251, -1.0546674728393555, -1.0401753187179565, 1.036481261253357, 1.0399105548858643]"
60,"[0, 0, 0, 1, 0, 1, 0, 1]","[1, 1, 0, 0, 0, 0, 1, 1]","[1.05465829372406, 1.0542246103286743, 1.0544614791870117, -1.0377074480056763, 1.0540887117385864, -1.0386327505111694, 1.043936848640442, -1.0348877906799316]"
61,"[1, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 0, 0, 0, 0, 1, 0]","[-1.0613054037094116, -1.0518193244934082, -1.054025650024414, 1.0464069843292236, -1.0545310974121094, 1.047176480293274, -1.0367153882980347, 1.0437666177749634]"
62,"[0, 0, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 0, 0, 0, 0, 1]","[0.9628879427909851, 1.049454689025879, -1.0473557710647583, -1.036648154258728, -1.0469610691070557, -1.0375587940216064, -1.0313740968704224, -1.0371630191802979]"
63,"[1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0]","[-1.0401723384857178, -1.045488715171814, 1.047337532043457, 1.0446853637695312, 1.0456762313842773, 1.044964075088501, 1.0448435544967651, 1.0453522205352783]"
64,"[1, 1, 0, 0, 0, 0, 0, 1]","[1, 0, 1, 1, 1, 1, 1, 1]","[-1.0469762086868286, -1.0409348011016846, 1.0468244552612305, 1.0427547693252563, 1.0437077283859253, 1.0435453653335571, 1.0436893701553345, -1.0440826416015625]"
65,"[1, 0, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0]","[-1.0574370622634888, 0.8256209492683411, -1.0278488397598267, -1.0251773595809937, -1.0313265323638916, -1.0230215787887573, -1.0193500518798828, 1.0430660247802734]"
66,"[0, 1, 1, 0, 1, 0, 1, 1]","[1, 0, 1, 1, 1, 1, 0, 1]","[1.0532869100570679, -1.0459225177764893, -1.0369588136672974, 1.0451380014419556, -1.0367310047149658, 1.0461995601654053, -1.0331721305847168, -1.0338815450668335]"
67,"[1, 0, 0, 1, 0, 1, 0, 0]","[1, 0, 1, 1, 1, 1, 0, 0]","[-1.0502744913101196, 1.0517444610595703, 1.0421528816223145, -1.0372463464736938, 1.0480635166168213, -1.037537693977356, 1.04197359085083, 1.040252447128296]"
68,"[0, 0, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 1, 0, 1, 1]","[1.052721619606018, 1.0549317598342896, 1.0543537139892578, 1.0422966480255127, -1.0434397459030151, -1.0365468263626099, 1.0432946681976318, -1.0364165306091309]"
69,"[1, 1, 1, 1, 0, 0, 1, 0]","[1, 0, 1, 1, 1, 0, 1, 0]","[-1.0538065433502197, -1.0534391403198242, -1.0383844375610352, -1.0408986806869507, 1.0427416563034058, 1.0395410060882568, -1.0379189252853394, 1.0422254800796509]"
70,"[1, 0, 1, 0, 0, 1, 1, 1]","[1, 0, 1, 1, 1, 0, 0, 1]","[-1.049182415008545, 1.0546677112579346, -1.0377304553985596, 1.0397307872772217, 1.0540739297866821, -1.0415856838226318, -1.037316918373108, -1.0381972789764404]"
71,"[0, 1, 0, 1, 1, 0, 0, 0]","[1, 0, 1, 1, 1, 0, 0, 0]","[1.0415747165679932, -1.0496357679367065, 1.0428067445755005, -1.0421160459518433, -1.055402398109436, 1.0386122465133667, 1.0400333404541016, 1.0414215326309204]"
72,"[0, 1, 0, 0, 1, 0, 0, 1]","[1, 0, 1, 1, 0, 1, 1, 1]","[1.0467283725738525, -1.0438640117645264, 1.0498120784759521, 1.0433822870254517, -1.0424458980560303, 1.0404709577560425, 1.0419811010360718, -1.0359994173049927]"
73,"[1, 0, 1, 1, 0, 1, 1, 0]","[1, 0, 1, 1, 0, 1, 1, 0]","[-1.0522480010986328, 1.0578277111053467, -1.0342856645584106, -1.0351135730743408, 1.048822045326233, -1.0348206758499146, -1.0289992094039917, 1.04331636428833]"
74,"[1, 1, 1, 0, 0, 0, 1, 1]","[1, 0, 1, 1, 0, 1, 0, 1]","[-1.0530813932418823, -1.0463861227035522, -1.040144443511963, 1.0358026027679443, 1.0531456470489502, 1.0400432348251343, -1.038538932800293, -1.037511944770813]"
75,"[0, 0, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 1, 0, 1, 0, 0]","[1.0479072332382202, 1.0559555292129517, 1.0444869995117188, -1.0367722511291504, -1.0537902116775513, -1.0416004657745361, 1.0393381118774414, 1.0400010347366333]"
76,"[1, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 1, 1]","[-1.047723412513733, 1.053452730178833, 1.0561895370483398, 1.0358755588531494, 1.0533045530319214, -1.0380651950836182, 1.0429351329803467, -1.034691572189331]"
77,"[0, 1, 1, 1, 1, 0, 1, 0]","[1, 0, 1, 1, 0, 0, 1, 0]","[1.0461777448654175, -1.0524970293045044, -1.0373644828796387, -1.0394515991210938, -1.0537766218185425, 1.0434784889221191, -1.0361372232437134, 1.0431880950927734]"
78,"[0, 0, 1, 0, 1, 1, 1, 1]","[1, 0, 1, 1, 0, 0, 0, 1]","[1.0544254779815674, 1.0504977703094482, -1.0403794050216675, 1.0389200448989868, -1.051443338394165, -1.04059636592865, -1.0348904132843018, -1.038571834564209]"
79,"[0, 1, 0, 1, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 0]","[1.0132662057876587, -1.0507386922836304, 1.0472838878631592, -1.041027545928955, 1.0393000841140747, 1.0406297445297241, 1.041239619255066, 1.0429420471191406]"
80,"[0, 0, 1, 1, 0, 0, 0, 1]","[1, 0, 1, 0, 1, 1, 1, 1]","[1.0348515510559082, 1.0462067127227783, -1.047301173210144, -1.039252519607544, 1.0391311645507812, 1.0395689010620117, 1.040441632270813, -1.039857029914856]"
81,"[1, 1, 0, 0, 1, 1, 1, 0]","[1, 0, 1, 0, 1, 1, 1, 0]","[-1.0520684719085693, -1.033852458000183, 1.0544604063034058, 1.0394301414489746, -1.0384682416915894, -1.0315868854522705, -1.0259313583374023, 1.0421890020370483]"
82,"[1, 0, 0, 1, 1, 0, 1, 1]","[1, 0, 1, 0, 1, 1, 0, 1]","[-1.0473484992980957, 1.0440399646759033, 1.0473637580871582, -1.0393964052200317, -1.0399729013442993, 1.041774868965149, -1.035575032234192, -1.0386662483215332]"
83,"[0, 1, 1, 0, 0, 1, 0, 0]","[1, 0, 1, 0, 1, 1, 0, 0]","[1.0497537851333618, -1.036849021911621, -1.0539827346801758, 1.0353400707244873, 1.0489935874938965, -1.0403943061828613, 1.0390198230743408, 1.0395625829696655]"
84,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 1, 0, 1, 0, 1, 1]","[-1.049781084060669, -1.0460036993026733, -1.0490161180496216, -1.0283254384994507, -1.0450503826141357, -1.035894513130188, 1.043358325958252, -1.0340803861618042]"
85,"[0, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 1, 0, 1, 0, 1, 0]","[1.0457912683486938, 1.0403541326522827, 1.0542700290679932, 1.0407257080078125, 1.0413941144943237, 1.0433316230773926, -1.0337263345718384, 1.0416373014450073]"
86,"[0, 1, 0, 1, 0, 1, 1, 1]","[1, 0, 1, 0, 1, 0, 0, 1]","[1.0441182851791382, -1.0522736310958862, 1.0514580011367798, -1.0423598289489746, 1.052960753440857, -1.041015863418579, -1.0380022525787354, -1.0409144163131714]"
87,"[1, 0, 1, 0, 1, 0, 0, 0]","[1, 0, 1, 0, 1, 0, 0, 0]","[-1.0577800273895264, 1.0454517602920532, -1.0536787509918213, 1.038872480392456, -1.052724838256836, 1.0387258529663086, 1.0399471521377563, 1.0426520109176636]"
88,"[0, 0, 1, 1, 1, 0, 0, 1]","[1, 0, 1, 0, 0, 1, 1, 1]","[1.00900137424469, 1.0434848070144653, -1.0474811792373657, -1.03702712059021, -1.0369325876235962, 1.0425211191177368, 1.0421955585479736, -1.0381898880004883]"
89,"[0, 1, 0, 0, 0, 1, 1, 0]","[1, 0, 1, 0, 0, 1, 1, 0]","[1.03855562210083, -1.0365551710128784, 1.053857684135437, 1.0415276288986206, 1.0512762069702148, -1.037445068359375, -1.0302807092666626, 1.0428786277770996]"
90,"[0, 0, 0, 1, 0, 0, 1, 1]","[1, 0, 1, 0, 0, 1, 0, 1]","[1.0413750410079956, 1.0468990802764893, 1.0477479696273804, -1.043505311012268, 1.0502809286117554, 1.0381052494049072, -1.040650486946106, -1.0419518947601318]"
91,"[1, 1, 1, 0, 1, 1, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 0]","[-1.0592344999313354, -1.0364248752593994, -1.0532646179199219, 1.0375436544418335, -1.055074691772461, -1.0403828620910645, 1.036834955215454, 1.0404572486877441]"
92,"[0, 1, 1, 1, 0, 1, 0, 1]","[1, 0, 1, 0, 0, 0, 1, 1]","[1.0509756803512573, -1.0479423999786377, -1.047245740890503, -1.0385379791259766, 1.0536658763885498, -1.0396263599395752, 1.0429564714431763, -1.035898208618164]"
93,"[1, 0, 0, 0, 1, 0, 1, 0]","[1, 0, 1, 0, 0, 0, 1, 0]","[-1.063478708267212, 1.04366135597229, 1.0542834997177124, 1.0437994003295898, -1.0547822713851929, 1.0446298122406006, -1.0374393463134766, 1.0431103706359863]"
94,"[1, 1, 0, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 0, 0, 0, 1]","[-1.0621782541275024, -1.0522578954696655, 1.0508568286895752, -1.0382901430130005, -1.0497077703475952, -1.0394407510757446, -1.0346442461013794, -1.0393316745758057]"
95,"[0, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0]","[1.0424202680587769, 1.0438473224639893, -1.0481573343276978, 1.041113257408142, 1.0408467054367065, 1.0410605669021606, 1.0408984422683716, 1.041312575340271]"
96,"[0, 1, 1, 0, 0, 0, 0, 1]","[1, 0, 0, 1, 1, 1, 1, 1]","[1.0381628274917603, -1.0444488525390625, -1.0440802574157715, 1.0372428894042969, 1.0382356643676758, 1.038468837738037, 1.0387141704559326, -1.0436855554580688]"
97,"[1, 0, 0, 1, 1, 1, 1, 0]","[1, 0, 0, 1, 1, 1, 1, 0]","[-1.0523840188980103, 1.0536789894104004, 1.0514674186706543, -1.0401777029037476, -1.041261911392212, -1.0394679307937622, -1.0385435819625854, 1.0409396886825562]"
98,"[1, 1, 0, 0, 1, 0, 1, 1]","[1, 0, 0, 1, 1, 1, 0, 1]","[-1.0495043992996216, -1.0464714765548706, 1.050268530845642, 1.0409599542617798, -1.040287971496582, 1.0400234460830688, -1.042696237564087, -1.0461931228637695]"
99,"[0, 0, 1, 1, 0, 1, 0, 0]","[1, 0, 0, 1, 1, 1, 0, 0]","[1.046101450920105, 1.055325984954834, -1.05815851688385, -1.0425814390182495, 1.0467450618743896, -1.0427863597869873, 1.039427638053894, 1.0382546186447144]"
100,"[0, 0, 1, 0, 1, 1, 0, 1]","[1, 0, 0, 1, 1, 0, 1, 1]","[0.9634891748428345, 1.0495100021362305, -1.0410271883010864, 1.02839994430542, -1.032280445098877, -1.0431853532791138, 1.033657193183899, -1.043384313583374]"
101,"[0, 1, 0, 1, 0, 0, 1, 0]","[1, 0, 0, 1, 1, 0, 1, 0]","[1.0421764850616455, -1.054149866104126, 1.0518871545791626, -1.0418273210525513, 1.0418572425842285, 1.0412317514419556, -1.0423411130905151, 1.041076421737671]"
102,"[0, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 1, 1, 0, 0, 1]","[1.0431535243988037, 1.0489674806594849, 1.0513441562652588, 1.0361137390136719, 1.0492329597473145, -1.0396368503570557, -1.0392646789550781, -1.0450984239578247]"
103,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 1, 1, 0, 0, 0]","[-1.0717567205429077, -1.0529533624649048, -1.0549724102020264, -1.0462383031845093, -1.0579017400741577, 1.0346611738204956, 1.0375111103057861, 1.040209412574768]"
