Example,Decoded_Bits,Polar_code,Output
58,"[0, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 0, 0, 0, 1, 0, 1]","[1.0399737358093262, -1.045822024345398, -1.0423561334609985, -1.0388656854629517, 1.0421056747436523, 1.0397166013717651, -1.0380693674087524, -1.0401073694229126]"
59,"[1, 0, 0, 0, 1, 1, 0, 0]","[1, 1, 0, 0, 0, 1, 0, 0]","[-1.054358959197998, 1.0448261499404907, 1.0451372861862183, 1.0469584465026855, -1.0432418584823608, -1.0444799661636353, 1.0463718175888062, 1.049176573753357]"
60,"[0, 0, 0, 1, 0, 1, 0, 1]","[1, 1, 0, 0, 0, 0, 1, 1]","[1.045365571975708, 1.04606294631958, 1.0467870235443115, -1.037751317024231, 1.0471665859222412, -1.036787748336792, 1.0467755794525146, -1.0377247333526611]"
61,"[1, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 0, 0, 0, 0, 1, 0]","[-1.0452629327774048, -1.0427906513214111, -1.0462428331375122, 1.0512877702713013, -1.0423731803894043, 1.0505170822143555, -1.0429024696350098, 1.0507694482803345]"
62,"[0, 0, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 0, 0, 0, 0, 1]","[0.9291847348213196, 1.043705940246582, -1.0400352478027344, -1.0344974994659424, -1.0386457443237305, -1.033482551574707, -1.0308977365493774, -1.0343904495239258]"
63,"[1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0]","[-1.0411096811294556, -1.0447458028793335, 1.0460753440856934, 1.0490869283676147, 1.0486891269683838, 1.0495579242706299, 1.0499426126480103, 1.0496429204940796]"
64,"[1, 1, 0, 0, 0, 0, 0, 1]","[1, 0, 1, 1, 1, 1, 1, 1]","[-1.0367590188980103, -1.0344791412353516, 1.0445584058761597, 1.0450372695922852, 1.0446034669876099, 1.044167160987854, 1.0434613227844238, -1.0430306196212769]"
65,"[1, 0, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0]","[-1.0336434841156006, 0.3864552676677704, -1.0240744352340698, -1.0297921895980835, -1.0065432786941528, -1.0291584730148315, -1.0325994491577148, 1.048948049545288]"
66,"[0, 1, 1, 0, 1, 0, 1, 1]","[1, 0, 1, 1, 1, 1, 0, 1]","[1.0473723411560059, -1.0358580350875854, -1.0389511585235596, 1.0468358993530273, -1.0407366752624512, 1.043763518333435, -1.0380059480667114, -1.0350911617279053]"
67,"[1, 0, 0, 1, 0, 1, 0, 0]","[1, 0, 1, 1, 1, 1, 0, 0]","[-1.0359148979187012, 1.0575560331344604, 1.0471223592758179, -1.0385016202926636, 1.0471034049987793, -1.040741205215454, 1.0519399642944336, 1.0499995946884155]"
68,"[0, 0, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 1, 0, 1, 1]","[1.05438232421875, 1.0486284494400024, 1.0514956712722778, 1.0461797714233398, -1.0420217514038086, -1.0357054471969604, 1.043528437614441, -1.0365796089172363]"
69,"[1, 1, 1, 1, 0, 0, 1, 0]","[1, 0, 1, 1, 1, 0, 1, 0]","[-1.0385169982910156, -1.0459449291229248, -1.0375865697860718, -1.0400365591049194, 1.0413718223571777, 1.0492435693740845, -1.042094111442566, 1.048034906387329]"
70,"[1, 0, 1, 0, 0, 1, 1, 1]","[1, 0, 1, 1, 1, 0, 0, 1]","[-1.0440584421157837, 1.0427767038345337, -1.0422505140304565, 1.042842984199524, 1.0421971082687378, -1.0406914949417114, -1.0399272441864014, -1.0401860475540161]"
71,"[0, 1, 0, 1, 1, 0, 0, 0]","[1, 0, 1, 1, 1, 0, 0, 0]","[1.0347462892532349, -1.0441253185272217, 1.041501760482788, -1.044396162033081, -1.0523173809051514, 1.0442403554916382, 1.044617772102356, 1.0475380420684814]"
72,"[0, 1, 0, 0, 1, 0, 0, 1]","[1, 0, 1, 1, 0, 1, 1, 1]","[1.0501313209533691, -1.0353775024414062, 1.047218918800354, 1.047882080078125, -1.0392062664031982, 1.0421632528305054, 1.042955756187439, -1.0376224517822266]"
73,"[1, 0, 1, 1, 0, 1, 1, 0]","[1, 0, 1, 1, 0, 1, 1, 0]","[-1.0419896841049194, 1.05436110496521, -1.0351340770721436, -1.0374900102615356, 1.049409031867981, -1.0404839515686035, -1.0405642986297607, 1.0482745170593262]"
74,"[1, 1, 1, 0, 0, 0, 1, 1]","[1, 0, 1, 1, 0, 1, 0, 1]","[-1.0479382276535034, -1.0385876893997192, -1.0408833026885986, 1.0420763492584229, 1.0433130264282227, 1.0398917198181152, -1.0377426147460938, -1.0350054502487183]"
75,"[0, 0, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 1, 0, 1, 0, 0]","[1.0404516458511353, 1.0495730638504028, 1.0432103872299194, -1.0418320894241333, -1.0467637777328491, -1.0451774597167969, 1.0478953123092651, 1.0480012893676758]"
76,"[1, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 1, 1]","[-1.0447050333023071, 1.047508955001831, 1.050063133239746, 1.0468884706497192, 1.0435785055160522, -1.0377739667892456, 1.0432305335998535, -1.037013292312622]"
77,"[0, 1, 1, 1, 1, 0, 1, 0]","[1, 0, 1, 1, 0, 0, 1, 0]","[1.0408483743667603, -1.0485584735870361, -1.040116548538208, -1.04117751121521, -1.0410057306289673, 1.0470213890075684, -1.0412163734436035, 1.0468631982803345]"
78,"[0, 0, 1, 0, 1, 1, 1, 1]","[1, 0, 1, 1, 0, 0, 0, 1]","[1.0451490879058838, 1.0403777360916138, -1.0453717708587646, 1.0421907901763916, -1.041380763053894, -1.0410120487213135, -1.0405040979385376, -1.0419132709503174]"
79,"[0, 1, 0, 1, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 0]","[1.0260367393493652, -1.047243356704712, 1.045112133026123, -1.0440443754196167, 1.043321967124939, 1.045294165611267, 1.0450061559677124, 1.0471097230911255]"
80,"[1, 0, 1, 1, 0, 0, 0, 1]","[1, 0, 1, 0, 1, 1, 1, 1]","[-0.9541813731193542, 1.0317156314849854, -1.0505629777908325, -1.0424734354019165, 1.0409311056137085, 1.041830062866211, 1.0412001609802246, -1.0446991920471191]"
81,"[1, 1, 0, 0, 1, 1, 1, 0]","[1, 0, 1, 0, 1, 1, 1, 0]","[-1.0435410737991333, -1.0383944511413574, 1.0476059913635254, 1.0488570928573608, -1.0381675958633423, -1.0398738384246826, -1.0389437675476074, 1.047188401222229]"
82,"[0, 0, 0, 1, 1, 0, 1, 1]","[1, 0, 1, 0, 1, 1, 0, 1]","[0.990556001663208, 1.0354379415512085, 1.0362170934677124, -1.039660096168518, -1.043229341506958, 1.0403454303741455, -1.033351182937622, -1.037178874015808]"
83,"[0, 1, 1, 0, 0, 1, 0, 0]","[1, 0, 1, 0, 1, 1, 0, 0]","[1.0417747497558594, -1.0416518449783325, -1.054518222808838, 1.0466283559799194, 1.0420483350753784, -1.0439074039459229, 1.047937273979187, 1.047151803970337]"
84,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 1, 0, 1, 0, 1, 1]","[-1.0435655117034912, -1.0459717512130737, -1.0495306253433228, -1.03269624710083, -1.0446175336837769, -1.0359174013137817, 1.044173002243042, -1.0365077257156372]"
85,"[0, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 1, 0, 1, 0, 1, 0]","[1.0430493354797363, 1.041776418685913, 1.0470763444900513, 1.0511276721954346, 1.0410881042480469, 1.0493929386138916, -1.0434457063674927, 1.047842025756836]"
86,"[0, 1, 0, 1, 0, 1, 1, 1]","[1, 0, 1, 0, 1, 0, 0, 1]","[1.0436314344406128, -1.0524382591247559, 1.0399597883224487, -1.0424418449401855, 1.0427279472351074, -1.0403385162353516, -1.0394635200500488, -1.0420194864273071]"
87,"[1, 0, 1, 0, 1, 0, 0, 0]","[1, 0, 1, 0, 1, 0, 0, 0]","[-1.051235556602478, 1.038623571395874, -1.04889714717865, 1.04827082157135, -1.0505205392837524, 1.0457655191421509, 1.0458803176879883, 1.0494804382324219]"
88,"[0, 0, 1, 1, 1, 0, 0, 1]","[1, 0, 1, 0, 0, 1, 1, 1]","[0.9635022878646851, 0.11332602053880692, -1.0448322296142578, -1.0392861366271973, -1.0388458967208862, 1.038939118385315, 1.0400090217590332, -1.040816068649292]"
89,"[0, 1, 0, 0, 0, 1, 1, 0]","[1, 0, 1, 0, 0, 1, 1, 0]","[1.0363956689834595, -1.04324209690094, 1.0474848747253418, 1.048802375793457, 1.04780113697052, -1.0435490608215332, -1.0416340827941895, 1.0479762554168701]"
90,"[0, 0, 0, 1, 0, 0, 1, 1]","[1, 0, 1, 0, 0, 1, 0, 1]","[1.040396809577942, 1.0388927459716797, 1.0392752885818481, -1.040189266204834, 1.0411542654037476, 1.040387749671936, -1.0405287742614746, -1.0413261651992798]"
91,"[1, 1, 1, 0, 1, 1, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 0]","[-1.051525592803955, -1.0430853366851807, -1.0504398345947266, 1.0478287935256958, -1.0440212488174438, -1.0444896221160889, 1.0470868349075317, 1.0492206811904907]"
92,"[0, 1, 1, 1, 0, 1, 0, 1]","[1, 0, 1, 0, 0, 0, 1, 1]","[1.0419557094573975, -1.0465807914733887, -1.0452682971954346, -1.0390877723693848, 1.047292709350586, -1.0384113788604736, 1.0450183153152466, -1.0390737056732178]"
93,"[1, 0, 0, 0, 1, 0, 1, 0]","[1, 0, 1, 0, 0, 0, 1, 0]","[-1.0462524890899658, 1.042848825454712, 1.0515472888946533, 1.0514466762542725, -1.042338490486145, 1.049647331237793, -1.0428260564804077, 1.0506478548049927]"
94,"[1, 1, 0, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 0, 0, 0, 1]","[-1.0437560081481934, -1.0496339797973633, 1.042499303817749, -1.0382095575332642, -1.0409342050552368, -1.037405252456665, -1.0377733707427979, -1.0376646518707275]"
95,"[0, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0]","[1.039381980895996, 1.0434597730636597, -1.0468474626541138, 1.049403190612793, 1.0483289957046509, 1.0488381385803223, 1.0488958358764648, 1.049423336982727]"
96,"[0, 1, 1, 0, 0, 0, 0, 1]","[1, 0, 0, 1, 1, 1, 1, 1]","[1.0486208200454712, -1.0397508144378662, -1.038899540901184, 1.0461366176605225, 1.0427837371826172, 1.0431894063949585, 1.042923927307129, -1.043750286102295]"
97,"[1, 0, 0, 1, 1, 1, 1, 0]","[1, 0, 0, 1, 1, 1, 1, 0]","[-1.0401116609573364, 1.0535484552383423, 1.0524340867996216, -1.0408257246017456, -1.0401448011398315, -1.0404595136642456, -1.043289065361023, 1.0466495752334595]"
98,"[1, 1, 0, 0, 1, 0, 1, 1]","[1, 0, 0, 1, 1, 1, 0, 1]","[-1.0450952053070068, -1.0464719533920288, 1.045745849609375, 1.0441412925720215, -1.0428458452224731, 1.0402129888534546, -1.0416793823242188, -1.0425894260406494]"
99,"[0, 0, 1, 1, 0, 1, 0, 0]","[1, 0, 0, 1, 1, 1, 0, 0]","[1.046204924583435, 1.0504616498947144, -1.0435893535614014, -1.0439600944519043, 1.0441142320632935, -1.0443339347839355, 1.047234296798706, 1.0482064485549927]"
100,"[0, 0, 1, 0, 1, 1, 0, 1]","[1, 0, 0, 1, 1, 0, 1, 1]","[1.0124341249465942, 1.042437195777893, -1.0317022800445557, 1.0337404012680054, -0.8116908669471741, -1.03501296043396, 1.038635015487671, -1.0399580001831055]"
101,"[0, 1, 0, 1, 0, 0, 1, 0]","[1, 0, 0, 1, 1, 0, 1, 0]","[1.045421838760376, -1.0482041835784912, 1.0492397546768188, -1.0420026779174805, 1.0434150695800781, 1.0470085144042969, -1.0443569421768188, 1.048046588897705]"
102,"[0, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 1, 1, 0, 0, 1]","[1.0454593896865845, 1.0397900342941284, 1.0446540117263794, 1.0435411930084229, 1.0412616729736328, -1.0379548072814941, -1.040079951286316, -1.040595531463623]"
103,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 1, 1, 0, 0, 0]","[-1.0455189943313599, -1.0431727170944214, -1.0410467386245728, -1.0397114753723145, -1.0473835468292236, 1.0457193851470947, 1.0451242923736572, 1.0490992069244385]"
