Example,Decoded_Bits,Polar_code,Output
23,"[0, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 0]","[1.1092414855957031, -1.066752314567566, -1.0594730377197266, 1.0452111959457397, -1.0592575073242188, 1.0380995273590088, 1.046321988105774, 1.0351520776748657]"
24,"[0, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 0, 0, 1, 1, 1]","[1.083265781402588, -1.0309057235717773, -1.0408340692520142, -1.0650805234909058, -1.0612082481384277, 1.0608410835266113, 1.0609465837478638, -1.0507616996765137]"
25,"[1, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0]","[-1.1177138090133667, 1.0530880689620972, 1.048244833946228, 1.0473296642303467, 1.0662333965301514, -1.044968605041504, -1.0476443767547607, 1.04642915725708]"
26,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 1, 0, 0, 1, 0, 1]","[-1.1345674991607666, -1.0531854629516602, 1.0499273538589478, -1.0546225309371948, 1.0665991306304932, 1.0379332304000854, -1.0462833642959595, -1.0387215614318848]"
27,"[0, 0, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]","[1.0880838632583618, 1.0550081729888916, -1.0694416761398315, 1.0492913722991943, -1.0567175149917603, -1.0399975776672363, 1.0455713272094727, 1.055721402168274]"
28,"[1, 0, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 0, 0, 0, 1, 1]","[-1.120207667350769, 1.0752029418945312, -1.0388282537460327, -1.0574148893356323, 1.0597742795944214, -1.0451501607894897, 1.0435196161270142, -1.0319385528564453]"
29,"[0, 1, 0, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 0]","[1.0886117219924927, -1.0839844942092896, 1.0512257814407349, 1.0493875741958618, -1.0492836236953735, 1.0494667291641235, -1.0404853820800781, 1.0530537366867065]"
30,"[0, 0, 0, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 0, 0, 1]","[1.0507291555404663, 1.0739002227783203, 1.0657086372375488, -1.0422329902648926, -1.049737572669983, -1.0556564331054688, -1.0449093580245972, -1.0515013933181763]"
31,"[1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0]","[-1.0542054176330566, -1.058746099472046, -1.0524702072143555, 1.0574675798416138, 1.0577877759933472, 1.0564392805099487, 1.0543807744979858, 1.0519965887069702]"
32,"[1, 0, 1, 0, 0, 0, 0, 1]","[1, 1, 0, 1, 1, 1, 1, 1]","[-1.0803782939910889, 1.0584218502044678, -1.043032169342041, 1.0646883249282837, 1.0584931373596191, 1.0506081581115723, 1.0512479543685913, -1.034175157546997]"
33,"[0, 1, 0, 1, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 0]","[1.0932636260986328, -1.0832287073135376, 1.060451865196228, -1.0543646812438965, -1.0455466508865356, -1.044874906539917, -1.0368726253509521, 1.0618069171905518]"
34,"[0, 0, 0, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 1, 0, 1]","[1.1014279127120972, 1.082061529159546, 1.070878028869629, 1.0630950927734375, -1.0531244277954102, 1.0575679540634155, -1.0429391860961914, -1.038035273551941]"
35,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 0, 1, 1, 1, 0, 0]","[-1.1333013772964478, -1.0728158950805664, -1.078197717666626, -1.04281485080719, 1.0507065057754517, -1.050355315208435, 1.0575227737426758, 1.055349588394165]"
36,"[0, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 0, 1, 1, 0, 1, 1]","[1.0976510047912598, -1.0448782444000244, -1.034613847732544, 1.0595430135726929, -1.0539687871932983, -1.0365006923675537, 1.059512734413147, -1.0404282808303833]"
37,"[1, 0, 0, 1, 0, 0, 1, 0]","[1, 1, 0, 1, 1, 0, 1, 0]","[-1.1152002811431885, 1.0944900512695312, 1.0623140335083008, -1.059476375579834, 1.0493921041488647, 1.0475994348526, -1.0468263626098633, 1.0484392642974854]"
38,"[1, 1, 0, 0, 0, 1, 1, 1]","[1, 1, 0, 1, 1, 0, 0, 1]","[-1.096875548362732, -1.0627126693725586, 1.0704364776611328, 1.0472910404205322, 1.0580774545669556, -1.039900541305542, -1.0474083423614502, -1.0372191667556763]"
39,"[0, 0, 1, 1, 1, 0, 0, 0]","[1, 1, 0, 1, 1, 0, 0, 0]","[1.083029866218567, 1.0601140260696411, -1.0615352392196655, -1.0412880182266235, -1.063903570175171, 1.0417566299438477, 1.0491305589675903, 1.0502194166183472]"
40,"[0, 0, 1, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 0, 1, 1, 1]","[1.0928778648376465, 1.065342903137207, -1.0450276136398315, 1.0654630661010742, -1.0583850145339966, 1.0637142658233643, 1.0652248859405518, -1.0503522157669067]"
41,"[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[-1.1019107103347778, -1.083522915840149, 1.0681483745574951, -1.056261420249939, 1.0647070407867432, -1.044244647026062, -1.0470643043518066, 1.0524179935455322]"
42,"[1, 0, 0, 0, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 1]","[-1.1469509601593018, 1.0809104442596436, 1.074985384941101, 1.0438346862792969, 1.0658921003341675, 1.044621229171753, -1.0468693971633911, -1.0383208990097046]"
43,"[0, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 0, 1, 0, 1, 0, 0]","[1.1060426235198975, -1.080704689025879, -1.0839135646820068, -1.039109468460083, -1.0601369142532349, -1.043421983718872, 1.047335147857666, 1.053636908531189]"
44,"[1, 1, 1, 0, 0, 1, 0, 1]","[1, 1, 0, 1, 0, 0, 1, 1]","[-1.1254125833511353, -1.0562492609024048, -1.0363737344741821, 1.0511043071746826, 1.059942364692688, -1.0414191484451294, 1.0548769235610962, -1.039801001548767]"
45,"[0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 0, 1, 0, 0, 1, 0]","[1.1159170866012573, 1.090370774269104, 1.061103105545044, -1.0467838048934937, -1.0455787181854248, 1.0483016967773438, -1.0411490201950073, 1.055086374282837]"
46,"[0, 1, 0, 0, 1, 1, 1, 1]","[1, 1, 0, 1, 0, 0, 0, 1]","[1.094922423362732, -1.0601799488067627, 1.0703412294387817, 1.0571178197860718, -1.0487207174301147, -1.053045630455017, -1.05344820022583, -1.050057053565979]"
47,"[0, 0, 1, 1, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 0]","[0.8185189962387085, 1.0424301624298096, -1.0575230121612549, -1.0428839921951294, 1.0543994903564453, 1.054355502128601, 1.0553865432739258, 1.052830457687378]"
48,"[0, 1, 0, 1, 0, 0, 0, 1]","[1, 1, 0, 0, 1, 1, 1, 1]","[1.1031094789505005, -1.0569612979888916, 1.0487875938415527, -1.0515669584274292, 1.0542644262313843, 1.0444329977035522, 1.0594829320907593, -1.0461801290512085]"
49,"[1, 0, 1, 0, 1, 1, 1, 0]","[1, 1, 0, 0, 1, 1, 1, 0]","[-1.1225911378860474, 1.0467734336853027, -1.0341333150863647, 1.0438364744186401, -1.043636441230774, -1.0475826263427734, -1.0467606782913208, 1.0493927001953125]"
50,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 0, 0, 1, 1, 0, 1]","[-1.1017388105392456, -1.0610198974609375, -1.0336642265319824, -1.0599334239959717, -1.0418950319290161, 1.0423216819763184, -1.0429457426071167, -1.0428351163864136]"
51,"[0, 0, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 0, 1, 1, 0, 0]","[1.0624970197677612, 1.0502755641937256, 1.0763620138168335, 1.0578062534332275, 1.0422961711883545, -1.04551362991333, 1.0484000444412231, 1.0561802387237549]"
52,"[1, 0, 0, 1, 1, 1, 0, 1]","[1, 1, 0, 0, 1, 0, 1, 1]","[-1.148432970046997, 1.0749403238296509, 1.069210171699524, -1.048822283744812, -1.051146149635315, -1.0380940437316895, 1.0521591901779175, -1.0325825214385986]"
53,"[0, 1, 1, 0, 0, 0, 1, 0]","[1, 1, 0, 0, 1, 0, 1, 0]","[1.102720856666565, -1.0775450468063354, -1.073952317237854, 1.0557386875152588, 1.051692008972168, 1.0489546060562134, -1.039975643157959, 1.05442214012146]"
54,"[0, 0, 1, 1, 0, 1, 1, 1]","[1, 1, 0, 0, 1, 0, 0, 1]","[1.0877563953399658, 1.0694584846496582, -1.0610090494155884, -1.0548940896987915, 1.046231985092163, -1.060136318206787, -1.0538581609725952, -1.0434831380844116]"
55,"[1, 1, 0, 0, 1, 0, 0, 0]","[1, 1, 0, 0, 1, 0, 0, 0]","[-1.1259217262268066, -1.083921194076538, 1.0400713682174683, 1.056405782699585, -1.0702979564666748, 1.0590895414352417, 1.0553028583526611, 1.057405710220337]"
56,"[0, 1, 0, 1, 1, 0, 0, 1]","[1, 1, 0, 0, 0, 1, 1, 1]","[0.8606719374656677, -1.0381704568862915, 1.0619839429855347, -1.0611722469329834, -1.0547648668289185, 1.0418885946273804, 1.051499605178833, -1.041184425354004]"
57,"[0, 0, 1, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0]","[1.0898332595825195, 1.0502032041549683, -1.0473027229309082, 1.0586830377578735, 1.0665453672409058, -1.0450003147125244, -1.046044945716858, 1.0558056831359863]"
58,"[0, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 0, 0, 0, 1, 0, 1]","[1.0970615148544312, -1.0547609329223633, -1.0691759586334229, -1.0613683462142944, 1.064144492149353, 1.0463496446609497, -1.0501539707183838, -1.0452346801757812]"
59,"[1, 0, 0, 0, 1, 1, 0, 0]","[1, 1, 0, 0, 0, 1, 0, 0]","[-1.1708968877792358, 1.0492079257965088, 1.069078803062439, 1.0452321767807007, -1.0637702941894531, -1.0424375534057617, 1.0454275608062744, 1.057687759399414]"
60,"[0, 0, 0, 1, 0, 1, 0, 1]","[1, 1, 0, 0, 0, 0, 1, 1]","[1.1343562602996826, 1.0721890926361084, 1.0670063495635986, -1.045991063117981, 1.0617854595184326, -1.0457204580307007, 1.0521844625473022, -1.0324740409851074]"
61,"[1, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 0, 0, 0, 0, 1, 0]","[-1.1044492721557617, -1.0761196613311768, -1.0544856786727905, 1.0419061183929443, -1.073468565940857, 1.0474534034729004, -1.0453461408615112, 1.0661438703536987]"
62,"[1, 0, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 0, 0, 0, 0, 1]","[-0.7312848567962646, 1.0741149187088013, -1.0564241409301758, -1.0452271699905396, -1.0529155731201172, -1.050546646118164, -1.0441622734069824, -1.0317680835723877]"
63,"[1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0]","[-0.9681261777877808, -1.0631368160247803, 1.0577648878097534, 1.0497817993164062, 1.05696439743042, 1.0546847581863403, 1.0534379482269287, 1.0555713176727295]"
64,"[1, 1, 0, 0, 0, 0, 0, 1]","[1, 0, 1, 1, 1, 1, 1, 1]","[-1.0733739137649536, -1.0321074724197388, 1.0578081607818604, 1.0596625804901123, 1.057738184928894, 1.0534727573394775, 1.053595781326294, -1.038772463798523]"
65,"[0, 0, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0]","[1.0675373077392578, 1.0218690633773804, -1.0397753715515137, -1.05641508102417, -1.0458000898361206, -1.0455121994018555, -1.0384693145751953, 1.0614491701126099]"
66,"[0, 1, 1, 0, 1, 0, 1, 1]","[1, 0, 1, 1, 1, 1, 0, 1]","[1.0971815586090088, -1.0713837146759033, -1.0471540689468384, 1.0664947032928467, -1.0566835403442383, 1.0582246780395508, -1.0414857864379883, -1.0413296222686768]"
67,"[1, 0, 0, 1, 0, 1, 0, 0]","[1, 0, 1, 1, 1, 1, 0, 0]","[-1.1346094608306885, 1.0614057779312134, 1.038148045539856, -1.0451291799545288, 1.0505813360214233, -1.0502108335494995, 1.0580620765686035, 1.0554375648498535]"
68,"[0, 0, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 1, 0, 1, 1]","[1.0866062641143799, 1.052391529083252, 1.0595890283584595, 1.0593984127044678, -1.054160237312317, -1.0364395380020142, 1.0560290813446045, -1.045346736907959]"
69,"[1, 1, 1, 1, 0, 0, 1, 0]","[1, 0, 1, 1, 1, 0, 1, 0]","[-1.121651530265808, -1.050333023071289, -1.044549584388733, -1.0624635219573975, 1.0473110675811768, 1.0505805015563965, -1.048176884651184, 1.0494976043701172]"
70,"[1, 0, 1, 0, 0, 1, 1, 1]","[1, 0, 1, 1, 1, 0, 0, 1]","[-1.0826984643936157, 1.068806767463684, -1.037671446800232, 1.044265627861023, 1.0586198568344116, -1.0383914709091187, -1.0443495512008667, -1.035886287689209]"
71,"[0, 1, 0, 1, 1, 0, 0, 0]","[1, 0, 1, 1, 1, 0, 0, 0]","[1.0750161409378052, -1.0714398622512817, 1.0392205715179443, -1.0446207523345947, -1.0607024431228638, 1.0416451692581177, 1.0493831634521484, 1.050505518913269]"
72,"[0, 1, 0, 0, 1, 0, 0, 1]","[1, 0, 1, 1, 0, 1, 1, 1]","[1.0913385152816772, -1.0572515726089478, 1.0702756643295288, 1.0677616596221924, -1.0608885288238525, 1.0591113567352295, 1.063490867614746, -1.0553001165390015]"
73,"[1, 0, 1, 1, 0, 1, 1, 0]","[1, 0, 1, 1, 0, 1, 1, 0]","[-1.1092438697814941, 1.0558278560638428, -1.0424163341522217, -1.0581923723220825, 1.0617241859436035, -1.0446481704711914, -1.0459212064743042, 1.0550808906555176]"
74,"[1, 1, 1, 0, 0, 0, 1, 1]","[1, 0, 1, 1, 0, 1, 0, 1]","[-1.151623010635376, -1.0650875568389893, -1.0355533361434937, 1.0541812181472778, 1.065925121307373, 1.0481314659118652, -1.0442450046539307, -1.039911150932312]"
75,"[0, 0, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 1, 0, 1, 0, 0]","[1.0996488332748413, 1.0705877542495728, 1.044172763824463, -1.0415420532226562, -1.0613465309143066, -1.045960783958435, 1.0490727424621582, 1.0530626773834229]"
76,"[1, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 1, 1]","[-1.127036213874817, 1.0546941757202148, 1.054564118385315, 1.0522196292877197, 1.0600268840789795, -1.0408955812454224, 1.0542609691619873, -1.042751431465149]"
77,"[0, 1, 1, 1, 1, 0, 1, 0]","[1, 0, 1, 1, 0, 0, 1, 0]","[1.1125469207763672, -1.0567036867141724, -1.0436983108520508, -1.053761601448059, -1.0467132329940796, 1.0491113662719727, -1.0425702333450317, 1.0511057376861572]"
78,"[0, 0, 1, 0, 1, 1, 1, 1]","[1, 0, 1, 1, 0, 0, 0, 1]","[1.1066373586654663, 1.0663392543792725, -1.028067946434021, 1.0494003295898438, -1.04886794090271, -1.0520267486572266, -1.0525472164154053, -1.050065279006958]"
79,"[0, 1, 0, 1, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 0]","[0.8348983526229858, -1.0871020555496216, 1.0356286764144897, -1.0417317152023315, 1.0488355159759521, 1.0513520240783691, 1.0543192625045776, 1.0531553030014038]"
80,"[0, 0, 1, 1, 0, 0, 0, 1]","[1, 0, 1, 0, 1, 1, 1, 1]","[1.11823308467865, 1.0268278121948242, -1.059859037399292, -1.0447560548782349, 1.0404915809631348, 1.0373680591583252, 1.0550906658172607, -1.0476151704788208]"
81,"[1, 1, 0, 0, 1, 1, 1, 0]","[1, 0, 1, 0, 1, 1, 1, 0]","[-1.1299753189086914, -1.037097454071045, 1.0502036809921265, 1.0444774627685547, -1.0439618825912476, -1.0470821857452393, -1.0476019382476807, 1.0497872829437256]"
82,"[1, 0, 0, 1, 1, 0, 1, 1]","[1, 0, 1, 0, 1, 1, 0, 1]","[-1.1275029182434082, 1.0528963804244995, 1.047829270362854, -1.0574778318405151, -1.044752836227417, 1.0412611961364746, -1.0430994033813477, -1.0428266525268555]"
83,"[0, 1, 1, 0, 0, 1, 0, 0]","[1, 0, 1, 0, 1, 1, 0, 0]","[1.0881913900375366, -1.0448343753814697, -1.056401252746582, 1.0488861799240112, 1.0429763793945312, -1.0462969541549683, 1.0479557514190674, 1.0518226623535156]"
84,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 1, 0, 1, 0, 1, 1]","[-1.1657510995864868, -1.0508018732070923, -1.0531009435653687, -1.0530014038085938, -1.0523689985275269, -1.0375096797943115, 1.0541861057281494, -1.0300308465957642]"
85,"[0, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 1, 0, 1, 0, 1, 0]","[1.1024491786956787, 1.0511471033096313, 1.053558588027954, 1.0486829280853271, 1.0513218641281128, 1.0488736629486084, -1.0407772064208984, 1.0527071952819824]"
86,"[0, 1, 0, 1, 0, 1, 1, 1]","[1, 0, 1, 0, 1, 0, 0, 1]","[1.1163350343704224, -1.0887784957885742, 1.0617653131484985, -1.0601898431777954, 1.050351858139038, -1.058715581893921, -1.0549120903015137, -1.04729163646698]"
87,"[1, 0, 1, 0, 1, 0, 0, 0]","[1, 0, 1, 0, 1, 0, 0, 0]","[-1.1084799766540527, 1.0556062459945679, -1.062339186668396, 1.0533887147903442, -1.0653159618377686, 1.057664155960083, 1.0543038845062256, 1.0546249151229858]"
88,"[0, 0, 1, 1, 1, 0, 0, 1]","[1, 0, 1, 0, 0, 1, 1, 1]","[0.5764197111129761, 1.0419977903366089, -1.0444046258926392, -1.0644844770431519, -1.0582462549209595, 1.037838101387024, 1.0499448776245117, -1.03870689868927]"
89,"[0, 1, 0, 0, 0, 1, 1, 0]","[1, 0, 1, 0, 0, 1, 1, 0]","[1.0926722288131714, -1.0457756519317627, 1.0514637231826782, 1.0495610237121582, 1.0654659271240234, -1.0458804368972778, -1.0467416048049927, 1.054535150527954]"
90,"[0, 0, 0, 1, 0, 0, 1, 1]","[1, 0, 1, 0, 0, 1, 0, 1]","[1.108403205871582, 1.038500428199768, 1.0546455383300781, -1.0656979084014893, 1.0642731189727783, 1.0492769479751587, -1.0524108409881592, -1.0484228134155273]"
91,"[1, 1, 1, 0, 1, 1, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 0]","[-1.1325856447219849, -1.0431240797042847, -1.053886890411377, 1.03830885887146, -1.0614655017852783, -1.0411734580993652, 1.0447781085968018, 1.0525673627853394]"
92,"[0, 1, 1, 1, 0, 1, 0, 1]","[1, 0, 1, 0, 0, 0, 1, 1]","[1.1175400018692017, -1.0657644271850586, -1.0622578859329224, -1.0476233959197998, 1.0603936910629272, -1.0449979305267334, 1.0522778034210205, -1.035914421081543]"
93,"[1, 0, 0, 0, 1, 0, 1, 0]","[1, 0, 1, 0, 0, 0, 1, 0]","[-1.0970300436019897, 1.0553470849990845, 1.0510978698730469, 1.0428147315979004, -1.0742605924606323, 1.048181176185608, -1.044228434562683, 1.0598171949386597]"
94,"[1, 1, 0, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 0, 0, 0, 1]","[-1.1424156427383423, -1.0847223997116089, 1.0608412027359009, -1.047067642211914, -1.0590895414352417, -1.055111289024353, -1.0427658557891846, -1.041884422302246]"
95,"[0, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0]","[1.062652349472046, 1.0672452449798584, -1.044683575630188, 1.0496606826782227, 1.051629662513733, 1.0503641366958618, 1.0522189140319824, 1.0608549118041992]"
96,"[0, 1, 1, 0, 0, 0, 0, 1]","[1, 0, 0, 1, 1, 1, 1, 1]","[1.0993460416793823, -1.0488697290420532, -1.0392364263534546, 1.049564003944397, 1.0553690195083618, 1.0575603246688843, 1.0609118938446045, -1.047391653060913]"
97,"[1, 0, 0, 1, 1, 1, 1, 0]","[1, 0, 0, 1, 1, 1, 1, 0]","[-1.1091670989990234, 1.0556538105010986, 1.0644240379333496, -1.0599770545959473, -1.0452171564102173, -1.0471614599227905, -1.0475798845291138, 1.057633876800537]"
98,"[1, 1, 0, 0, 1, 0, 1, 1]","[1, 0, 0, 1, 1, 1, 0, 1]","[-1.146101951599121, -1.0681681632995605, 1.0743496417999268, 1.046320915222168, -1.0467053651809692, 1.0410605669021606, -1.0466601848602295, -1.0432031154632568]"
99,"[0, 0, 1, 1, 0, 1, 0, 0]","[1, 0, 0, 1, 1, 1, 0, 0]","[1.1009560823440552, 1.0689512491226196, -1.082366943359375, -1.0447295904159546, 1.0492783784866333, -1.0472869873046875, 1.0499154329299927, 1.0501888990402222]"
100,"[0, 0, 1, 0, 1, 1, 0, 1]","[1, 0, 0, 1, 1, 0, 1, 1]","[0.708211362361908, 1.0540964603424072, -1.0340880155563354, 1.0550289154052734, -1.0614348649978638, -1.033576250076294, 1.0551469326019287, -1.0436643362045288]"
101,"[0, 1, 0, 1, 0, 0, 1, 0]","[1, 0, 0, 1, 1, 0, 1, 0]","[1.1040318012237549, -1.0576497316360474, 1.0615020990371704, -1.0533865690231323, 1.050454020500183, 1.0517191886901855, -1.043678879737854, 1.0513005256652832]"
102,"[0, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 1, 1, 0, 0, 1]","[1.1287121772766113, 1.0673860311508179, 1.060998558998108, 1.0573623180389404, 1.0502369403839111, -1.059741497039795, -1.0522680282592773, -1.0508861541748047]"
103,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 1, 1, 0, 0, 0]","[-1.096872329711914, -1.058566689491272, -1.0604007244110107, -1.03663969039917, -1.0756499767303467, 1.051578402519226, 1.0506439208984375, 1.0518269538879395]"
