Example,Decoded_Bits,Polar_code,Output
60,"[0, 0, 0, 1, 0, 1, 0, 1]","[1, 1, 0, 0, 0, 0, 1, 1]","[1.0522029399871826, 1.0563268661499023, 1.0539660453796387, -1.0413955450057983, 1.0552629232406616, -1.0400865077972412, 1.0429151058197021, -1.0422636270523071]"
61,"[1, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 0, 0, 0, 0, 1, 0]","[-1.0536468029022217, -1.0433768033981323, -1.0488741397857666, 1.0397993326187134, -1.0441811084747314, 1.0384305715560913, -1.0541340112686157, 1.0409661531448364]"
62,"[0, 0, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 0, 0, 0, 0, 1]","[1.0180860757827759, 1.0498886108398438, -1.0446093082427979, -1.0446498394012451, -1.039543628692627, -1.045479655265808, -1.045385718345642, -1.0476006269454956]"
63,"[1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0]","[-1.0465178489685059, -1.0560027360916138, 1.039388656616211, 1.0401973724365234, 1.0406907796859741, 1.0398391485214233, 1.039222240447998, 1.0413262844085693]"
64,"[1, 1, 0, 0, 0, 0, 0, 1]","[1, 0, 1, 1, 1, 1, 1, 1]","[-1.0491387844085693, -1.0525535345077515, 1.0391662120819092, 1.0390150547027588, 1.0379230976104736, 1.0394575595855713, 1.0400551557540894, -1.0511468648910522]"
65,"[1, 1, 0, 1, 0, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0]","[-0.9170745611190796, -0.2710539996623993, 0.29199156165122986, -0.39314955472946167, 0.4940680265426636, -0.5127963423728943, -0.3982507586479187, 1.0343331098556519]"
66,"[0, 1, 1, 0, 1, 0, 1, 1]","[1, 0, 1, 1, 1, 1, 0, 1]","[1.0377302169799805, -1.0545064210891724, -1.0505735874176025, 1.041027545928955, -1.0530180931091309, 1.04050874710083, -1.0442566871643066, -1.043616771697998]"
67,"[0, 0, 0, 1, 0, 1, 0, 0]","[1, 0, 1, 1, 1, 1, 0, 0]","[1.0240896940231323, 1.0313220024108887, 1.0381734371185303, -1.0476690530776978, 1.037729024887085, -1.0504988431930542, 1.0408047437667847, 1.041119933128357]"
68,"[0, 0, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 1, 0, 1, 1]","[1.0393034219741821, 1.0397495031356812, 1.040099024772644, 1.040009617805481, -1.0457266569137573, -1.0456604957580566, 1.0415512323379517, -1.0493282079696655]"
69,"[1, 1, 1, 1, 0, 0, 1, 0]","[1, 0, 1, 1, 1, 0, 1, 0]","[-1.0463268756866455, -1.0459805727005005, -1.047310709953308, -1.0456979274749756, 1.0421574115753174, 1.041563868522644, -1.04612398147583, 1.038526177406311]"
70,"[1, 0, 1, 0, 0, 1, 1, 1]","[1, 0, 1, 1, 1, 0, 0, 1]","[-1.0464437007904053, 1.0432523488998413, -1.0458600521087646, 1.0414788722991943, 1.0482492446899414, -1.0452055931091309, -1.046905517578125, -1.046512246131897]"
71,"[0, 1, 0, 1, 1, 0, 0, 0]","[1, 0, 1, 1, 1, 0, 0, 0]","[1.03837251663208, -1.0416686534881592, 1.0328727960586548, -1.0519050359725952, -1.0536980628967285, 1.0375912189483643, 1.0373495817184448, 1.038968801498413]"
72,"[0, 1, 0, 0, 1, 0, 0, 1]","[1, 0, 1, 1, 0, 1, 1, 1]","[1.0412040948867798, -1.054699182510376, 1.0396252870559692, 1.0408985614776611, -1.0473943948745728, 1.039775013923645, 1.0405163764953613, -1.0483388900756836]"
73,"[1, 0, 1, 1, 0, 1, 1, 0]","[1, 0, 1, 1, 0, 1, 1, 0]","[-1.0508438348770142, 1.0383275747299194, -1.0519940853118896, -1.0499372482299805, 1.0435535907745361, -1.0508410930633545, -1.0458730459213257, 1.0391106605529785]"
74,"[1, 1, 1, 0, 0, 0, 1, 1]","[1, 0, 1, 1, 0, 1, 0, 1]","[-1.0529533624649048, -1.0443222522735596, -1.043165922164917, 1.038698673248291, 1.0415006875991821, 1.0401817560195923, -1.0448604822158813, -1.0417065620422363]"
75,"[0, 0, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 1, 0, 1, 0, 0]","[1.0419280529022217, 1.0315912961959839, 1.0359808206558228, -1.0513997077941895, -1.0490071773529053, -1.054429292678833, 1.0387530326843262, 1.040916919708252]"
76,"[1, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 1, 1]","[-1.0475157499313354, 1.0393811464309692, 1.0437469482421875, 1.0422837734222412, 1.047797679901123, -1.044455885887146, 1.0429075956344604, -1.0450776815414429]"
77,"[0, 1, 1, 1, 1, 0, 1, 0]","[1, 0, 1, 1, 0, 0, 1, 0]","[1.0489959716796875, -1.0470142364501953, -1.045351505279541, -1.0471323728561401, -1.0429128408432007, 1.0379120111465454, -1.0464073419570923, 1.0396314859390259]"
78,"[0, 0, 1, 0, 1, 1, 1, 1]","[1, 0, 1, 1, 0, 0, 0, 1]","[1.0491472482681274, 1.046112298965454, -1.0449002981185913, 1.0401033163070679, -1.0378479957580566, -1.0423527956008911, -1.0453335046768188, -1.0446034669876099]"
79,"[0, 1, 0, 1, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 0]","[1.0219305753707886, -1.0441820621490479, 1.0379523038864136, -1.05155611038208, 1.0362118482589722, 1.0368870496749878, 1.037018895149231, 1.0382746458053589]"
80,"[1, 0, 1, 1, 0, 0, 0, 1]","[1, 0, 1, 0, 1, 1, 1, 1]","[-1.0211259126663208, 1.0346853733062744, -1.0424323081970215, -1.0520070791244507, 1.0359065532684326, 1.039442777633667, 1.0392946004867554, -1.0516736507415771]"
81,"[1, 1, 0, 0, 1, 1, 1, 0]","[1, 0, 1, 0, 1, 1, 1, 0]","[-1.0543193817138672, -1.048438310623169, 1.0369244813919067, 1.0409823656082153, -1.0482268333435059, -1.0473195314407349, -1.047886610031128, 1.0391716957092285]"
82,"[0, 0, 0, 1, 1, 0, 1, 1]","[1, 0, 1, 0, 1, 1, 0, 1]","[1.0018446445465088, 1.0332659482955933, 1.0427274703979492, -1.0436389446258545, -1.0475435256958008, 1.039977788925171, -1.0421767234802246, -1.0430585145950317]"
83,"[0, 1, 1, 0, 0, 1, 0, 0]","[1, 0, 1, 0, 1, 1, 0, 0]","[1.0402246713638306, -1.0504218339920044, -1.053176760673523, 1.0372042655944824, 1.038379192352295, -1.0534038543701172, 1.039420247077942, 1.0408581495285034]"
84,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 1, 0, 1, 0, 1, 1]","[-1.0419399738311768, -1.0438936948776245, -1.046715497970581, -1.0447914600372314, -1.042936086654663, -1.0430119037628174, 1.0426675081253052, -1.0454142093658447]"
85,"[0, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 1, 0, 1, 0, 1, 0]","[1.0373355150222778, 1.0398396253585815, 1.0396684408187866, 1.0410621166229248, 1.0380375385284424, 1.0403339862823486, -1.0507572889328003, 1.0394316911697388]"
86,"[0, 1, 0, 1, 0, 1, 1, 1]","[1, 0, 1, 0, 1, 0, 0, 1]","[1.0417073965072632, -1.050747036933899, 1.0428386926651, -1.0472850799560547, 1.043277382850647, -1.0442571640014648, -1.0466253757476807, -1.0475647449493408]"
87,"[1, 0, 1, 0, 1, 0, 0, 0]","[1, 0, 1, 0, 1, 0, 0, 0]","[-1.056005835533142, 1.0358587503433228, -1.0551831722259521, 1.0384283065795898, -1.0559725761413574, 1.0361406803131104, 1.037270188331604, 1.0398049354553223]"
88,"[0, 1, 1, 1, 1, 0, 0, 1]","[1, 0, 1, 0, 0, 1, 1, 1]","[1.022213339805603, -0.4776928722858429, -1.0341092348098755, -1.0483418703079224, -1.0367636680603027, 1.0387386083602905, 1.0381227731704712, -1.0489952564239502]"
89,"[0, 1, 0, 0, 0, 1, 1, 0]","[1, 0, 1, 0, 0, 1, 1, 0]","[1.036272644996643, -1.0506199598312378, 1.037022590637207, 1.0404880046844482, 1.043643832206726, -1.0503244400024414, -1.0508062839508057, 1.0422419309616089]"
90,"[0, 0, 0, 1, 0, 0, 1, 1]","[1, 0, 1, 0, 0, 1, 0, 1]","[1.0387566089630127, 1.0390182733535767, 1.0421380996704102, -1.0441055297851562, 1.0453466176986694, 1.0399845838546753, -1.0461851358413696, -1.0480901002883911]"
91,"[1, 1, 1, 0, 1, 1, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 0]","[-1.053056001663208, -1.0539220571517944, -1.0546623468399048, 1.0370186567306519, -1.049057960510254, -1.0547161102294922, 1.0373046398162842, 1.040521264076233]"
92,"[0, 1, 1, 1, 0, 1, 0, 1]","[1, 0, 1, 0, 0, 0, 1, 1]","[1.0487723350524902, -1.0420358180999756, -1.04451322555542, -1.0420252084732056, 1.0539491176605225, -1.0393829345703125, 1.0432276725769043, -1.0400902032852173]"
93,"[1, 0, 0, 0, 1, 0, 1, 0]","[1, 0, 1, 0, 0, 0, 1, 0]","[-1.0606448650360107, 1.0330777168273926, 1.033189296722412, 1.0400638580322266, -1.044594168663025, 1.038933277130127, -1.0545268058776855, 1.0406173467636108]"
94,"[1, 1, 0, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 0, 0, 0, 1]","[-1.0498251914978027, -1.0525084733963013, 1.036211371421814, -1.0463892221450806, -1.041946291923523, -1.0458858013153076, -1.0467196702957153, -1.0484442710876465]"
95,"[0, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0]","[1.0357670783996582, 1.0390968322753906, -1.0564357042312622, 1.0402759313583374, 1.0399975776672363, 1.0397307872772217, 1.0392733812332153, 1.0411137342453003]"
96,"[0, 1, 1, 0, 0, 0, 0, 1]","[1, 0, 0, 1, 1, 1, 1, 1]","[1.0429083108901978, -1.0527629852294922, -1.050321102142334, 1.0415775775909424, 1.0392733812332153, 1.0405839681625366, 1.0406596660614014, -1.0489516258239746]"
97,"[1, 0, 0, 1, 1, 1, 1, 0]","[1, 0, 0, 1, 1, 1, 1, 0]","[-1.0476197004318237, 1.035267949104309, 1.0374294519424438, -1.0493319034576416, -1.053219199180603, -1.0496560335159302, -1.0507816076278687, 1.0388761758804321]"
98,"[1, 1, 0, 0, 1, 0, 1, 1]","[1, 0, 0, 1, 1, 1, 0, 1]","[-1.0550503730773926, -1.0522128343582153, 1.0408711433410645, 1.040126085281372, -1.0522717237472534, 1.0388401746749878, -1.0454787015914917, -1.0455236434936523]"
99,"[0, 0, 1, 1, 0, 1, 0, 0]","[1, 0, 0, 1, 1, 1, 0, 0]","[1.044031023979187, 1.039115309715271, -1.0492439270019531, -1.050933837890625, 1.0393812656402588, -1.0525622367858887, 1.038543462753296, 1.0397014617919922]"
100,"[0, 0, 0, 0, 1, 1, 0, 1]","[1, 0, 0, 1, 1, 0, 1, 1]","[1.0151835680007935, 1.0204075574874878, 0.71356600522995, 1.0334768295288086, -0.7091805934906006, -1.0292906761169434, 1.0367391109466553, -1.039359450340271]"
101,"[0, 1, 0, 1, 0, 0, 1, 0]","[1, 0, 0, 1, 1, 0, 1, 0]","[1.0440021753311157, -1.0486172437667847, 1.0416374206542969, -1.046830415725708, 1.0361971855163574, 1.0399065017700195, -1.048487663269043, 1.0393470525741577]"
102,"[0, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 1, 1, 0, 0, 1]","[1.0430983304977417, 1.0403226613998413, 1.0462422370910645, 1.042231559753418, 1.0424119234085083, -1.0461031198501587, -1.048315405845642, -1.0492833852767944]"
103,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 1, 1, 0, 0, 0]","[-1.0539556741714478, -1.0476536750793457, -1.0474696159362793, -1.0505374670028687, -1.0543054342269897, 1.0343892574310303, 1.0350946187973022, 1.0379176139831543]"
