Example,Decoded_Bits,Polar_code,Output
10,"[0, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[0.761899471282959, 1.061065673828125, -1.040101408958435, 1.0499922037124634, 1.0845062732696533, 1.0381965637207031, -1.0274128913879395, -1.053371787071228]"
11,"[1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[-0.8639496564865112, -1.0876730680465698, 1.0298683643341064, -1.0527522563934326, -1.0457249879837036, -1.0575202703475952, 1.0469844341278076, 1.0477335453033447]"
12,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[0.9989067316055298, -1.0494431257247925, 1.0607240200042725, 1.0405679941177368, 1.0751087665557861, -1.0325475931167603, 1.0585625171661377, -1.0446621179580688]"
13,"[1, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[-0.8484595417976379, 1.0589046478271484, -1.0286402702331543, -1.0602214336395264, -1.0504236221313477, 1.0472067594528198, -1.0449990034103394, 1.0586990118026733]"
14,"[0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1.0150269269943237, -1.0529112815856934, -1.060425043106079, 1.0506255626678467, -1.0263408422470093, -1.0219776630401611, -1.0350595712661743, -1.0428358316421509]"
15,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1.0826109647750854, 1.0491544008255005, 1.0440706014633179, -1.0378787517547607, 1.0282527208328247, 1.0410103797912598, 1.0458236932754517, 1.053500771522522]"
16,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[-1.0017530918121338, -1.0158581733703613, -1.0451844930648804, -1.0382004976272583, 1.0684524774551392, 1.0637516975402832, 1.0530849695205688, -1.0569342374801636]"
17,"[1, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[-1.0504928827285767, 1.0275734663009644, 1.058454990386963, 1.0560282468795776, -1.0580190420150757, -1.048361897468567, -1.0535571575164795, 1.0246633291244507]"
18,"[0, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[1.2184522151947021, -1.047668695449829, 1.0562885999679565, -1.0452239513397217, -1.0412743091583252, 1.0336591005325317, -1.0433740615844727, -1.0544500350952148]"
19,"[1, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0]","[-0.9820514917373657, 1.0925863981246948, -1.0690522193908691, 1.0626155138015747, 1.0302608013153076, -1.050425410270691, 1.0465019941329956, 1.0404012203216553]"
20,"[0, 0, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 0, 1, 1]","[1.0514706373214722, 1.0770480632781982, -1.0669032335281372, -1.043915867805481, -1.0469245910644531, -1.038769006729126, 1.0504192113876343, -1.052979826927185]"
21,"[1, 1, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]","[-1.067889928817749, -1.1039049625396729, 1.06027090549469, 1.0429068803787231, 1.0356237888336182, 1.0466680526733398, -1.0475865602493286, 1.0462512969970703]"
22,"[0, 0, 0, 1, 0, 1, 1, 1]","[1, 1, 1, 0, 1, 0, 0, 1]","[0.16762220859527588, 1.1015403270721436, 1.0718826055526733, -1.0484094619750977, 1.0714339017868042, -1.024767279624939, -1.0379221439361572, -1.0485708713531494]"
23,"[0, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 0]","[1.0191707611083984, -1.0595182180404663, -1.0372763872146606, 1.0386232137680054, -1.0568116903305054, 1.038549780845642, 1.0555672645568848, 1.0517061948776245]"
24,"[0, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 0, 0, 1, 1, 1]","[1.0419800281524658, -1.0096006393432617, -1.0541977882385254, -1.0300219058990479, -1.0421983003616333, 1.073461651802063, 1.0495761632919312, -1.0417853593826294]"
25,"[1, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0]","[-1.0637544393539429, 1.0344029664993286, 1.0576670169830322, 1.0543944835662842, 1.0901352167129517, -1.0444821119308472, -1.047237753868103, 1.0226253271102905]"
26,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 1, 0, 0, 1, 0, 1]","[-1.0474640130996704, -1.036077857017517, 1.0561821460723877, -1.0492475032806396, 1.0848617553710938, 1.0329159498214722, -1.0414438247680664, -1.0466817617416382]"
27,"[0, 0, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]","[0.7373269200325012, 1.0929371118545532, -1.078566551208496, 1.0333093404769897, -1.0522758960723877, -1.0499049425125122, 1.0374023914337158, 1.0392420291900635]"
28,"[1, 0, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 0, 0, 0, 1, 1]","[-1.1002141237258911, 1.0611993074417114, -1.0676794052124023, -1.0433049201965332, 1.0806303024291992, -1.0400900840759277, 1.0490481853485107, -1.0514888763427734]"
29,"[0, 1, 0, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 0]","[0.9743669033050537, -1.095211386680603, 1.0469304323196411, 1.0392876863479614, -1.0497034788131714, 1.0409975051879883, -1.0420423746109009, 1.043832778930664]"
30,"[0, 0, 0, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 0, 0, 1]","[1.0300359725952148, 1.0979928970336914, 1.0748883485794067, -1.0564017295837402, -1.0318163633346558, -1.02225923538208, -1.0385888814926147, -1.0511953830718994]"
31,"[1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0]","[-1.054013967514038, -1.0547101497650146, -1.0397998094558716, 1.0437008142471313, 1.0650067329406738, 1.0640944242477417, 1.0648880004882812, 1.083879828453064]"
32,"[1, 0, 1, 0, 0, 0, 0, 1]","[1, 1, 0, 1, 1, 1, 1, 1]","[-0.9504716396331787, 1.075069785118103, -1.0543804168701172, 1.049764633178711, 1.0519523620605469, 1.0452077388763428, 1.044111728668213, -1.07155442237854]"
33,"[0, 1, 0, 1, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 0]","[0.26654744148254395, -1.050919532775879, 1.0596529245376587, -1.0719449520111084, -1.0630719661712646, -1.0469744205474854, -1.0472079515457153, 1.0716419219970703]"
34,"[0, 0, 0, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 1, 0, 1]","[0.7989091277122498, 1.0736130475997925, 1.0906955003738403, 1.0482797622680664, -1.04741632938385, 1.0375524759292603, -1.0397082567214966, -1.0511133670806885]"
35,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 0, 1, 1, 1, 0, 0]","[-0.8418766260147095, -1.0823994874954224, -1.0658528804779053, -1.0359586477279663, 1.0311332941055298, -1.0421600341796875, 1.052552342414856, 1.0450222492218018]"
36,"[0, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 0, 1, 1, 0, 1, 1]","[0.7933112978935242, -1.0413193702697754, -1.0325515270233154, 1.0505412817001343, -1.046610951423645, -1.03388512134552, 1.0550633668899536, -1.0490013360977173]"
37,"[1, 0, 0, 1, 0, 0, 1, 0]","[1, 1, 0, 1, 1, 0, 1, 0]","[-0.8236050009727478, 1.0610307455062866, 1.0458375215530396, -1.0625755786895752, 1.0355733633041382, 1.0482947826385498, -1.0418950319290161, 1.0516910552978516]"
38,"[1, 1, 0, 0, 0, 1, 1, 1]","[1, 1, 0, 1, 1, 0, 0, 1]","[-1.0697044134140015, -1.0562411546707153, 1.0650291442871094, 1.0504341125488281, 1.0815281867980957, -1.0330164432525635, -1.0357016324996948, -1.048282265663147]"
39,"[0, 0, 1, 1, 1, 0, 0, 0]","[1, 1, 0, 1, 1, 0, 0, 0]","[1.1430766582489014, 1.0624405145645142, -1.0743964910507202, -1.0435677766799927, -1.0651744604110718, 1.0331737995147705, 1.0337625741958618, 1.0408974885940552]"
40,"[0, 0, 1, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 0, 1, 1, 1]","[1.0385410785675049, 1.0792207717895508, -1.0227396488189697, 1.0551838874816895, -1.0384007692337036, 1.0604408979415894, 1.0507521629333496, -1.0269486904144287]"
41,"[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[-0.656947135925293, -1.0446101427078247, 1.0690144300460815, -1.0656336545944214, 1.0962636470794678, -1.0390046834945679, -1.0436159372329712, 1.0583345890045166]"
42,"[1, 0, 0, 0, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 1]","[-1.140627145767212, 1.0653495788574219, 1.0798883438110352, 1.047000765800476, 1.085886001586914, 1.0428873300552368, -1.0373828411102295, -1.0416815280914307]"
43,"[0, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 0, 1, 0, 1, 0, 0]","[1.080155611038208, -1.073267936706543, -1.0680232048034668, -1.0346508026123047, -1.0542628765106201, -1.0428615808486938, 1.0417717695236206, 1.036204218864441]"
44,"[1, 1, 1, 0, 0, 1, 0, 1]","[1, 1, 0, 1, 0, 0, 1, 1]","[-1.158770203590393, -1.0466994047164917, -1.0255974531173706, 1.0416719913482666, 1.0786055326461792, -1.0375711917877197, 1.0542889833450317, -1.0552846193313599]"
45,"[0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 0, 1, 0, 0, 1, 0]","[1.086858868598938, 1.076755166053772, 1.050506830215454, -1.06100332736969, -1.0455232858657837, 1.0432461500167847, -1.0369009971618652, 1.0392866134643555]"
46,"[0, 1, 0, 0, 1, 1, 1, 1]","[1, 1, 0, 1, 0, 0, 0, 1]","[1.1699885129928589, -1.0648295879364014, 1.0552303791046143, 1.0511912107467651, -1.0313833951950073, -1.026450753211975, -1.0404263734817505, -1.0529917478561401]"
47,"[0, 0, 1, 1, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 0]","[0.8578169345855713, 1.0310934782028198, -1.065795660018921, -1.0470575094223022, 1.0250942707061768, 1.0458922386169434, 1.0502322912216187, 1.037956953048706]"
48,"[0, 1, 0, 1, 0, 0, 0, 1]","[1, 1, 0, 0, 1, 1, 1, 1]","[1.0226589441299438, -1.0388565063476562, 1.0619542598724365, -1.0431814193725586, 1.0666338205337524, 1.0490143299102783, 1.0363788604736328, -1.042508602142334]"
49,"[1, 0, 1, 0, 1, 1, 1, 0]","[1, 1, 0, 0, 1, 1, 1, 0]","[-1.0829943418502808, 1.0270119905471802, -1.0579277276992798, 1.0500199794769287, -1.0550285577774048, -1.0435670614242554, -1.0431255102157593, 1.0470845699310303]"
50,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 0, 0, 1, 1, 0, 1]","[-1.0227124691009521, -1.0534271001815796, -1.0410194396972656, -1.06025230884552, -1.040104627609253, 1.0340640544891357, -1.039585828781128, -1.0347453355789185]"
51,"[0, 0, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 0, 1, 1, 0, 0]","[0.9771995544433594, 1.0870786905288696, 1.0472015142440796, 1.0638636350631714, 1.0312774181365967, -1.0380648374557495, 1.0468392372131348, 1.0427360534667969]"
52,"[0, 0, 0, 1, 1, 1, 0, 1]","[1, 1, 0, 0, 1, 0, 1, 1]","[0.16654923558235168, 1.0878077745437622, 1.0448564291000366, -1.059626817703247, -1.043983817100525, -1.0385795831680298, 1.0422959327697754, -1.045746088027954]"
53,"[0, 1, 1, 0, 0, 0, 1, 0]","[1, 1, 0, 0, 1, 0, 1, 0]","[1.0410076379776, -1.0825978517532349, -1.0620099306106567, 1.0467973947525024, 1.0351978540420532, 1.0473487377166748, -1.0368292331695557, 1.0473897457122803]"
54,"[0, 0, 1, 1, 0, 1, 1, 1]","[1, 1, 0, 0, 1, 0, 0, 1]","[0.5483180284500122, 1.1005662679672241, -1.0438519716262817, -1.0544103384017944, 1.078343391418457, -1.0212973356246948, -1.0356570482254028, -1.0322598218917847]"
55,"[1, 1, 0, 0, 1, 0, 0, 0]","[1, 1, 0, 0, 1, 0, 0, 0]","[-1.0957320928573608, -1.077036738395691, 1.0706932544708252, 1.0350086688995361, -1.0741809606552124, 1.034668207168579, 1.048495888710022, 1.0467302799224854]"
56,"[0, 1, 0, 1, 1, 0, 0, 1]","[1, 1, 0, 0, 0, 1, 1, 1]","[0.9250109791755676, -1.0379446744918823, 1.049602746963501, -1.0312306880950928, -1.049519658088684, 1.0551178455352783, 1.0323951244354248, -1.0324937105178833]"
57,"[0, 0, 1, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0]","[0.7488150596618652, 1.0349639654159546, -1.0522321462631226, 1.0556504726409912, 1.0971245765686035, -1.040772795677185, -1.0387407541275024, 1.0399352312088013]"
58,"[0, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 0, 0, 0, 1, 0, 1]","[1.0977728366851807, -1.0413463115692139, -1.0492619276046753, -1.0604124069213867, 1.0865670442581177, 1.0448607206344604, -1.0362423658370972, -1.0468146800994873]"
59,"[1, 0, 0, 0, 1, 1, 0, 0]","[1, 1, 0, 0, 0, 1, 0, 0]","[-1.0717579126358032, 1.0907193422317505, 1.050942301750183, 1.0373090505599976, -1.055999755859375, -1.042191743850708, 1.0410104990005493, 1.038958191871643]"
60,"[0, 0, 0, 1, 0, 1, 0, 1]","[1, 1, 0, 0, 0, 0, 1, 1]","[1.1365208625793457, 1.0801270008087158, 1.0459609031677246, -1.0573192834854126, 1.0851421356201172, -1.0387108325958252, 1.038870930671692, -1.0526926517486572]"
61,"[1, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 0, 0, 0, 0, 1, 0]","[-0.43962401151657104, -1.0653825998306274, -1.0603681802749634, 1.0573798418045044, -1.0821948051452637, 1.0486419200897217, -1.0403666496276855, 1.0443613529205322]"
62,"[0, 0, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 0, 0, 0, 0, 1]","[0.5677183866500854, 1.0996230840682983, -1.0383594036102295, -1.0646876096725464, -1.0332238674163818, -1.0205587148666382, -1.036950945854187, -1.0365221500396729]"
63,"[1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0]","[-0.9963212013244629, -1.078116536140442, 1.066200852394104, 1.0386146306991577, 1.047424077987671, 1.0544933080673218, 1.0601463317871094, 1.0771163702011108]"
64,"[1, 1, 0, 0, 0, 0, 0, 1]","[1, 0, 1, 1, 1, 1, 1, 1]","[-1.0123426914215088, -1.0692294836044312, 1.0453852415084839, 1.0479676723480225, 1.0528345108032227, 1.045216679573059, 1.043670654296875, -1.057090401649475]"
65,"[1, 0, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0]","[-0.9058328866958618, 1.0709260702133179, -1.0862548351287842, -1.0741002559661865, -1.0651686191558838, -1.0443222522735596, -1.049259066581726, 1.072475552558899]"
66,"[0, 1, 1, 0, 1, 0, 1, 1]","[1, 0, 1, 1, 1, 1, 0, 1]","[0.9490631818771362, -1.0659663677215576, -1.0364875793457031, 1.0632210969924927, -1.0497797727584839, 1.0503928661346436, -1.0398406982421875, -1.057668685913086]"
67,"[1, 0, 0, 1, 0, 1, 0, 0]","[1, 0, 1, 1, 1, 1, 0, 0]","[-0.743729829788208, 1.1107265949249268, 1.0235809087753296, -1.0524840354919434, 1.0328097343444824, -1.0435528755187988, 1.052741527557373, 1.0441834926605225]"
68,"[0, 0, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 1, 0, 1, 1]","[0.6635859608650208, 1.0586835145950317, 1.0711854696273804, 1.0683245658874512, -1.0474663972854614, -1.0319020748138428, 1.0595715045928955, -1.0438836812973022]"
69,"[1, 1, 1, 1, 0, 0, 1, 0]","[1, 0, 1, 1, 1, 0, 1, 0]","[-0.9999973773956299, -1.0639293193817139, -1.0553772449493408, -1.0657682418823242, 1.0365415811538696, 1.0527304410934448, -1.046349287033081, 1.0541538000106812]"
70,"[1, 0, 1, 0, 0, 1, 1, 1]","[1, 0, 1, 1, 1, 0, 0, 1]","[-1.0056750774383545, 1.0978575944900513, -1.0551859140396118, 1.053075909614563, 1.0795249938964844, -1.0297954082489014, -1.0344221591949463, -1.0430055856704712]"
71,"[0, 1, 0, 1, 1, 0, 0, 0]","[1, 0, 1, 1, 1, 0, 0, 0]","[1.0993437767028809, -1.1170933246612549, 1.0344572067260742, -1.0526165962219238, -1.0577058792114258, 1.0398333072662354, 1.0330721139907837, 1.0461914539337158]"
72,"[0, 1, 0, 0, 1, 0, 0, 1]","[1, 0, 1, 1, 0, 1, 1, 1]","[1.050979495048523, -1.0673718452453613, 1.0790953636169434, 1.074385643005371, -1.0408934354782104, 1.0584003925323486, 1.055898904800415, -1.0370275974273682]"
73,"[1, 0, 1, 1, 0, 1, 1, 0]","[1, 0, 1, 1, 0, 1, 1, 0]","[-0.9860594868659973, 1.0806083679199219, -1.0642509460449219, -1.0696427822113037, 1.088308334350586, -1.03835928440094, -1.0467928647994995, 1.0603870153427124]"
74,"[1, 1, 1, 0, 0, 0, 1, 1]","[1, 0, 1, 1, 0, 1, 0, 1]","[-1.1327769756317139, -1.0455659627914429, -1.0377349853515625, 1.0598981380462646, 1.085693359375, 1.0533344745635986, -1.0339423418045044, -1.0393003225326538]"
75,"[0, 0, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 1, 0, 1, 0, 0]","[1.076616644859314, 1.111547827720642, 1.0238549709320068, -1.043927550315857, -1.0533050298690796, -1.0465062856674194, 1.0428255796432495, 1.0360889434814453]"
76,"[1, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 1, 1]","[-1.1362727880477905, 1.0521689653396606, 1.0664422512054443, 1.0631579160690308, 1.074485421180725, -1.0361826419830322, 1.0605171918869019, -1.04950749874115]"
77,"[0, 1, 1, 1, 1, 0, 1, 0]","[1, 0, 1, 1, 0, 0, 1, 0]","[1.0884068012237549, -1.0677818059921265, -1.0406702756881714, -1.0639113187789917, -1.0475763082504272, 1.0446290969848633, -1.040266513824463, 1.0412839651107788]"
78,"[0, 0, 1, 0, 1, 1, 1, 1]","[1, 0, 1, 1, 0, 0, 0, 1]","[1.1020292043685913, 1.0915447473526, -1.0608525276184082, 1.0532314777374268, -1.0323530435562134, -1.0253784656524658, -1.0383977890014648, -1.0475342273712158]"
79,"[0, 1, 0, 1, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 0]","[0.8832729458808899, -1.078930377960205, 1.041039228439331, -1.044782280921936, 1.026506781578064, 1.037628412246704, 1.044028401374817, 1.038621425628662]"
80,"[1, 0, 1, 1, 0, 0, 0, 1]","[1, 0, 1, 0, 1, 1, 1, 1]","[-0.9687507152557373, 1.0505852699279785, -1.0527790784835815, -1.0474308729171753, 1.0696756839752197, 1.0500564575195312, 1.0468573570251465, -1.0576854944229126]"
81,"[1, 1, 0, 0, 1, 1, 1, 0]","[1, 0, 1, 0, 1, 1, 1, 0]","[-1.0900160074234009, -1.0678108930587769, 1.0613855123519897, 1.0498913526535034, -1.0581915378570557, -1.0441792011260986, -1.047279715538025, 1.0411118268966675]"
82,"[0, 0, 0, 1, 1, 0, 1, 1]","[1, 0, 1, 0, 1, 1, 0, 1]","[0.3619064688682556, 1.1219725608825684, 1.0555386543273926, -1.0485414266586304, -1.0424822568893433, 1.0497260093688965, -1.0460952520370483, -1.0394219160079956]"
83,"[0, 1, 1, 0, 0, 1, 0, 0]","[1, 0, 1, 0, 1, 1, 0, 0]","[1.0331284999847412, -1.0629981756210327, -1.0650392770767212, 1.0447444915771484, 1.0315074920654297, -1.04241943359375, 1.044212818145752, 1.0335010290145874]"
84,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 1, 0, 1, 0, 1, 1]","[-0.4859120547771454, -1.0596789121627808, -1.0682153701782227, -1.0481370687484741, -1.045648217201233, -1.0382181406021118, 1.0522205829620361, -1.047990083694458]"
85,"[0, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 1, 0, 1, 0, 1, 0]","[1.0997217893600464, 1.064442753791809, 1.0708826780319214, 1.0432697534561157, 1.0359928607940674, 1.0506153106689453, -1.0402694940567017, 1.0452394485473633]"
86,"[0, 1, 0, 1, 0, 1, 1, 1]","[1, 0, 1, 0, 1, 0, 0, 1]","[0.47957026958465576, -1.1157770156860352, 1.0742878913879395, -1.0554096698760986, 1.0768178701400757, -1.024307370185852, -1.038712978363037, -1.0381207466125488]"
87,"[1, 0, 1, 0, 1, 0, 0, 0]","[1, 0, 1, 0, 1, 0, 0, 0]","[-1.2097394466400146, 1.0966157913208008, -1.036318302154541, 1.0382596254348755, -1.0701446533203125, 1.038547158241272, 1.0523889064788818, 1.0476033687591553]"
88,"[0, 0, 1, 1, 1, 0, 0, 1]","[1, 0, 1, 0, 0, 1, 1, 1]","[0.39135658740997314, 1.070288062095642, -1.0580079555511475, -1.0326766967773438, -1.0499337911605835, 1.0610615015029907, 1.0515036582946777, -1.0305882692337036]"
89,"[0, 1, 0, 0, 0, 1, 1, 0]","[1, 0, 1, 0, 0, 1, 1, 0]","[1.1093074083328247, -1.063690423965454, 1.0661429166793823, 1.046819806098938, 1.0898000001907349, -1.0406968593597412, -1.0432134866714478, 1.033026099205017]"
90,"[0, 0, 0, 1, 0, 0, 1, 1]","[1, 0, 1, 0, 0, 1, 0, 1]","[1.0813732147216797, 1.1092567443847656, 1.054889440536499, -1.0563572645187378, 1.086085319519043, 1.0553616285324097, -1.0401451587677002, -1.0412248373031616]"
91,"[1, 1, 1, 0, 1, 1, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 0]","[-1.115186095237732, -1.0619587898254395, -1.0727559328079224, 1.0261757373809814, -1.0559724569320679, -1.0455591678619385, 1.0367836952209473, 1.031578779220581]"
92,"[0, 1, 1, 1, 0, 1, 0, 1]","[1, 0, 1, 0, 0, 0, 1, 1]","[1.046684741973877, -1.0624363422393799, -1.0665416717529297, -1.0474307537078857, 1.0814927816390991, -1.0371891260147095, 1.0547062158584595, -1.0487027168273926]"
93,"[1, 0, 0, 0, 1, 0, 1, 0]","[1, 0, 1, 0, 0, 0, 1, 0]","[-0.5463410019874573, 1.0768115520477295, 1.0559335947036743, 1.0470298528671265, -1.05701744556427, 1.042007565498352, -1.041585087776184, 1.0400184392929077]"
94,"[1, 1, 0, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 0, 0, 0, 1]","[-0.5584617257118225, -1.1140007972717285, 1.0776278972625732, -1.06514310836792, -1.0351511240005493, -1.0223537683486938, -1.0397062301635742, -1.0393427610397339]"
95,"[0, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0]","[1.1251499652862549, 1.0766117572784424, -1.0374811887741089, 1.0411131381988525, 1.0400112867355347, 1.0524086952209473, 1.0635453462600708, 1.0780048370361328]"
96,"[0, 1, 1, 0, 0, 0, 0, 1]","[1, 0, 0, 1, 1, 1, 1, 1]","[1.0716520547866821, -1.0791943073272705, -1.0514607429504395, 1.0503863096237183, 1.0531203746795654, 1.0458731651306152, 1.046027660369873, -1.0612622499465942]"
97,"[1, 0, 0, 1, 1, 1, 1, 0]","[1, 0, 0, 1, 1, 1, 1, 0]","[-0.976525068283081, 1.0780727863311768, 1.0636142492294312, -1.0703130960464478, -1.0590132474899292, -1.0428882837295532, -1.041991114616394, 1.0684497356414795]"
98,"[1, 1, 0, 0, 1, 0, 1, 1]","[1, 0, 0, 1, 1, 1, 0, 1]","[-1.0377466678619385, -1.061444878578186, 1.0986632108688354, 1.026478886604309, -1.04802405834198, 1.0531909465789795, -1.0425366163253784, -1.0278314352035522]"
99,"[0, 0, 1, 1, 0, 1, 0, 0]","[1, 0, 0, 1, 1, 1, 0, 0]","[1.0808101892471313, 1.1119556427001953, -1.0658459663391113, -1.035744547843933, 1.0315194129943848, -1.0354859828948975, 1.0482139587402344, 1.044064998626709]"
100,"[0, 0, 1, 0, 1, 1, 0, 1]","[1, 0, 0, 1, 1, 0, 1, 1]","[0.8442902565002441, 1.065684199333191, -1.032069444656372, 1.0594587326049805, -1.0499883890151978, -1.0371168851852417, 1.058527946472168, -1.0497883558273315]"
101,"[0, 1, 0, 1, 0, 0, 1, 0]","[1, 0, 0, 1, 1, 0, 1, 0]","[1.0983167886734009, -1.0700209140777588, 1.0447957515716553, -1.0638805627822876, 1.036091685295105, 1.0524349212646484, -1.0372931957244873, 1.0472553968429565]"
102,"[0, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 1, 1, 0, 0, 1]","[1.1377885341644287, 1.1065644025802612, 1.0707250833511353, 1.0532180070877075, 1.087476134300232, -1.0336962938308716, -1.0368058681488037, -1.0480382442474365]"
103,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 1, 1, 0, 0, 0]","[-1.1399272680282593, -1.1168601512908936, -1.072235107421875, -1.0456346273422241, -1.0801994800567627, 1.0250614881515503, 1.0359302759170532, 1.0368260145187378]"
