Example,Decoded_Bits,Polar_code,Output
49,"[1, 0, 1, 0, 1, 1, 1, 0]","[1, 1, 0, 0, 1, 1, 1, 0]","[-1.0511027574539185, 1.0402432680130005, -1.047758936882019, 1.0460050106048584, -1.0440665483474731, -1.044493317604065, -1.0480690002441406, 1.0473778247833252]"
50,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 0, 0, 1, 1, 0, 1]","[-1.0447258949279785, -1.0450735092163086, -1.0435141324996948, -1.0443305969238281, -1.043250560760498, 1.0437805652618408, -1.0461726188659668, -1.0483084917068481]"
51,"[0, 0, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 0, 1, 1, 0, 0]","[1.0360747575759888, 1.043552041053772, 1.0399224758148193, 1.044906735420227, 1.0458879470825195, -1.0437334775924683, 1.0438324213027954, 1.0477157831192017]"
52,"[0, 0, 0, 1, 1, 1, 0, 1]","[1, 1, 0, 0, 1, 0, 1, 1]","[1.0154392719268799, 1.0345722436904907, 1.038431167602539, -1.0430614948272705, -1.0375854969024658, -1.0425629615783691, 1.0416375398635864, -1.0435216426849365]"
53,"[0, 1, 1, 0, 0, 0, 1, 0]","[1, 1, 0, 0, 1, 0, 1, 0]","[1.033627986907959, -1.0465729236602783, -1.04591965675354, 1.044022798538208, 1.0417180061340332, 1.0445059537887573, -1.046695351600647, 1.046325445175171]"
54,"[1, 0, 1, 1, 0, 1, 1, 1]","[1, 1, 0, 0, 1, 0, 0, 1]","[-1.0251038074493408, 1.0334290266036987, -1.0424118041992188, -1.0442144870758057, 1.0449367761611938, -1.0430408716201782, -1.0423836708068848, -1.0447641611099243]"
55,"[1, 1, 0, 0, 1, 0, 0, 0]","[1, 1, 0, 0, 1, 0, 0, 0]","[-1.0538370609283447, -1.0555533170700073, 1.0399963855743408, 1.0424717664718628, -1.051931619644165, 1.0465673208236694, 1.0443291664123535, 1.0464773178100586]"
56,"[0, 1, 0, 1, 1, 0, 0, 1]","[1, 1, 0, 0, 0, 1, 1, 1]","[1.0110896825790405, -1.048389196395874, 1.037716031074524, -1.0484659671783447, -1.0528252124786377, 1.0397799015045166, 1.0399574041366577, -1.0497697591781616]"
57,"[1, 0, 1, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0]","[-0.9967813491821289, 1.040649175643921, -1.0455584526062012, 1.0459356307983398, 1.040048360824585, -1.0494637489318848, -1.051210880279541, 1.0462309122085571]"
58,"[0, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 0, 0, 0, 1, 0, 1]","[1.0425102710723877, -1.0471240282058716, -1.0444800853729248, -1.0462405681610107, 1.0497902631759644, 1.0412533283233643, -1.0477538108825684, -1.0492664575576782]"
59,"[1, 0, 0, 0, 1, 1, 0, 0]","[1, 1, 0, 0, 0, 1, 0, 0]","[-1.0573177337646484, 1.0425512790679932, 1.0384732484817505, 1.044565200805664, -1.043832778930664, -1.0483341217041016, 1.0436118841171265, 1.0471478700637817]"
60,"[0, 0, 0, 1, 0, 1, 0, 1]","[1, 1, 0, 0, 0, 0, 1, 1]","[1.0406827926635742, 1.0370970964431763, 1.0426267385482788, -1.046013355255127, 1.0435253381729126, -1.0467500686645508, 1.0445891618728638, -1.0455211400985718]"
61,"[1, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 0, 0, 0, 0, 1, 0]","[-1.05469810962677, -1.0536725521087646, -1.051822304725647, 1.044528603553772, -1.0468116998672485, 1.045173168182373, -1.051692008972168, 1.0466259717941284]"
62,"[0, 0, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 0, 0, 0, 0, 1]","[1.0070523023605347, 1.0381985902786255, -1.0416936874389648, -1.0441817045211792, -1.043880581855774, -1.0443042516708374, -1.0433179140090942, -1.046026349067688]"
63,"[1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0]","[-1.0559611320495605, -1.0545451641082764, 1.0382752418518066, 1.0384262800216675, 1.0393543243408203, 1.0415401458740234, 1.0418143272399902, 1.0420584678649902]"
64,"[1, 1, 0, 0, 0, 0, 0, 1]","[1, 0, 1, 1, 1, 1, 1, 1]","[-1.0367441177368164, -1.0455188751220703, 1.0391056537628174, 1.0417526960372925, 1.0426493883132935, 1.0440179109573364, 1.04421067237854, -1.0496896505355835]"
65,"[1, 1, 0, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0]","[-1.0054539442062378, -0.3666843771934509, 0.020477525889873505, -0.5100824236869812, -0.030472181737422943, -0.5638300180435181, -0.5866773128509521, 1.0428600311279297]"
66,"[0, 1, 1, 0, 1, 0, 1, 1]","[1, 0, 1, 1, 1, 1, 0, 1]","[1.0400159358978271, -1.0442701578140259, -1.0481023788452148, 1.0432547330856323, -1.047123908996582, 1.0430606603622437, -1.047324538230896, -1.0502763986587524]"
67,"[0, 0, 0, 1, 0, 1, 0, 0]","[1, 0, 1, 1, 1, 1, 0, 0]","[1.0045908689498901, 1.0413559675216675, 1.0309303998947144, -1.0464953184127808, 1.040103554725647, -1.0476645231246948, 1.0440659523010254, 1.0459837913513184]"
68,"[0, 0, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 1, 0, 1, 1]","[1.0401278734207153, 1.045504093170166, 1.0391501188278198, 1.037558674812317, -1.0505099296569824, -1.04916250705719, 1.0412824153900146, -1.0510278940200806]"
69,"[1, 1, 1, 1, 0, 0, 1, 0]","[1, 0, 1, 1, 1, 0, 1, 0]","[-1.0469180345535278, -1.0439062118530273, -1.0460280179977417, -1.044613003730774, 1.0408720970153809, 1.044856071472168, -1.046023964881897, 1.0455248355865479]"
70,"[1, 0, 1, 0, 0, 1, 1, 1]","[1, 0, 1, 1, 1, 0, 0, 1]","[-1.0437369346618652, 1.0448566675186157, -1.0479323863983154, 1.0443720817565918, 1.0440716743469238, -1.0475116968154907, -1.0483893156051636, -1.0491774082183838]"
71,"[0, 1, 0, 1, 1, 0, 0, 0]","[1, 0, 1, 1, 1, 0, 0, 0]","[1.026917815208435, -1.04015052318573, 1.0356853008270264, -1.0480595827102661, -1.0527492761611938, 1.0433002710342407, 1.042900562286377, 1.0450453758239746]"
72,"[0, 1, 0, 0, 1, 0, 0, 1]","[1, 0, 1, 1, 0, 1, 1, 1]","[1.0369292497634888, -1.049375295639038, 1.0373858213424683, 1.0406166315078735, -1.0521186590194702, 1.042015790939331, 1.0432865619659424, -1.0497764348983765]"
73,"[1, 0, 1, 1, 0, 1, 1, 0]","[1, 0, 1, 1, 0, 1, 1, 0]","[-1.0471501350402832, 1.0436111688613892, -1.0501186847686768, -1.0523523092269897, 1.0391658544540405, -1.0511751174926758, -1.050782322883606, 1.0445717573165894]"
74,"[1, 1, 1, 0, 0, 0, 1, 1]","[1, 0, 1, 1, 0, 1, 0, 1]","[-1.0477360486984253, -1.0379502773284912, -1.0440784692764282, 1.0421432256698608, 1.0421189069747925, 1.0436427593231201, -1.0454469919204712, -1.0450716018676758]"
75,"[0, 0, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 1, 0, 1, 0, 0]","[1.0355638265609741, 1.0422909259796143, 1.035913109779358, -1.0477285385131836, -1.0448328256607056, -1.0497429370880127, 1.043757438659668, 1.0461114645004272]"
76,"[1, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 1, 1]","[-1.048075556755066, 1.0422635078430176, 1.0404601097106934, 1.0407434701919556, 1.0453492403030396, -1.0481048822402954, 1.044438362121582, -1.0484344959259033]"
77,"[0, 1, 1, 1, 1, 0, 1, 0]","[1, 0, 1, 1, 0, 0, 1, 0]","[1.0380958318710327, -1.0430938005447388, -1.0450947284698486, -1.0456085205078125, -1.0417476892471313, 1.0448154211044312, -1.045898675918579, 1.0461872816085815]"
78,"[0, 0, 1, 0, 1, 1, 1, 1]","[1, 0, 1, 1, 0, 0, 0, 1]","[1.0453875064849854, 1.0459457635879517, -1.0511916875839233, 1.043704628944397, -1.044554591178894, -1.0475406646728516, -1.047654628753662, -1.0479605197906494]"
79,"[0, 1, 0, 1, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 0]","[0.9987239241600037, -1.0377540588378906, 1.0400527715682983, -1.0455111265182495, 1.0385836362838745, 1.0437941551208496, 1.0434104204177856, 1.0446397066116333]"
80,"[1, 0, 1, 1, 0, 0, 0, 1]","[1, 0, 1, 0, 1, 1, 1, 1]","[-1.0214970111846924, 1.0328460931777954, -1.0537790060043335, -1.046870231628418, 1.0344470739364624, 1.0230646133422852, 1.0225136280059814, -1.0498231649398804]"
81,"[1, 1, 0, 0, 1, 1, 1, 0]","[1, 0, 1, 0, 1, 1, 1, 0]","[-1.0563454627990723, -1.0454968214035034, 1.0410683155059814, 1.0449299812316895, -1.0500200986862183, -1.0460261106491089, -1.0498621463775635, 1.046699047088623]"
82,"[0, 0, 0, 1, 1, 0, 1, 1]","[1, 0, 1, 0, 1, 1, 0, 1]","[0.9838341474533081, 1.044682264328003, 1.0335056781768799, -1.0451672077178955, -1.0459606647491455, 1.0439599752426147, -1.0470914840698242, -1.0480248928070068]"
83,"[0, 1, 1, 0, 0, 1, 0, 0]","[1, 0, 1, 0, 1, 1, 0, 0]","[1.0330817699432373, -1.0429093837738037, -1.0489530563354492, 1.0446127653121948, 1.045460820198059, -1.046040654182434, 1.0448294878005981, 1.0476499795913696]"
84,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 1, 0, 1, 0, 1, 1]","[-1.0523136854171753, -1.0437439680099487, -1.0488041639328003, -1.046766996383667, -1.0464009046554565, -1.046175479888916, 1.044050931930542, -1.046306848526001]"
85,"[0, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 1, 0, 1, 0, 1, 0]","[1.03334379196167, 1.038191795349121, 1.0403059720993042, 1.044747233390808, 1.0378623008728027, 1.0455961227416992, -1.0469341278076172, 1.0471765995025635]"
86,"[0, 1, 0, 1, 0, 1, 1, 1]","[1, 0, 1, 0, 1, 0, 0, 1]","[1.041168212890625, -1.0446712970733643, 1.036689043045044, -1.0462881326675415, 1.0426326990127563, -1.04514479637146, -1.0453300476074219, -1.047402262687683]"
87,"[1, 0, 1, 0, 1, 0, 0, 0]","[1, 0, 1, 0, 1, 0, 0, 0]","[-1.0511833429336548, 1.0420536994934082, -1.0523169040679932, 1.0429246425628662, -1.0513423681259155, 1.0454912185668945, 1.0432316064834595, 1.046641230583191]"
88,"[0, 1, 0, 1, 0, 1, 0, 1]","[1, 0, 1, 0, 0, 1, 1, 1]","[0.9828922152519226, -0.6528893709182739, 0.5304096341133118, -0.9564343094825745, 0.602396547794342, -0.051325373351573944, 0.17436976730823517, -0.9823871850967407]"
89,"[0, 1, 0, 0, 0, 1, 1, 0]","[1, 0, 1, 0, 0, 1, 1, 0]","[1.0368098020553589, -1.0480353832244873, 1.0402380228042603, 1.046100378036499, 1.0402419567108154, -1.0478148460388184, -1.0490615367889404, 1.047214388847351]"
90,"[0, 0, 0, 1, 0, 0, 1, 1]","[1, 0, 1, 0, 0, 1, 0, 1]","[1.035098910331726, 1.0444658994674683, 1.0360435247421265, -1.0476216077804565, 1.0487734079360962, 1.0424432754516602, -1.0492569208145142, -1.0498135089874268]"
91,"[1, 1, 1, 0, 1, 1, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 0]","[-1.0484603643417358, -1.0472142696380615, -1.0502374172210693, 1.0454978942871094, -1.0430271625518799, -1.0483437776565552, 1.0455963611602783, 1.0480122566223145]"
92,"[0, 1, 1, 1, 0, 1, 0, 1]","[1, 0, 1, 0, 0, 0, 1, 1]","[1.037366509437561, -1.0464415550231934, -1.0518735647201538, -1.0479708909988403, 1.045087218284607, -1.0488508939743042, 1.0458627939224243, -1.0465353727340698]"
93,"[1, 0, 0, 0, 1, 0, 1, 0]","[1, 0, 1, 0, 0, 0, 1, 0]","[-1.050702452659607, 1.040364384651184, 1.0401445627212524, 1.0457148551940918, -1.0476850271224976, 1.0462754964828491, -1.050466775894165, 1.0474557876586914]"
94,"[1, 1, 0, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 0, 0, 0, 1]","[-1.049534797668457, -1.0468145608901978, 1.040511965751648, -1.047851324081421, -1.0459096431732178, -1.0466372966766357, -1.045896053314209, -1.0482333898544312]"
95,"[0, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0]","[1.0338571071624756, 1.0413506031036377, -1.0506373643875122, 1.0439156293869019, 1.0428752899169922, 1.045405387878418, 1.0451756715774536, 1.0456403493881226]"
96,"[0, 1, 1, 0, 0, 0, 0, 1]","[1, 0, 0, 1, 1, 1, 1, 1]","[1.0404446125030518, -1.0483359098434448, -1.0468578338623047, 1.0420366525650024, 1.0439789295196533, 1.0436283349990845, 1.0427241325378418, -1.0488072633743286]"
97,"[1, 0, 0, 1, 1, 1, 1, 0]","[1, 0, 0, 1, 1, 1, 1, 0]","[-1.051019549369812, 1.0450949668884277, 1.043555736541748, -1.0495316982269287, -1.0479570627212524, -1.0491859912872314, -1.0487960577011108, 1.0469231605529785]"
98,"[1, 1, 0, 0, 1, 0, 1, 1]","[1, 0, 0, 1, 1, 1, 0, 1]","[-1.0560276508331299, -1.0469508171081543, 1.036819338798523, 1.0421769618988037, -1.0470408201217651, 1.0435912609100342, -1.0470577478408813, -1.0497475862503052]"
99,"[0, 0, 1, 1, 0, 1, 0, 0]","[1, 0, 0, 1, 1, 1, 0, 0]","[1.024800181388855, 1.0445139408111572, -1.05014169216156, -1.0480830669403076, 1.0406664609909058, -1.0494276285171509, 1.0433316230773926, 1.0463510751724243]"
100,"[0, 1, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 1, 1, 0, 1, 1]","[0.8819657564163208, -0.3523372411727905, 0.3155537545681, 0.12926506996154785, 0.5407585501670837, -0.08856596797704697, 0.1747375726699829, -0.5879854559898376]"
101,"[0, 1, 0, 1, 0, 0, 1, 0]","[1, 0, 0, 1, 1, 0, 1, 0]","[1.0222547054290771, -1.0489264726638794, 1.0430622100830078, -1.0459516048431396, 1.037093997001648, 1.044402837753296, -1.0485823154449463, 1.046086311340332]"
102,"[0, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 1, 1, 0, 0, 1]","[1.0230963230133057, 1.0327808856964111, 1.0415581464767456, 1.0412806272506714, 1.0358712673187256, -1.0530489683151245, -1.0529680252075195, -1.0541188716888428]"
103,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 1, 1, 0, 0, 0]","[-1.0640859603881836, -1.0433017015457153, -1.046717882156372, -1.049203634262085, -1.0531225204467773, 1.0423871278762817, 1.0411107540130615, 1.0436551570892334]"
