Info positions : [ 7  9 10 11 12 13 14 15]
Target Info positions : [ 7  9 10 11 12 13 14 15]
Frozen positions : [0 1 2 3 4 5 6 8]
embed dim : 64 
Batch size : 8192
Validation SNR : 3.0
Number of heads : 2
Number of layers: 2
Positional encoding : static
Layers : compelete
Print frequency: 100
Num of steps: 200000
combinational training snr:  False
64
Training Model for 8,16 anew
Number of parameters : 100741
Did not find standard validation data
Need to save for: 1000
[0/200000] At 3 dB, Loss: 1.4975147, Train BER (3 dB) : 0.5555267, Valid BER: 0.4474182, Tgt BER: 0.4474182, Noiseless BER 0.4393158, Valid BLER : 0.9938965
[5600/200000] At 3 dB, Loss: 0.3676618, Train BER (3 dB) : 0.1472168, Valid BER: 0.1321869, Tgt BER: 0.1321869, Noiseless BER 0.0000000, Valid BLER : 0.4830322
[5700/200000] At 3 dB, Loss: 0.3579634, Train BER (3 dB) : 0.1445465, Valid BER: 0.1346283, Tgt BER: 0.1346283, Noiseless BER 0.0000000, Valid BLER : 0.4879150
[5800/200000] At 3 dB, Loss: 0.3593713, Train BER (3 dB) : 0.1439514, Valid BER: 0.1367645, Tgt BER: 0.1367645, Noiseless BER 0.0000000, Valid BLER : 0.4930420
[5900/200000] At 3 dB, Loss: 0.3688658, Train BER (3 dB) : 0.1480103, Valid BER: 0.1378937, Tgt BER: 0.1378937, Noiseless BER 0.0000000, Valid BLER : 0.4858398
[6000/200000] At 3 dB, Loss: 0.3667251, Train BER (3 dB) : 0.1472321, Valid BER: 0.1350098, Tgt BER: 0.1350098, Noiseless BER 0.0000000, Valid BLER : 0.4752197
[6100/200000] At 3 dB, Loss: 0.3550466, Train BER (3 dB) : 0.1409607, Valid BER: 0.1307983, Tgt BER: 0.1307983, Noiseless BER 0.0000000, Valid BLER : 0.4660645
[6200/200000] At 3 dB, Loss: 0.3585635, Train BER (3 dB) : 0.1428680, Valid BER: 0.1317291, Tgt BER: 0.1317291, Noiseless BER 0.0000000, Valid BLER : 0.4744873
[6300/200000] At 3 dB, Loss: 0.3533011, Train BER (3 dB) : 0.1403503, Valid BER: 0.1348724, Tgt BER: 0.1348724, Noiseless BER 0.0000000, Valid BLER : 0.4759521
[6400/200000] At 3 dB, Loss: 0.3621363, Train BER (3 dB) : 0.1437836, Valid BER: 0.1288757, Tgt BER: 0.1288757, Noiseless BER 0.0000000, Valid BLER : 0.4659424
[6500/200000] At 3 dB, Loss: 0.3631648, Train BER (3 dB) : 0.1429138, Valid BER: 0.1237335, Tgt BER: 0.1237335, Noiseless BER 0.0000000, Valid BLER : 0.4536133
[6600/200000] At 3 dB, Loss: 0.3494967, Train BER (3 dB) : 0.1369019, Valid BER: 0.1274567, Tgt BER: 0.1274567, Noiseless BER 0.0000000, Valid BLER : 0.4644775
[6700/200000] At 3 dB, Loss: 0.3530056, Train BER (3 dB) : 0.1390991, Valid BER: 0.1193390, Tgt BER: 0.1193390, Noiseless BER 0.0000000, Valid BLER : 0.4384766
[6800/200000] At 3 dB, Loss: 0.3460077, Train BER (3 dB) : 0.1350250, Valid BER: 0.1155853, Tgt BER: 0.1155853, Noiseless BER 0.0000000, Valid BLER : 0.4240723
[6900/200000] At 3 dB, Loss: 0.3488120, Train BER (3 dB) : 0.1344299, Valid BER: 0.1175842, Tgt BER: 0.1175842, Noiseless BER 0.0000000, Valid BLER : 0.4322510
[7000/200000] At 3 dB, Loss: 0.3416683, Train BER (3 dB) : 0.1327820, Valid BER: 0.1154785, Tgt BER: 0.1154785, Noiseless BER 0.0000000, Valid BLER : 0.4174805
[7100/200000] At 3 dB, Loss: 0.3517799, Train BER (3 dB) : 0.1360016, Valid BER: 0.1149750, Tgt BER: 0.1149750, Noiseless BER 0.0000000, Valid BLER : 0.4129639
[7200/200000] At 3 dB, Loss: 0.3366489, Train BER (3 dB) : 0.1292114, Valid BER: 0.1107178, Tgt BER: 0.1107178, Noiseless BER 0.0000000, Valid BLER : 0.4082031
[7300/200000] At 3 dB, Loss: 0.3351742, Train BER (3 dB) : 0.1291046, Valid BER: 0.1103058, Tgt BER: 0.1103058, Noiseless BER 0.0000000, Valid BLER : 0.4035645
[7400/200000] At 3 dB, Loss: 0.3290234, Train BER (3 dB) : 0.1261444, Valid BER: 0.1152802, Tgt BER: 0.1152802, Noiseless BER 0.0000000, Valid BLER : 0.4078369
[7500/200000] At 3 dB, Loss: 0.3354037, Train BER (3 dB) : 0.1259308, Valid BER: 0.1089783, Tgt BER: 0.1089783, Noiseless BER 0.0000000, Valid BLER : 0.3868408
[7600/200000] At 3 dB, Loss: 0.3232894, Train BER (3 dB) : 0.1212769, Valid BER: 0.1082611, Tgt BER: 0.1082611, Noiseless BER 0.0000000, Valid BLER : 0.3940430
[7700/200000] At 3 dB, Loss: 0.3270352, Train BER (3 dB) : 0.1237640, Valid BER: 0.1050568, Tgt BER: 0.1050568, Noiseless BER 0.0000000, Valid BLER : 0.3814697
[7800/200000] At 3 dB, Loss: 0.3230769, Train BER (3 dB) : 0.1205597, Valid BER: 0.1027832, Tgt BER: 0.1027832, Noiseless BER 0.0000000, Valid BLER : 0.3729248
[7900/200000] At 3 dB, Loss: 0.3171895, Train BER (3 dB) : 0.1183929, Valid BER: 0.1038666, Tgt BER: 0.1038666, Noiseless BER 0.0000000, Valid BLER : 0.3795166
[8000/200000] At 3 dB, Loss: 0.3131548, Train BER (3 dB) : 0.1177979, Valid BER: 0.1003113, Tgt BER: 0.1003113, Noiseless BER 0.0000000, Valid BLER : 0.3648682
[8100/200000] At 3 dB, Loss: 0.3132572, Train BER (3 dB) : 0.1168823, Valid BER: 0.0972748, Tgt BER: 0.0972748, Noiseless BER 0.0000000, Valid BLER : 0.3554688
[8200/200000] At 3 dB, Loss: 0.3136228, Train BER (3 dB) : 0.1159058, Valid BER: 0.0968475, Tgt BER: 0.0968475, Noiseless BER 0.0000000, Valid BLER : 0.3542480
[8300/200000] At 3 dB, Loss: 0.3085385, Train BER (3 dB) : 0.1128082, Valid BER: 0.0959930, Tgt BER: 0.0959930, Noiseless BER 0.0000000, Valid BLER : 0.3502197
[8400/200000] At 3 dB, Loss: 0.3021466, Train BER (3 dB) : 0.1102753, Valid BER: 0.0957184, Tgt BER: 0.0957184, Noiseless BER 0.0000000, Valid BLER : 0.3455811
[8500/200000] At 3 dB, Loss: 0.3148528, Train BER (3 dB) : 0.1163940, Valid BER: 0.0957947, Tgt BER: 0.0957947, Noiseless BER 0.0000000, Valid BLER : 0.3432617
[8600/200000] At 3 dB, Loss: 0.3046540, Train BER (3 dB) : 0.1112518, Valid BER: 0.0980835, Tgt BER: 0.0980835, Noiseless BER 0.0000000, Valid BLER : 0.3435059
[8700/200000] At 3 dB, Loss: 0.3062244, Train BER (3 dB) : 0.1117706, Valid BER: 0.0947266, Tgt BER: 0.0947266, Noiseless BER 0.0000000, Valid BLER : 0.3317871
[8800/200000] At 3 dB, Loss: 0.3051346, Train BER (3 dB) : 0.1117706, Valid BER: 0.0941620, Tgt BER: 0.0941620, Noiseless BER 0.0000000, Valid BLER : 0.3332520
[8900/200000] At 3 dB, Loss: 0.2965617, Train BER (3 dB) : 0.1067352, Valid BER: 0.0924530, Tgt BER: 0.0924530, Noiseless BER 0.0000000, Valid BLER : 0.3272705
[9000/200000] At 3 dB, Loss: 0.3071168, Train BER (3 dB) : 0.1113586, Valid BER: 0.0906067, Tgt BER: 0.0906067, Noiseless BER 0.0000000, Valid BLER : 0.3149414
[9100/200000] At 3 dB, Loss: 0.3025346, Train BER (3 dB) : 0.1099548, Valid BER: 0.0879669, Tgt BER: 0.0879669, Noiseless BER 0.0000000, Valid BLER : 0.3160400
[9200/200000] At 3 dB, Loss: 0.2996398, Train BER (3 dB) : 0.1074371, Valid BER: 0.0899811, Tgt BER: 0.0899811, Noiseless BER 0.0000000, Valid BLER : 0.3149414
[9300/200000] At 3 dB, Loss: 0.2979411, Train BER (3 dB) : 0.1077728, Valid BER: 0.0906067, Tgt BER: 0.0906067, Noiseless BER 0.0000000, Valid BLER : 0.3090820
[9400/200000] At 3 dB, Loss: 0.2943804, Train BER (3 dB) : 0.1051483, Valid BER: 0.0899048, Tgt BER: 0.0899048, Noiseless BER 0.0000000, Valid BLER : 0.3116455
[9500/200000] At 3 dB, Loss: 0.2977235, Train BER (3 dB) : 0.1082764, Valid BER: 0.0887451, Tgt BER: 0.0887451, Noiseless BER 0.0000000, Valid BLER : 0.3013916
[9600/200000] At 3 dB, Loss: 0.2910568, Train BER (3 dB) : 0.1041107, Valid BER: 0.0907440, Tgt BER: 0.0907440, Noiseless BER 0.0000000, Valid BLER : 0.3109131
[9700/200000] At 3 dB, Loss: 0.2854408, Train BER (3 dB) : 0.1026154, Valid BER: 0.0894623, Tgt BER: 0.0894623, Noiseless BER 0.0000000, Valid BLER : 0.3110352
[9800/200000] At 3 dB, Loss: 0.2868876, Train BER (3 dB) : 0.1026917, Valid BER: 0.0906219, Tgt BER: 0.0906219, Noiseless BER 0.0000000, Valid BLER : 0.3081055
[9900/200000] At 3 dB, Loss: 0.2793078, Train BER (3 dB) : 0.1001892, Valid BER: 0.0879059, Tgt BER: 0.0879059, Noiseless BER 0.0000000, Valid BLER : 0.2990723
[10000/200000] At 3 dB, Loss: 0.2863504, Train BER (3 dB) : 0.1013947, Valid BER: 0.0908051, Tgt BER: 0.0908051, Noiseless BER 0.0000000, Valid BLER : 0.3090820
[10100/200000] At 3 dB, Loss: 0.2847845, Train BER (3 dB) : 0.1017456, Valid BER: 0.0848541, Tgt BER: 0.0848541, Noiseless BER 0.0000000, Valid BLER : 0.2917480
[10200/200000] At 3 dB, Loss: 0.2845950, Train BER (3 dB) : 0.1026306, Valid BER: 0.0849457, Tgt BER: 0.0849457, Noiseless BER 0.0000000, Valid BLER : 0.2915039
[10300/200000] At 3 dB, Loss: 0.2834653, Train BER (3 dB) : 0.1008301, Valid BER: 0.0864868, Tgt BER: 0.0864868, Noiseless BER 0.0000000, Valid BLER : 0.2910156
[10400/200000] At 3 dB, Loss: 0.2784780, Train BER (3 dB) : 0.0995789, Valid BER: 0.0864258, Tgt BER: 0.0864258, Noiseless BER 0.0000000, Valid BLER : 0.2983398
[10500/200000] At 3 dB, Loss: 0.2762748, Train BER (3 dB) : 0.0990143, Valid BER: 0.0853729, Tgt BER: 0.0853729, Noiseless BER 0.0000000, Valid BLER : 0.2916260
[10600/200000] At 3 dB, Loss: 0.2840133, Train BER (3 dB) : 0.1019592, Valid BER: 0.0888062, Tgt BER: 0.0888062, Noiseless BER 0.0000000, Valid BLER : 0.3021240
[10700/200000] At 3 dB, Loss: 0.2796942, Train BER (3 dB) : 0.1002350, Valid BER: 0.0861359, Tgt BER: 0.0861359, Noiseless BER 0.0000000, Valid BLER : 0.2900391
[10800/200000] At 3 dB, Loss: 0.2806557, Train BER (3 dB) : 0.0995941, Valid BER: 0.0875397, Tgt BER: 0.0875397, Noiseless BER 0.0000000, Valid BLER : 0.2987061
[10900/200000] At 3 dB, Loss: 0.2783210, Train BER (3 dB) : 0.0994263, Valid BER: 0.0879364, Tgt BER: 0.0879364, Noiseless BER 0.0000000, Valid BLER : 0.2937012
[11000/200000] At 3 dB, Loss: 0.2794384, Train BER (3 dB) : 0.0993500, Valid BER: 0.0843353, Tgt BER: 0.0843353, Noiseless BER 0.0000000, Valid BLER : 0.2901611
[11100/200000] At 3 dB, Loss: 0.2737353, Train BER (3 dB) : 0.0968018, Valid BER: 0.0942841, Tgt BER: 0.0942841, Noiseless BER 0.0000000, Valid BLER : 0.3134766
[11200/200000] At 3 dB, Loss: 0.2747234, Train BER (3 dB) : 0.0983887, Valid BER: 0.0884247, Tgt BER: 0.0884247, Noiseless BER 0.0000000, Valid BLER : 0.3017578
[11300/200000] At 3 dB, Loss: 0.2753946, Train BER (3 dB) : 0.0991821, Valid BER: 0.0861969, Tgt BER: 0.0861969, Noiseless BER 0.0000000, Valid BLER : 0.2933350
[11400/200000] At 3 dB, Loss: 0.2724459, Train BER (3 dB) : 0.0978241, Valid BER: 0.0837097, Tgt BER: 0.0837097, Noiseless BER 0.0000000, Valid BLER : 0.2877197
[11500/200000] At 3 dB, Loss: 0.2720011, Train BER (3 dB) : 0.0974426, Valid BER: 0.0871277, Tgt BER: 0.0871277, Noiseless BER 0.0000000, Valid BLER : 0.2958984
[11600/200000] At 3 dB, Loss: 0.2719241, Train BER (3 dB) : 0.0973969, Valid BER: 0.0847931, Tgt BER: 0.0847931, Noiseless BER 0.0000000, Valid BLER : 0.2845459
[11700/200000] At 3 dB, Loss: 0.2801779, Train BER (3 dB) : 0.1003876, Valid BER: 0.0876923, Tgt BER: 0.0876923, Noiseless BER 0.0000000, Valid BLER : 0.2947998
[11800/200000] At 3 dB, Loss: 0.2656019, Train BER (3 dB) : 0.0951538, Valid BER: 0.0837097, Tgt BER: 0.0837097, Noiseless BER 0.0000000, Valid BLER : 0.2854004
[11900/200000] At 3 dB, Loss: 0.2714016, Train BER (3 dB) : 0.0977173, Valid BER: 0.0880280, Tgt BER: 0.0880280, Noiseless BER 0.0000000, Valid BLER : 0.2960205
[12000/200000] At 3 dB, Loss: 0.2773061, Train BER (3 dB) : 0.0984802, Valid BER: 0.0881195, Tgt BER: 0.0881195, Noiseless BER 0.0000000, Valid BLER : 0.2998047
[12100/200000] At 3 dB, Loss: 0.2706466, Train BER (3 dB) : 0.0964813, Valid BER: 0.0846100, Tgt BER: 0.0846100, Noiseless BER 0.0000000, Valid BLER : 0.2878418
[12200/200000] At 3 dB, Loss: 0.2688874, Train BER (3 dB) : 0.0968933, Valid BER: 0.0848541, Tgt BER: 0.0848541, Noiseless BER 0.0000000, Valid BLER : 0.2850342
[12300/200000] At 3 dB, Loss: 0.2613258, Train BER (3 dB) : 0.0940552, Valid BER: 0.0846405, Tgt BER: 0.0846405, Noiseless BER 0.0000000, Valid BLER : 0.2888184
[12400/200000] At 3 dB, Loss: 0.2648517, Train BER (3 dB) : 0.0941162, Valid BER: 0.0876923, Tgt BER: 0.0876923, Noiseless BER 0.0000000, Valid BLER : 0.2896729
[12500/200000] At 3 dB, Loss: 0.2702847, Train BER (3 dB) : 0.0968628, Valid BER: 0.0863342, Tgt BER: 0.0863342, Noiseless BER 0.0000000, Valid BLER : 0.2873535
[12600/200000] At 3 dB, Loss: 0.2712538, Train BER (3 dB) : 0.0979919, Valid BER: 0.0876617, Tgt BER: 0.0876617, Noiseless BER 0.0000000, Valid BLER : 0.2946777
[12700/200000] At 3 dB, Loss: 0.2643548, Train BER (3 dB) : 0.0944366, Valid BER: 0.0838623, Tgt BER: 0.0838623, Noiseless BER 0.0000000, Valid BLER : 0.2866211
[12800/200000] At 3 dB, Loss: 0.2647716, Train BER (3 dB) : 0.0944519, Valid BER: 0.0866547, Tgt BER: 0.0866547, Noiseless BER 0.0000000, Valid BLER : 0.2911377
[12900/200000] At 3 dB, Loss: 0.2724811, Train BER (3 dB) : 0.0979462, Valid BER: 0.0847321, Tgt BER: 0.0847321, Noiseless BER 0.0000000, Valid BLER : 0.2827148
[13000/200000] At 3 dB, Loss: 0.2733412, Train BER (3 dB) : 0.0989227, Valid BER: 0.0848236, Tgt BER: 0.0848236, Noiseless BER 0.0000000, Valid BLER : 0.2899170
[13100/200000] At 3 dB, Loss: 0.2658290, Train BER (3 dB) : 0.0950928, Valid BER: 0.0869141, Tgt BER: 0.0869141, Noiseless BER 0.0000000, Valid BLER : 0.2923584
[13200/200000] At 3 dB, Loss: 0.2611381, Train BER (3 dB) : 0.0941315, Valid BER: 0.0870514, Tgt BER: 0.0870514, Noiseless BER 0.0000000, Valid BLER : 0.2883301
[13300/200000] At 3 dB, Loss: 0.2642211, Train BER (3 dB) : 0.0954285, Valid BER: 0.0847321, Tgt BER: 0.0847321, Noiseless BER 0.0000000, Valid BLER : 0.2846680
[13400/200000] At 3 dB, Loss: 0.2671518, Train BER (3 dB) : 0.0965881, Valid BER: 0.0856628, Tgt BER: 0.0856628, Noiseless BER 0.0000000, Valid BLER : 0.2880859
[13500/200000] At 3 dB, Loss: 0.2626998, Train BER (3 dB) : 0.0939789, Valid BER: 0.0854340, Tgt BER: 0.0854340, Noiseless BER 0.0000000, Valid BLER : 0.2913818
[13600/200000] At 3 dB, Loss: 0.2692821, Train BER (3 dB) : 0.0974121, Valid BER: 0.0886993, Tgt BER: 0.0886993, Noiseless BER 0.0000000, Valid BLER : 0.2973633
