Info positions : [3 5 6 7]
Target Info positions : [3 5 6 7]
Frozen positions : [0 1 2 4]
Code : polar 
embed dim : 8 
Rate Profile : polar
Batch size : 128
Validation SNR : 2.0
Number of heads : 1
Number of layers: 1
Positional encoding : static
Layers : compelete
Print frequency: 100
Num of steps: 50000
8
Training Model for 4,8 loaded at step 2000 from previous model 4,8
Number of parameters : 939
Did not find standard validation data
Need to save for: 500
[0/50000] At 2 dB, Loss: 0.6280265, Train BER (2 dB) : 0.2128906, Valid BER: 0.1738281, Tgt BER: 0.1738281, Noiseless BER 0.0000000, Valid BLER : 0.3750000
[10500/50000] At 2 dB, Loss: 0.5758461, Train BER (2 dB) : 0.2148438, Valid BER: 0.1289062, Tgt BER: 0.1289062, Noiseless BER 0.0000000, Valid BLER : 0.2890625
[10600/50000] At 2 dB, Loss: 0.5140218, Train BER (2 dB) : 0.1718750, Valid BER: 0.1777344, Tgt BER: 0.1777344, Noiseless BER 0.0000000, Valid BLER : 0.3750000
[10700/50000] At 2 dB, Loss: 0.5832484, Train BER (2 dB) : 0.1816406, Valid BER: 0.1679688, Tgt BER: 0.1679688, Noiseless BER 0.0000000, Valid BLER : 0.3750000
[10800/50000] At 2 dB, Loss: 0.5416610, Train BER (2 dB) : 0.1796875, Valid BER: 0.1328125, Tgt BER: 0.1328125, Noiseless BER 0.0000000, Valid BLER : 0.3125000
[10900/50000] At 2 dB, Loss: 0.5204183, Train BER (2 dB) : 0.1699219, Valid BER: 0.0996094, Tgt BER: 0.0996094, Noiseless BER 0.0000000, Valid BLER : 0.2734375
[11000/50000] At 2 dB, Loss: 0.5270321, Train BER (2 dB) : 0.1660156, Valid BER: 0.1347656, Tgt BER: 0.1347656, Noiseless BER 0.0000000, Valid BLER : 0.2968750
[11100/50000] At 2 dB, Loss: 0.5705717, Train BER (2 dB) : 0.1933594, Valid BER: 0.1503906, Tgt BER: 0.1503906, Noiseless BER 0.0000000, Valid BLER : 0.3906250
[11200/50000] At 2 dB, Loss: 0.5397295, Train BER (2 dB) : 0.1835938, Valid BER: 0.1601562, Tgt BER: 0.1601562, Noiseless BER 0.0000000, Valid BLER : 0.3828125
[11300/50000] At 2 dB, Loss: 0.5453811, Train BER (2 dB) : 0.1953125, Valid BER: 0.1308594, Tgt BER: 0.1308594, Noiseless BER 0.0000000, Valid BLER : 0.2812500
[11400/50000] At 2 dB, Loss: 0.6834621, Train BER (2 dB) : 0.2402344, Valid BER: 0.1269531, Tgt BER: 0.1269531, Noiseless BER 0.0000000, Valid BLER : 0.3046875
[11500/50000] At 2 dB, Loss: 0.5545236, Train BER (2 dB) : 0.2148438, Valid BER: 0.1367188, Tgt BER: 0.1367188, Noiseless BER 0.0000000, Valid BLER : 0.3593750
[11600/50000] At 2 dB, Loss: 0.5258238, Train BER (2 dB) : 0.1562500, Valid BER: 0.1289062, Tgt BER: 0.1289062, Noiseless BER 0.0000000, Valid BLER : 0.2968750
[11700/50000] At 2 dB, Loss: 0.5964309, Train BER (2 dB) : 0.2070312, Valid BER: 0.1308594, Tgt BER: 0.1308594, Noiseless BER 0.0000000, Valid BLER : 0.3359375
[11800/50000] At 2 dB, Loss: 0.5905204, Train BER (2 dB) : 0.2089844, Valid BER: 0.1660156, Tgt BER: 0.1660156, Noiseless BER 0.0000000, Valid BLER : 0.3593750
[11900/50000] At 2 dB, Loss: 0.4886110, Train BER (2 dB) : 0.1679688, Valid BER: 0.1367188, Tgt BER: 0.1367188, Noiseless BER 0.0000000, Valid BLER : 0.3437500
[12000/50000] At 2 dB, Loss: 0.4262281, Train BER (2 dB) : 0.1367188, Valid BER: 0.1425781, Tgt BER: 0.1425781, Noiseless BER 0.0000000, Valid BLER : 0.3750000
[12100/50000] At 2 dB, Loss: 0.6435525, Train BER (2 dB) : 0.2421875, Valid BER: 0.1132812, Tgt BER: 0.1132812, Noiseless BER 0.0000000, Valid BLER : 0.2187500
[12200/50000] At 2 dB, Loss: 0.6207414, Train BER (2 dB) : 0.2109375, Valid BER: 0.1328125, Tgt BER: 0.1328125, Noiseless BER 0.0000000, Valid BLER : 0.3046875
[12300/50000] At 2 dB, Loss: 0.6087710, Train BER (2 dB) : 0.2011719, Valid BER: 0.1914062, Tgt BER: 0.1914062, Noiseless BER 0.0000000, Valid BLER : 0.3750000
[12400/50000] At 2 dB, Loss: 0.5494165, Train BER (2 dB) : 0.1972656, Valid BER: 0.1386719, Tgt BER: 0.1386719, Noiseless BER 0.0000000, Valid BLER : 0.3203125
[12500/50000] At 2 dB, Loss: 0.5629275, Train BER (2 dB) : 0.1972656, Valid BER: 0.1660156, Tgt BER: 0.1660156, Noiseless BER 0.0000000, Valid BLER : 0.3671875
[12600/50000] At 2 dB, Loss: 0.5680041, Train BER (2 dB) : 0.1992188, Valid BER: 0.1406250, Tgt BER: 0.1406250, Noiseless BER 0.0000000, Valid BLER : 0.3437500
[12700/50000] At 2 dB, Loss: 0.5203714, Train BER (2 dB) : 0.1835938, Valid BER: 0.1445312, Tgt BER: 0.1445312, Noiseless BER 0.0000000, Valid BLER : 0.3359375
[12800/50000] At 2 dB, Loss: 0.5265505, Train BER (2 dB) : 0.1855469, Valid BER: 0.1386719, Tgt BER: 0.1386719, Noiseless BER 0.0000000, Valid BLER : 0.3515625
[12900/50000] At 2 dB, Loss: 0.5068646, Train BER (2 dB) : 0.1718750, Valid BER: 0.1289062, Tgt BER: 0.1289062, Noiseless BER 0.0000000, Valid BLER : 0.2968750
[13000/50000] At 2 dB, Loss: 0.4754975, Train BER (2 dB) : 0.1503906, Valid BER: 0.1308594, Tgt BER: 0.1308594, Noiseless BER 0.0000000, Valid BLER : 0.2968750
[13100/50000] At 2 dB, Loss: 0.6195236, Train BER (2 dB) : 0.2011719, Valid BER: 0.1171875, Tgt BER: 0.1171875, Noiseless BER 0.0000000, Valid BLER : 0.3046875
[13200/50000] At 2 dB, Loss: 0.6237868, Train BER (2 dB) : 0.2128906, Valid BER: 0.1269531, Tgt BER: 0.1269531, Noiseless BER 0.0000000, Valid BLER : 0.2968750
[13300/50000] At 2 dB, Loss: 0.4961078, Train BER (2 dB) : 0.1621094, Valid BER: 0.1582031, Tgt BER: 0.1582031, Noiseless BER 0.0000000, Valid BLER : 0.3203125
[13400/50000] At 2 dB, Loss: 0.4957886, Train BER (2 dB) : 0.1640625, Valid BER: 0.1972656, Tgt BER: 0.1972656, Noiseless BER 0.0000000, Valid BLER : 0.3984375
[13500/50000] At 2 dB, Loss: 0.4755733, Train BER (2 dB) : 0.1582031, Valid BER: 0.1679688, Tgt BER: 0.1679688, Noiseless BER 0.0000000, Valid BLER : 0.3437500
[13600/50000] At 2 dB, Loss: 0.5924492, Train BER (2 dB) : 0.2148438, Valid BER: 0.1503906, Tgt BER: 0.1503906, Noiseless BER 0.0000000, Valid BLER : 0.3593750
