Info positions : [ 7  9 10 11 12 13 14 15]
Target Info positions : [ 7  9 10 11 12 13 14 15]
Frozen positions : [0 1 2 3 4 5 6 8]
embed dim : 64 
Batch size : 8192
Validation SNR : 3.0
Number of heads : 1
Number of layers: 3
Positional encoding : static
Layers : compelete
Print frequency: 100
Num of steps: 200000
combinational training snr:  False
64
Training Model for 8,16 anew
Number of parameters : 150471
Did not find standard validation data
Need to save for: 1000
[0/200000] At 3 dB, Loss: 1.6881373, Train BER (3 dB) : 0.5660858, Valid BER: 0.4371948, Tgt BER: 0.4371948, Noiseless BER 0.4251709, Valid BLER : 0.9215088
[1600/200000] At 3 dB, Loss: 0.3744034, Train BER (3 dB) : 0.1527252, Valid BER: 0.1458588, Tgt BER: 0.1458588, Noiseless BER 0.0000000, Valid BLER : 0.5150146
[1700/200000] At 3 dB, Loss: 0.3795548, Train BER (3 dB) : 0.1550140, Valid BER: 0.1478729, Tgt BER: 0.1478729, Noiseless BER 0.0000000, Valid BLER : 0.5114746
[1800/200000] At 3 dB, Loss: 0.3717203, Train BER (3 dB) : 0.1529541, Valid BER: 0.1487732, Tgt BER: 0.1487732, Noiseless BER 0.0000000, Valid BLER : 0.5136719
[1900/200000] At 3 dB, Loss: 0.3581192, Train BER (3 dB) : 0.1482391, Valid BER: 0.1480255, Tgt BER: 0.1480255, Noiseless BER 0.0000000, Valid BLER : 0.5166016
[2000/200000] At 3 dB, Loss: 0.3554524, Train BER (3 dB) : 0.1474762, Valid BER: 0.1427917, Tgt BER: 0.1427917, Noiseless BER 0.0000000, Valid BLER : 0.5102539
[2100/200000] At 3 dB, Loss: 0.3580522, Train BER (3 dB) : 0.1488495, Valid BER: 0.1451263, Tgt BER: 0.1451263, Noiseless BER 0.0000000, Valid BLER : 0.5189209
[2200/200000] At 3 dB, Loss: 0.3608167, Train BER (3 dB) : 0.1503296, Valid BER: 0.1427612, Tgt BER: 0.1427612, Noiseless BER 0.0000000, Valid BLER : 0.5023193
[2300/200000] At 3 dB, Loss: 0.3595847, Train BER (3 dB) : 0.1509247, Valid BER: 0.1423187, Tgt BER: 0.1423187, Noiseless BER 0.0000000, Valid BLER : 0.4989014
[2400/200000] At 3 dB, Loss: 0.3563633, Train BER (3 dB) : 0.1496735, Valid BER: 0.1403961, Tgt BER: 0.1403961, Noiseless BER 0.0000000, Valid BLER : 0.4995117
[2500/200000] At 3 dB, Loss: 0.3615267, Train BER (3 dB) : 0.1519623, Valid BER: 0.1439514, Tgt BER: 0.1439514, Noiseless BER 0.0000000, Valid BLER : 0.4997559
[2600/200000] At 3 dB, Loss: 0.3529543, Train BER (3 dB) : 0.1467743, Valid BER: 0.1361847, Tgt BER: 0.1361847, Noiseless BER 0.0000000, Valid BLER : 0.4852295
[2700/200000] At 3 dB, Loss: 0.3514126, Train BER (3 dB) : 0.1489410, Valid BER: 0.1439209, Tgt BER: 0.1439209, Noiseless BER 0.0000000, Valid BLER : 0.5085449
[2800/200000] At 3 dB, Loss: 0.3506264, Train BER (3 dB) : 0.1474609, Valid BER: 0.1395416, Tgt BER: 0.1395416, Noiseless BER 0.0000000, Valid BLER : 0.4860840
[2900/200000] At 3 dB, Loss: 0.3479168, Train BER (3 dB) : 0.1457062, Valid BER: 0.1387329, Tgt BER: 0.1387329, Noiseless BER 0.0000000, Valid BLER : 0.4981689
[3000/200000] At 3 dB, Loss: 0.3423146, Train BER (3 dB) : 0.1429138, Valid BER: 0.1373749, Tgt BER: 0.1373749, Noiseless BER 0.0000000, Valid BLER : 0.4893799
[3100/200000] At 3 dB, Loss: 0.3453394, Train BER (3 dB) : 0.1439667, Valid BER: 0.1368103, Tgt BER: 0.1368103, Noiseless BER 0.0000000, Valid BLER : 0.4820557
[3200/200000] At 3 dB, Loss: 0.3415577, Train BER (3 dB) : 0.1412354, Valid BER: 0.1338501, Tgt BER: 0.1338501, Noiseless BER 0.0000000, Valid BLER : 0.4798584
[3300/200000] At 3 dB, Loss: 0.3423433, Train BER (3 dB) : 0.1422424, Valid BER: 0.1324463, Tgt BER: 0.1324463, Noiseless BER 0.0000000, Valid BLER : 0.4716797
[3400/200000] At 3 dB, Loss: 0.3412558, Train BER (3 dB) : 0.1388397, Valid BER: 0.1254578, Tgt BER: 0.1254578, Noiseless BER 0.0000000, Valid BLER : 0.4471436
[3500/200000] At 3 dB, Loss: 0.3269857, Train BER (3 dB) : 0.1293793, Valid BER: 0.1188660, Tgt BER: 0.1188660, Noiseless BER 0.0000000, Valid BLER : 0.4324951
[3600/200000] At 3 dB, Loss: 0.3225379, Train BER (3 dB) : 0.1265869, Valid BER: 0.1105652, Tgt BER: 0.1105652, Noiseless BER 0.0000000, Valid BLER : 0.3970947
[3700/200000] At 3 dB, Loss: 0.3239301, Train BER (3 dB) : 0.1239929, Valid BER: 0.1034546, Tgt BER: 0.1034546, Noiseless BER 0.0000000, Valid BLER : 0.3739014
[3800/200000] At 3 dB, Loss: 0.3110418, Train BER (3 dB) : 0.1147308, Valid BER: 0.0996094, Tgt BER: 0.0996094, Noiseless BER 0.0000000, Valid BLER : 0.3415527
[3900/200000] At 3 dB, Loss: 0.3045036, Train BER (3 dB) : 0.1123505, Valid BER: 0.0927429, Tgt BER: 0.0927429, Noiseless BER 0.0000000, Valid BLER : 0.3225098
[4000/200000] At 3 dB, Loss: 0.2965168, Train BER (3 dB) : 0.1085358, Valid BER: 0.0885925, Tgt BER: 0.0885925, Noiseless BER 0.0000000, Valid BLER : 0.3020020
[4100/200000] At 3 dB, Loss: 0.2845143, Train BER (3 dB) : 0.1038208, Valid BER: 0.0872040, Tgt BER: 0.0872040, Noiseless BER 0.0000000, Valid BLER : 0.2957764
[4200/200000] At 3 dB, Loss: 0.2722802, Train BER (3 dB) : 0.0978699, Valid BER: 0.0854034, Tgt BER: 0.0854034, Noiseless BER 0.0000000, Valid BLER : 0.2867432
[4300/200000] At 3 dB, Loss: 0.2676552, Train BER (3 dB) : 0.0975189, Valid BER: 0.0866089, Tgt BER: 0.0866089, Noiseless BER 0.0000000, Valid BLER : 0.2861328
[4400/200000] At 3 dB, Loss: 0.2672909, Train BER (3 dB) : 0.0981903, Valid BER: 0.0858154, Tgt BER: 0.0858154, Noiseless BER 0.0000000, Valid BLER : 0.2862549
[4500/200000] At 3 dB, Loss: 0.2681257, Train BER (3 dB) : 0.0968170, Valid BER: 0.0870667, Tgt BER: 0.0870667, Noiseless BER 0.0000000, Valid BLER : 0.2886963
[4600/200000] At 3 dB, Loss: 0.2607384, Train BER (3 dB) : 0.0953369, Valid BER: 0.0852203, Tgt BER: 0.0852203, Noiseless BER 0.0000000, Valid BLER : 0.2812500
[4700/200000] At 3 dB, Loss: 0.2601609, Train BER (3 dB) : 0.0948181, Valid BER: 0.0857086, Tgt BER: 0.0857086, Noiseless BER 0.0000000, Valid BLER : 0.2784424
[4800/200000] At 3 dB, Loss: 0.2641587, Train BER (3 dB) : 0.0968781, Valid BER: 0.0837402, Tgt BER: 0.0837402, Noiseless BER 0.0000000, Valid BLER : 0.2847900
[4900/200000] At 3 dB, Loss: 0.2538208, Train BER (3 dB) : 0.0927277, Valid BER: 0.0831146, Tgt BER: 0.0831146, Noiseless BER 0.0000000, Valid BLER : 0.2817383
[5000/200000] At 3 dB, Loss: 0.2562797, Train BER (3 dB) : 0.0947418, Valid BER: 0.0847778, Tgt BER: 0.0847778, Noiseless BER 0.0000000, Valid BLER : 0.2833252
[5100/200000] At 3 dB, Loss: 0.2574947, Train BER (3 dB) : 0.0942230, Valid BER: 0.0865173, Tgt BER: 0.0865173, Noiseless BER 0.0000000, Valid BLER : 0.2824707
[5200/200000] At 3 dB, Loss: 0.2554121, Train BER (3 dB) : 0.0942993, Valid BER: 0.0861816, Tgt BER: 0.0861816, Noiseless BER 0.0000000, Valid BLER : 0.2875977
[5300/200000] At 3 dB, Loss: 0.2516980, Train BER (3 dB) : 0.0937347, Valid BER: 0.0848389, Tgt BER: 0.0848389, Noiseless BER 0.0000000, Valid BLER : 0.2773438
[5400/200000] At 3 dB, Loss: 0.2440425, Train BER (3 dB) : 0.0897369, Valid BER: 0.0847321, Tgt BER: 0.0847321, Noiseless BER 0.0000000, Valid BLER : 0.2792969
[5500/200000] At 3 dB, Loss: 0.2485753, Train BER (3 dB) : 0.0927582, Valid BER: 0.0823059, Tgt BER: 0.0823059, Noiseless BER 0.0000000, Valid BLER : 0.2757568
[5600/200000] At 3 dB, Loss: 0.2495928, Train BER (3 dB) : 0.0925446, Valid BER: 0.0826721, Tgt BER: 0.0826721, Noiseless BER 0.0000000, Valid BLER : 0.2744141
[5700/200000] At 3 dB, Loss: 0.2471007, Train BER (3 dB) : 0.0919037, Valid BER: 0.0818634, Tgt BER: 0.0818634, Noiseless BER 0.0000000, Valid BLER : 0.2724609
[5800/200000] At 3 dB, Loss: 0.2388267, Train BER (3 dB) : 0.0892181, Valid BER: 0.0873413, Tgt BER: 0.0873413, Noiseless BER 0.0000000, Valid BLER : 0.2884521
[5900/200000] At 3 dB, Loss: 0.2386118, Train BER (3 dB) : 0.0892792, Valid BER: 0.0819244, Tgt BER: 0.0819244, Noiseless BER 0.0000000, Valid BLER : 0.2751465
[6000/200000] At 3 dB, Loss: 0.2486783, Train BER (3 dB) : 0.0938873, Valid BER: 0.0850983, Tgt BER: 0.0850983, Noiseless BER 0.0000000, Valid BLER : 0.2813721
[6100/200000] At 3 dB, Loss: 0.2428899, Train BER (3 dB) : 0.0908203, Valid BER: 0.0829315, Tgt BER: 0.0829315, Noiseless BER 0.0000000, Valid BLER : 0.2742920
[6200/200000] At 3 dB, Loss: 0.2463380, Train BER (3 dB) : 0.0921326, Valid BER: 0.0856476, Tgt BER: 0.0856476, Noiseless BER 0.0000000, Valid BLER : 0.2800293
[6300/200000] At 3 dB, Loss: 0.2346812, Train BER (3 dB) : 0.0878601, Valid BER: 0.0838776, Tgt BER: 0.0838776, Noiseless BER 0.0000000, Valid BLER : 0.2827148
[6400/200000] At 3 dB, Loss: 0.2460657, Train BER (3 dB) : 0.0928192, Valid BER: 0.0817719, Tgt BER: 0.0817719, Noiseless BER 0.0000000, Valid BLER : 0.2751465
[6500/200000] At 3 dB, Loss: 0.2350425, Train BER (3 dB) : 0.0889893, Valid BER: 0.0815735, Tgt BER: 0.0815735, Noiseless BER 0.0000000, Valid BLER : 0.2701416
[6600/200000] At 3 dB, Loss: 0.2353505, Train BER (3 dB) : 0.0881653, Valid BER: 0.0811310, Tgt BER: 0.0811310, Noiseless BER 0.0000000, Valid BLER : 0.2727051
[6700/200000] At 3 dB, Loss: 0.2307089, Train BER (3 dB) : 0.0876465, Valid BER: 0.0862274, Tgt BER: 0.0862274, Noiseless BER 0.0000000, Valid BLER : 0.2849121
[6800/200000] At 3 dB, Loss: 0.2441855, Train BER (3 dB) : 0.0925446, Valid BER: 0.0831909, Tgt BER: 0.0831909, Noiseless BER 0.0000000, Valid BLER : 0.2778320
[6900/200000] At 3 dB, Loss: 0.2367620, Train BER (3 dB) : 0.0886536, Valid BER: 0.0841064, Tgt BER: 0.0841064, Noiseless BER 0.0000000, Valid BLER : 0.2767334
[7000/200000] At 3 dB, Loss: 0.2362138, Train BER (3 dB) : 0.0889282, Valid BER: 0.0813293, Tgt BER: 0.0813293, Noiseless BER 0.0000000, Valid BLER : 0.2789307
[7100/200000] At 3 dB, Loss: 0.2329820, Train BER (3 dB) : 0.0878143, Valid BER: 0.0830994, Tgt BER: 0.0830994, Noiseless BER 0.0000000, Valid BLER : 0.2753906
[7200/200000] At 3 dB, Loss: 0.2296510, Train BER (3 dB) : 0.0865173, Valid BER: 0.0805054, Tgt BER: 0.0805054, Noiseless BER 0.0000000, Valid BLER : 0.2730713
[7300/200000] At 3 dB, Loss: 0.2363019, Train BER (3 dB) : 0.0886841, Valid BER: 0.0865936, Tgt BER: 0.0865936, Noiseless BER 0.0000000, Valid BLER : 0.2877197
[7400/200000] At 3 dB, Loss: 0.2380091, Train BER (3 dB) : 0.0906067, Valid BER: 0.0837708, Tgt BER: 0.0837708, Noiseless BER 0.0000000, Valid BLER : 0.2751465
[7500/200000] At 3 dB, Loss: 0.2319838, Train BER (3 dB) : 0.0879364, Valid BER: 0.0828094, Tgt BER: 0.0828094, Noiseless BER 0.0000000, Valid BLER : 0.2756348
[7600/200000] At 3 dB, Loss: 0.2347959, Train BER (3 dB) : 0.0897980, Valid BER: 0.0841064, Tgt BER: 0.0841064, Noiseless BER 0.0000000, Valid BLER : 0.2784424
[7700/200000] At 3 dB, Loss: 0.2325833, Train BER (3 dB) : 0.0883331, Valid BER: 0.0809631, Tgt BER: 0.0809631, Noiseless BER 0.0000000, Valid BLER : 0.2758789
[7800/200000] At 3 dB, Loss: 0.2330774, Train BER (3 dB) : 0.0876312, Valid BER: 0.0851288, Tgt BER: 0.0851288, Noiseless BER 0.0000000, Valid BLER : 0.2839355
[7900/200000] At 3 dB, Loss: 0.2419928, Train BER (3 dB) : 0.0913544, Valid BER: 0.0824127, Tgt BER: 0.0824127, Noiseless BER 0.0000000, Valid BLER : 0.2700195
[8000/200000] At 3 dB, Loss: 0.2351737, Train BER (3 dB) : 0.0895081, Valid BER: 0.0820923, Tgt BER: 0.0820923, Noiseless BER 0.0000000, Valid BLER : 0.2777100
[8100/200000] At 3 dB, Loss: 0.2339057, Train BER (3 dB) : 0.0893097, Valid BER: 0.0817566, Tgt BER: 0.0817566, Noiseless BER 0.0000000, Valid BLER : 0.2744141
[8200/200000] At 3 dB, Loss: 0.2340400, Train BER (3 dB) : 0.0889893, Valid BER: 0.0854950, Tgt BER: 0.0854950, Noiseless BER 0.0000000, Valid BLER : 0.2784424
[8300/200000] At 3 dB, Loss: 0.2318261, Train BER (3 dB) : 0.0869904, Valid BER: 0.0825043, Tgt BER: 0.0825043, Noiseless BER 0.0000000, Valid BLER : 0.2786865
[8400/200000] At 3 dB, Loss: 0.2224125, Train BER (3 dB) : 0.0854492, Valid BER: 0.0830536, Tgt BER: 0.0830536, Noiseless BER 0.0000000, Valid BLER : 0.2789307
[8500/200000] At 3 dB, Loss: 0.2313453, Train BER (3 dB) : 0.0890656, Valid BER: 0.0823059, Tgt BER: 0.0823059, Noiseless BER 0.0000000, Valid BLER : 0.2750244
[8600/200000] At 3 dB, Loss: 0.2335442, Train BER (3 dB) : 0.0886688, Valid BER: 0.0832367, Tgt BER: 0.0832367, Noiseless BER 0.0000000, Valid BLER : 0.2749023
[8700/200000] At 3 dB, Loss: 0.2351256, Train BER (3 dB) : 0.0902100, Valid BER: 0.0833893, Tgt BER: 0.0833893, Noiseless BER 0.0000000, Valid BLER : 0.2803955
[8800/200000] At 3 dB, Loss: 0.2267287, Train BER (3 dB) : 0.0869446, Valid BER: 0.0817108, Tgt BER: 0.0817108, Noiseless BER 0.0000000, Valid BLER : 0.2674561
[8900/200000] At 3 dB, Loss: 0.2298091, Train BER (3 dB) : 0.0882721, Valid BER: 0.0848999, Tgt BER: 0.0848999, Noiseless BER 0.0000000, Valid BLER : 0.2796631
[9000/200000] At 3 dB, Loss: 0.2288532, Train BER (3 dB) : 0.0877380, Valid BER: 0.0823822, Tgt BER: 0.0823822, Noiseless BER 0.0000000, Valid BLER : 0.2717285
[9100/200000] At 3 dB, Loss: 0.2270584, Train BER (3 dB) : 0.0879364, Valid BER: 0.0854492, Tgt BER: 0.0854492, Noiseless BER 0.0000000, Valid BLER : 0.2838135
[9200/200000] At 3 dB, Loss: 0.2306927, Train BER (3 dB) : 0.0886383, Valid BER: 0.0800323, Tgt BER: 0.0800323, Noiseless BER 0.0000000, Valid BLER : 0.2733154
[9300/200000] At 3 dB, Loss: 0.2243051, Train BER (3 dB) : 0.0854492, Valid BER: 0.0813293, Tgt BER: 0.0813293, Noiseless BER 0.0000000, Valid BLER : 0.2740479
[9400/200000] At 3 dB, Loss: 0.2314918, Train BER (3 dB) : 0.0878143, Valid BER: 0.0855103, Tgt BER: 0.0855103, Noiseless BER 0.0000000, Valid BLER : 0.2775879
[9500/200000] At 3 dB, Loss: 0.2342899, Train BER (3 dB) : 0.0894318, Valid BER: 0.0815125, Tgt BER: 0.0815125, Noiseless BER 0.0000000, Valid BLER : 0.2756348
[9600/200000] At 3 dB, Loss: 0.2261982, Train BER (3 dB) : 0.0867310, Valid BER: 0.0813141, Tgt BER: 0.0813141, Noiseless BER 0.0000000, Valid BLER : 0.2691650
[9700/200000] At 3 dB, Loss: 0.2191626, Train BER (3 dB) : 0.0836792, Valid BER: 0.0846558, Tgt BER: 0.0846558, Noiseless BER 0.0000000, Valid BLER : 0.2801514
[9800/200000] At 3 dB, Loss: 0.2296805, Train BER (3 dB) : 0.0872955, Valid BER: 0.0839081, Tgt BER: 0.0839081, Noiseless BER 0.0000000, Valid BLER : 0.2772217
[9900/200000] At 3 dB, Loss: 0.2260976, Train BER (3 dB) : 0.0869446, Valid BER: 0.0825500, Tgt BER: 0.0825500, Noiseless BER 0.0000000, Valid BLER : 0.2746582
[10000/200000] At 3 dB, Loss: 0.2332606, Train BER (3 dB) : 0.0898743, Valid BER: 0.0832367, Tgt BER: 0.0832367, Noiseless BER 0.0000000, Valid BLER : 0.2718506
[10100/200000] At 3 dB, Loss: 0.2295072, Train BER (3 dB) : 0.0874939, Valid BER: 0.0821838, Tgt BER: 0.0821838, Noiseless BER 0.0000000, Valid BLER : 0.2768555
[10200/200000] At 3 dB, Loss: 0.2299926, Train BER (3 dB) : 0.0885925, Valid BER: 0.0822754, Tgt BER: 0.0822754, Noiseless BER 0.0000000, Valid BLER : 0.2739258
[10300/200000] At 3 dB, Loss: 0.2257008, Train BER (3 dB) : 0.0862427, Valid BER: 0.0820160, Tgt BER: 0.0820160, Noiseless BER 0.0000000, Valid BLER : 0.2720947
[10400/200000] At 3 dB, Loss: 0.2302146, Train BER (3 dB) : 0.0879669, Valid BER: 0.0845490, Tgt BER: 0.0845490, Noiseless BER 0.0000000, Valid BLER : 0.2829590
[10500/200000] At 3 dB, Loss: 0.2310805, Train BER (3 dB) : 0.0886230, Valid BER: 0.0835114, Tgt BER: 0.0835114, Noiseless BER 0.0000000, Valid BLER : 0.2773438
[10600/200000] At 3 dB, Loss: 0.2303531, Train BER (3 dB) : 0.0890198, Valid BER: 0.0793610, Tgt BER: 0.0793610, Noiseless BER 0.0000000, Valid BLER : 0.2666016
[10700/200000] At 3 dB, Loss: 0.2313476, Train BER (3 dB) : 0.0875854, Valid BER: 0.0808411, Tgt BER: 0.0808411, Noiseless BER 0.0000000, Valid BLER : 0.2717285
[10800/200000] At 3 dB, Loss: 0.2157602, Train BER (3 dB) : 0.0841217, Valid BER: 0.0846710, Tgt BER: 0.0846710, Noiseless BER 0.0000000, Valid BLER : 0.2778320
[10900/200000] At 3 dB, Loss: 0.2234965, Train BER (3 dB) : 0.0850067, Valid BER: 0.0830841, Tgt BER: 0.0830841, Noiseless BER 0.0000000, Valid BLER : 0.2755127
[11000/200000] At 3 dB, Loss: 0.2260478, Train BER (3 dB) : 0.0855560, Valid BER: 0.0835266, Tgt BER: 0.0835266, Noiseless BER 0.0000000, Valid BLER : 0.2760010
[11100/200000] At 3 dB, Loss: 0.2278792, Train BER (3 dB) : 0.0890656, Valid BER: 0.0846100, Tgt BER: 0.0846100, Noiseless BER 0.0000000, Valid BLER : 0.2762451
[11200/200000] At 3 dB, Loss: 0.2222641, Train BER (3 dB) : 0.0855865, Valid BER: 0.0833435, Tgt BER: 0.0833435, Noiseless BER 0.0000000, Valid BLER : 0.2803955
[11300/200000] At 3 dB, Loss: 0.2267830, Train BER (3 dB) : 0.0873108, Valid BER: 0.0839844, Tgt BER: 0.0839844, Noiseless BER 0.0000000, Valid BLER : 0.2724609
[11400/200000] At 3 dB, Loss: 0.2248048, Train BER (3 dB) : 0.0867920, Valid BER: 0.0841522, Tgt BER: 0.0841522, Noiseless BER 0.0000000, Valid BLER : 0.2786865
[11500/200000] At 3 dB, Loss: 0.2205218, Train BER (3 dB) : 0.0843048, Valid BER: 0.0825195, Tgt BER: 0.0825195, Noiseless BER 0.0000000, Valid BLER : 0.2807617
[11600/200000] At 3 dB, Loss: 0.2233362, Train BER (3 dB) : 0.0867767, Valid BER: 0.0812988, Tgt BER: 0.0812988, Noiseless BER 0.0000000, Valid BLER : 0.2740479
[11700/200000] At 3 dB, Loss: 0.2210019, Train BER (3 dB) : 0.0848389, Valid BER: 0.0778351, Tgt BER: 0.0778351, Noiseless BER 0.0000000, Valid BLER : 0.2675781
[11800/200000] At 3 dB, Loss: 0.2173628, Train BER (3 dB) : 0.0846405, Valid BER: 0.0821381, Tgt BER: 0.0821381, Noiseless BER 0.0000000, Valid BLER : 0.2729492
[11900/200000] At 3 dB, Loss: 0.2221288, Train BER (3 dB) : 0.0856323, Valid BER: 0.0838776, Tgt BER: 0.0838776, Noiseless BER 0.0000000, Valid BLER : 0.2767334
[12000/200000] At 3 dB, Loss: 0.2179765, Train BER (3 dB) : 0.0846100, Valid BER: 0.0826111, Tgt BER: 0.0826111, Noiseless BER 0.0000000, Valid BLER : 0.2735596
[12100/200000] At 3 dB, Loss: 0.2212096, Train BER (3 dB) : 0.0860443, Valid BER: 0.0844727, Tgt BER: 0.0844727, Noiseless BER 0.0000000, Valid BLER : 0.2779541
[12200/200000] At 3 dB, Loss: 0.2263045, Train BER (3 dB) : 0.0867767, Valid BER: 0.0825653, Tgt BER: 0.0825653, Noiseless BER 0.0000000, Valid BLER : 0.2738037
[12300/200000] At 3 dB, Loss: 0.2213666, Train BER (3 dB) : 0.0849152, Valid BER: 0.0853577, Tgt BER: 0.0853577, Noiseless BER 0.0000000, Valid BLER : 0.2797852
[12400/200000] At 3 dB, Loss: 0.2254813, Train BER (3 dB) : 0.0868988, Valid BER: 0.0820465, Tgt BER: 0.0820465, Noiseless BER 0.0000000, Valid BLER : 0.2714844
[12500/200000] At 3 dB, Loss: 0.2209411, Train BER (3 dB) : 0.0863800, Valid BER: 0.0795441, Tgt BER: 0.0795441, Noiseless BER 0.0000000, Valid BLER : 0.2628174
[12600/200000] At 3 dB, Loss: 0.2213602, Train BER (3 dB) : 0.0862274, Valid BER: 0.0849609, Tgt BER: 0.0849609, Noiseless BER 0.0000000, Valid BLER : 0.2821045
[12700/200000] At 3 dB, Loss: 0.2245955, Train BER (3 dB) : 0.0860748, Valid BER: 0.0803986, Tgt BER: 0.0803986, Noiseless BER 0.0000000, Valid BLER : 0.2703857
[12800/200000] At 3 dB, Loss: 0.2226628, Train BER (3 dB) : 0.0865021, Valid BER: 0.0821075, Tgt BER: 0.0821075, Noiseless BER 0.0000000, Valid BLER : 0.2669678
[12900/200000] At 3 dB, Loss: 0.2293573, Train BER (3 dB) : 0.0898285, Valid BER: 0.0795898, Tgt BER: 0.0795898, Noiseless BER 0.0000000, Valid BLER : 0.2686768
[13000/200000] At 3 dB, Loss: 0.2349477, Train BER (3 dB) : 0.0910187, Valid BER: 0.0801849, Tgt BER: 0.0801849, Noiseless BER 0.0000000, Valid BLER : 0.2689209
[13100/200000] At 3 dB, Loss: 0.2169584, Train BER (3 dB) : 0.0844727, Valid BER: 0.0829926, Tgt BER: 0.0829926, Noiseless BER 0.0000000, Valid BLER : 0.2761230
[13200/200000] At 3 dB, Loss: 0.2233857, Train BER (3 dB) : 0.0866394, Valid BER: 0.0830231, Tgt BER: 0.0830231, Noiseless BER 0.0000000, Valid BLER : 0.2746582
[13300/200000] At 3 dB, Loss: 0.2200633, Train BER (3 dB) : 0.0838013, Valid BER: 0.0824432, Tgt BER: 0.0824432, Noiseless BER 0.0000000, Valid BLER : 0.2761230
[13400/200000] At 3 dB, Loss: 0.2153187, Train BER (3 dB) : 0.0833282, Valid BER: 0.0825348, Tgt BER: 0.0825348, Noiseless BER 0.0000000, Valid BLER : 0.2749023
[13500/200000] At 3 dB, Loss: 0.2210891, Train BER (3 dB) : 0.0848083, Valid BER: 0.0825348, Tgt BER: 0.0825348, Noiseless BER 0.0000000, Valid BLER : 0.2703857
[13600/200000] At 3 dB, Loss: 0.2175111, Train BER (3 dB) : 0.0828247, Valid BER: 0.0831909, Tgt BER: 0.0831909, Noiseless BER 0.0000000, Valid BLER : 0.2747803
